DSH_target,charge_target,P_cond [MPa],P_eva [MPa],Q_cond [kW],Q_eva [kW],W_comp [kW],COP_H,COP_R,mtot [kg],mdot [kg/s],DSH [K],DSC [K]
6.684210526,0.289473684,2.762609624,1.26218146,8.322053509,6.88085813,1.49912728,5.551265472,4.589909223,0.032948383,0.032948383,6.684210526,-999999
8.105263158,0.289473684,2.757617564,1.257202699,8.314208457,6.861266789,1.497934934,5.550446998,4.580483861,0.032491789,0.032491789,8.105263158,-999999
7.631578947,0.289473684,2.759236122,1.258584776,8.316208185,6.867152704,1.498423806,5.549970678,4.582917515,0.03263495,0.03263495,7.631578947,-999999
7.157894737,0.289473684,2.760766892,1.259964264,8.317966819,6.872877777,1.498844776,5.549585221,4.585449998,0.032779617,0.032779617,7.157894737,-999999
6.210526316,0.289473684,2.764106445,1.263074956,8.322364884,6.885113977,1.499723189,5.549267321,4.590923196,0.033083318,0.033083318,6.210526316,-999999
8.578947368,0.289473684,2.755658403,1.254534957,8.308404794,6.851635675,1.497743369,5.547281973,4.574639297,0.032316278,0.032316278,8.578947368,-999999
5.736842105,0.289473684,2.765610006,1.263969719,8.322581501,6.889287048,1.500318509,5.547209777,4.591882995,0.033219866,0.033219866,5.736842105,-999999
9.052631579,0.289473684,2.753888657,1.252547865,8.304431249,6.843823707,1.497392611,5.545927759,4.570493841,0.032160427,0.032160427,9.052631579,-999999
5.263157895,0.289473684,2.767120402,1.264865885,8.322700304,6.893374703,1.500913119,5.545091316,4.592787293,0.033358075,0.033358075,5.263157895,-999999
4.789473684,0.289473684,2.768851532,1.266577827,8.324895177,6.899532082,1.501310419,5.545085861,4.595673217,0.033520266,0.033520266,4.789473684,-999999
9.526315789,0.289473684,2.751874678,1.249656491,8.297640846,6.833249,1.497242724,5.541947685,4.563888601,0.031982552,0.031982552,9.526315789,-999999
4.315789474,0.289473684,2.770275068,1.267086908,8.323778859,6.902418639,1.501998274,5.541803212,4.595490393,0.033651327,0.033651327,4.315789474,-999999
3.842105263,0.289473684,2.771706816,1.267600591,8.322576672,6.905231981,1.502684333,5.538473043,4.595264507,0.033784172,0.033784172,3.842105263,-999999
10,0.289473684,2.749910342,1.246923609,8.291186771,6.823019095,1.497054091,5.538334802,4.557630307,0.031810566,0.031810566,10,-999999
3.368421053,0.289473684,2.773146867,1.268119094,8.321284866,6.907968734,1.503368368,5.535093754,4.594994068,0.033918857,0.033918857,3.368421053,-999999
2.894736842,0.289473684,2.774595349,1.268642614,8.31989933,6.910625912,1.50404991,5.531664391,4.594678584,0.034055443,0.034055443,2.894736842,-999999
2.421052632,0.289473684,2.776235522,1.269879238,8.320230592,6.915001006,1.504556153,5.530023306,4.596040494,0.034213842,0.034213842,2.421052632,-999999
1.947368421,0.289473684,2.777618627,1.270087397,8.317824595,6.916673051,1.505313005,5.525644544,4.594840426,0.034345335,0.034345335,1.947368421,-999999
1.473684211,0.289473684,2.778920437,1.270304327,8.315214506,6.918223403,1.505999125,5.521393981,4.593776508,0.034478915,0.034478915,1.473684211,-999999
1,0.289473684,2.780303349,1.270525112,8.312595965,6.919728304,1.506735107,5.516959104,4.592531409,0.034614502,0.034614502,1,-999999
1,0.763157895,3.188743495,1.184921819,9.945273599,8.276726049,1.805176222,5.509308997,4.584996162,0.03219004,0.03219004,1,15.25801004
1.473684211,0.763157895,3.1865629,1.185283698,9.938334165,8.265937494,1.804025429,5.508976762,4.581940677,0.032083203,0.032083203,1.473684211,15.23497092
1.947368421,0.763157895,3.184396431,1.185641632,9.931455881,8.255228971,1.802871973,5.508686156,4.578932444,0.03197776,0.03197776,1.947368421,15.21195156
2.421052632,0.763157895,3.182243912,1.185995661,9.924638237,8.244599514,1.801716209,5.508435894,4.575970107,0.031873669,0.031873669,2.421052632,15.18895521
2.894736842,0.763157895,3.180105135,1.186345847,9.917880634,8.23404774,1.800558491,5.508224632,4.573052072,0.031770893,0.031770893,2.894736842,15.16598441
3.368421053,0.763157895,3.177979856,1.186692272,9.911182263,8.223571969,1.799399133,5.508051039,4.570176688,0.031669392,0.031669392,3.368421053,15.14304112
3.842105263,0.763157895,3.175275051,1.185940366,9.89669057,8.20580314,1.798049633,5.504125352,4.563724488,0.031539168,0.031539168,3.842105263,15.11445227
4.315789474,0.763157895,3.173035597,1.186018402,9.888247238,8.193727208,1.796844445,5.503118129,4.560064859,0.031433127,0.031433127,4.315789474,15.09017958
4.789473684,0.763157895,3.171010612,1.186091767,9.87998561,8.181722949,1.795763476,5.501830136,4.556125045,0.031328286,0.031328286,4.789473684,15.06867613
5.263157895,0.763157895,3.168774048,1.186160848,9.871636991,8.169784013,1.794544159,5.500916174,4.552567832,0.031224625,0.031224625,5.263157895,15.04413109
5.736842105,0.763157895,3.166549796,1.186225546,9.863341745,8.157912088,1.793324928,5.50003047,4.549042933,0.031122107,0.031122107,5.736842105,15.01960357
6.210526316,0.763157895,3.163862401,1.185412114,9.848864952,8.140258612,1.791956485,5.49615185,4.542665337,0.03099732,0.03099732,6.210526316,14.99035308
6.684210526,0.763157895,3.161485594,1.185141187,9.838350875,8.12633692,1.790683586,5.494187222,4.538119959,0.030888383,0.030888383,6.684210526,14.96406675
7.157894737,0.763157895,3.159118451,1.184862827,9.827869495,8.11246148,1.789410993,5.492237128,4.533593183,0.030780489,0.030780489,7.157894737,14.93775657
7.631578947,0.763157895,3.15676085,1.184577108,9.817420466,8.098631838,1.788138823,5.490301056,4.529084507,0.030673612,0.030673612,7.631578947,14.91142485
8.105263158,0.763157895,3.154412666,1.184284126,9.807003597,8.084847282,1.786867331,5.488378138,4.524592923,0.030567728,0.030567728,8.105263158,14.8850737
8.578947368,0.763157895,3.151600626,1.182998354,9.789639724,8.064526016,1.785468606,5.482952593,4.516755987,0.030437003,0.030437003,8.578947368,14.85362241
9.052631579,0.763157895,3.149082491,1.182272351,9.776349887,8.048054277,1.784152728,5.479547648,4.510855012,0.03032222,0.03032222,9.052631579,14.82539355
9.526315789,0.763157895,3.146568248,1.181532175,9.763044645,8.031582701,1.782836206,5.476131018,4.504947048,0.030208262,0.030208262,9.526315789,14.79706113
10,0.763157895,3.144057773,1.180777924,9.74972397,8.015111089,1.781519162,5.472702274,4.499031646,0.030095109,0.030095109,10,14.76862668
1,0.810526316,3.260959914,1.184490575,9.996046821,8.283744998,1.849046505,5.406054849,4.480009009,0.032177893,0.032177893,1,16.37249221
1.473684211,0.810526316,3.25866566,1.184858971,9.988980032,8.272848834,1.847874315,5.40565987,4.476954284,0.032071299,0.032071299,1.473684211,16.34647061
1.947368421,0.810526316,3.256385698,1.185223279,9.981976101,8.262035149,1.846698739,5.405308342,4.473948551,0.031966091,0.031966091,1.947368421,16.320506
2.421052632,0.810526316,3.254119831,1.185583539,9.975034508,8.251302899,1.845520192,5.404998844,4.470990311,0.031862229,0.031862229,2.421052632,16.29460014
2.894736842,0.810526316,3.251867844,1.185939817,9.968154586,8.240650658,1.844339056,5.404729978,4.468077944,0.031759676,0.031759676,2.894736842,16.26875445
3.368421053,0.810526316,3.24962947,1.1862922,9.961335469,8.230076667,1.843155654,5.4045004,4.465209788,0.031658391,0.031658391,3.368421053,16.24296939
3.842105263,0.810526316,3.246786641,1.185549931,9.946653542,8.212182327,1.84173896,5.40068585,4.458928493,0.031528483,0.031528483,3.842105263,16.21060446
4.315789474,0.810526316,3.244464089,1.185634939,9.938083743,8.199992122,1.8405198,5.399607081,4.455258848,0.031422681,0.031422681,4.315789474,16.18352218
4.789473684,0.810526316,3.242148951,1.185714514,9.929579717,8.187886052,1.839296666,5.398574304,4.451639697,0.031318057,0.031318057,4.789473684,16.15672051
5.263157895,0.810526316,3.239845662,1.185789502,9.92113083,8.175850295,1.838072405,5.39757346,4.448056711,0.031214601,0.031214601,5.263157895,16.12995736
5.736842105,0.810526316,3.237554058,1.18585998,9.912736412,8.163883635,1.836847277,5.396603484,4.444508664,0.031112282,0.031112282,5.736842105,16.10323405
6.210526316,0.810526316,3.234797817,1.185057671,9.89813764,8.146134742,1.835449396,5.392759757,4.438223554,0.030987837,0.030987837,6.210526316,16.07134155
6.684210526,0.810526316,3.232351128,1.18479287,9.887507686,8.132112236,1.834159896,5.390755577,4.433698641,0.030879105,0.030879105,6.684210526,16.042724
7.157894737,0.810526316,3.229913219,1.184520505,9.876911378,8.118138094,1.832869577,5.388769338,4.429195724,0.030771409,0.030771409,7.157894737,16.01410269
7.631578947,0.810526316,3.227714431,1.184240476,9.866491175,8.104214811,1.831718435,5.386467149,4.424378036,0.030664721,0.030664721,7.631578947,15.98858711
8.105263158,0.810526316,3.225276038,1.183953254,9.855950197,8.090335391,1.830416245,5.384540389,4.419942958,0.030559027,0.030559027,8.105263158,15.9597264
8.578947368,0.810526316,3.222305368,1.182680174,9.83842633,8.069949501,1.828918834,5.379367388,4.412415331,0.030428672,0.030428672,8.578947368,15.92478215
9.052631579,0.810526316,3.21965378,1.181960434,9.824964588,8.053373225,1.827534014,5.376077553,4.406688557,0.030314087,0.030314087,9.052631579,15.89329902
9.526315789,0.810526316,3.217005511,1.181226387,9.811488455,8.036799214,1.826147492,5.372779853,4.400958438,0.030200321,0.030200321,9.526315789,15.86173685
10,0.810526316,3.214360462,1.180478135,9.797997884,8.02022722,1.824759427,5.369473772,4.395224434,0.030087356,0.030087356,10,15.83009687
1,0.857894737,3.344328122,1.184179876,10.05058622,8.288803116,1.898611373,5.293651119,4.365718669,0.032169141,0.032169141,1,17.56879644
1.473684211,0.857894737,3.341936485,1.184552899,10.04344144,8.277830538,1.89743644,5.293163572,4.362639171,0.03206272,0.03206272,1.473684211,17.54068918
1.947368421,0.857894737,3.339558771,1.184921725,10.03636026,8.266942241,1.896257056,5.29272138,4.359610535,0.03195768,0.03195768,1.947368421,17.51265955
2.421052632,0.857894737,3.337194855,1.185286397,10.02934215,8.256137142,1.895073699,5.292323012,4.356631167,0.031853981,0.031853981,2.421052632,17.48470935
2.894736842,0.857894737,3.334844567,1.185646987,10.02238641,8.245413756,1.893886786,5.291967019,4.353699395,0.031751586,0.031751586,2.894736842,17.45683972
3.368421053,0.857894737,3.332507694,1.18600358,10.01549216,8.234770289,1.892696679,5.291651998,4.350813513,0.031650455,0.031650455,3.368421053,17.42905103
3.842105263,0.857894737,3.329570099,1.185268064,10.00068904,8.216788657,1.891244334,5.287888437,4.344646808,0.031520769,0.031520769,3.842105263,17.39439233
4.315789474,0.857894737,3.327113396,1.185356743,9.992023146,8.204538181,1.889988429,5.2868171,4.341052069,0.031415103,0.031415103,4.315789474,17.36508374
4.789473684,0.857894737,3.324668688,1.185440673,9.983413841,8.192360668,1.888730355,5.285780373,4.337496162,0.031310631,0.031310631,4.789473684,17.33583558
5.263157895,0.857894737,3.322235848,1.185519919,9.974860561,8.180255095,1.887470439,5.284777105,4.333977861,0.031207323,0.031207323,5.263157895,17.30664907
5.736842105,0.857894737,3.319814721,1.185594558,9.966362592,8.168220201,1.886208944,5.283806243,4.330495955,0.031105149,0.031105149,5.736842105,17.27752494
6.210526316,0.857894737,3.316908753,1.184800248,9.951624354,8.150403291,1.884737545,5.280111482,4.324423478,0.03098095,0.03098095,6.210526316,17.24271612
6.684210526,0.857894737,3.314324358,1.184539841,9.940871454,8.136308469,1.88339631,5.27816233,4.320019333,0.030872365,0.030872365,6.684210526,17.21153787
7.157894737,0.857894737,3.311748529,1.18427177,9.93015287,8.122263613,1.882053348,5.27623347,4.315639416,0.030764813,0.030764813,7.157894737,17.18037646
7.631578947,0.857894737,3.309181184,1.183996121,9.919468314,8.108268166,1.880708914,5.274324082,4.311282893,0.030658268,0.030658268,7.631578947,17.14923326
8.105263158,0.857894737,3.306622224,1.183712992,9.908817453,8.09432133,1.879363233,5.272433387,4.306948859,0.030552709,0.030552709,8.105263158,17.11810932
8.578947368,0.857894737,3.30355831,1.182449989,9.89117926,8.073873856,1.877810439,5.267400296,4.299621352,0.030422644,0.030422644,8.578947368,17.08086095
9.052631579,0.857894737,3.300828401,1.181734546,9.877615793,8.057225943,1.876394446,5.264146786,4.293993706,0.030308197,0.030308197,9.052631579,17.04762648
9.526315789,0.857894737,3.298100459,1.181004697,9.86403781,8.040581822,1.874975136,5.260889928,4.288367171,0.030194565,0.030194565,9.526315789,17.01432006
10,0.857894737,3.295374362,1.18026055,9.850445232,8.0239412,1.873552663,5.257629222,4.28274121,0.030081729,0.030081729,10,16.98094207
7.631578947,0.242105263,2.684735004,1.3080897,7.433904304,6.051272169,1.418879471,5.239278218,4.264824669,0.033954768,0.033954768,7.631578947,-999999
8.105263158,0.242105263,2.683422181,1.304812519,7.436650147,6.049351505,1.419649594,5.238370212,4.261158196,0.033755226,0.033755226,8.105263158,-999999
7.157894737,0.242105263,2.685932819,1.310513914,7.429857834,6.051785435,1.418452948,5.238000913,4.266468934,0.034133557,0.034133557,7.157894737,-999999
6.684210526,0.242105263,2.687186809,1.313407965,7.426087647,6.052672831,1.417817763,5.237688397,4.269006206,0.034327011,0.034327011,6.684210526,-999999
8.578947368,0.242105263,2.682121642,1.301641923,7.439274675,6.047349713,1.420364022,5.237583156,4.25760553,0.033560603,0.033560603,8.578947368,-999999
6.210526316,0.242105263,2.688306728,1.315216616,7.420905105,6.051990053,1.417637323,5.234699302,4.269067944,0.034493199,0.034493199,6.210526316,-999999
9.052631579,0.242105263,2.680697729,1.297627471,7.440458362,6.043818013,1.421403473,5.234585747,4.252007348,0.033345764,0.033345764,9.052631579,-999999
5.736842105,0.242105263,2.689425174,1.317027314,7.415495042,6.051099296,1.417448834,5.23157864,4.269007213,0.034661374,0.034661374,5.736842105,-999999
9.526315789,0.242105263,2.679261008,1.293551795,7.441258671,6.039926126,1.422449551,5.231298828,4.24614435,0.033131496,0.033131496,9.526315789,-999999
5.263157895,0.242105263,2.690596211,1.319291087,7.410310042,6.050530618,1.417057154,5.229365676,4.269785874,0.034843939,0.034843939,5.263157895,-999999
10,0.242105263,2.67765062,1.28835581,7.440048732,6.033921657,1.423909867,5.225084047,4.237572754,0.032890121,0.032890121,10,-999999
4.789473684,0.242105263,2.691657411,1.320600964,7.403993326,6.04868115,1.417075166,5.224841635,4.268426472,0.035002415,0.035002415,4.789473684,-999999
4.315789474,0.242105263,2.692719057,1.321919852,7.397468212,6.046642703,1.417083311,5.220206993,4.266963455,0.035163097,0.035163097,4.315789474,-999999
3.842105263,0.242105263,2.693852035,1.323900695,7.391277005,6.045078325,1.416791699,5.216911568,4.266737536,0.035344201,0.035344201,3.842105263,-999999
3.368421053,0.242105263,2.694782337,1.324810577,7.383874109,6.042191436,1.416901867,5.211281234,4.264368322,0.035497649,0.035497649,3.368421053,-999999
2.894736842,0.242105263,2.695787629,1.325730085,7.376367255,6.039163263,1.417059567,5.205403799,4.261756812,0.035653391,0.035653391,2.894736842,-999999
2.421052632,0.242105263,2.696793794,1.326662513,7.368648415,6.035944631,1.417205094,5.199422754,4.259048076,0.035811583,0.035811583,2.421052632,-999999
1.947368421,0.242105263,2.697865066,1.328240771,7.361148521,6.033088398,1.417052665,5.194689446,4.257490599,0.03599026,0.03599026,1.947368421,-999999
1.473684211,0.242105263,2.698837822,1.328832065,7.352755601,6.029166522,1.417340149,5.187714188,4.253859968,0.036143175,0.036143175,1.473684211,-999999
1,0.242105263,2.699811681,1.329437643,7.344144645,6.025047404,1.417614244,5.180636889,4.250131819,0.036298667,0.036298667,1,-999999
1,0.905263158,3.441088974,1.183940974,10.11058176,8.292693083,1.954781222,5.172231881,4.242261482,0.032162412,0.032162412,1,18.88553937
1.473684211,0.905263158,3.438590678,1.18431736,10.103384,8.281664865,1.953608109,5.171653391,4.239163845,0.032056119,0.032056119,1.473684211,18.85574408
1.947368421,0.905263158,3.436105697,1.18468947,10.09624992,8.270722275,1.95242926,5.171122012,4.23611879,0.031951202,0.031951202,1.947368421,18.82603697
2.421052632,0.905263158,3.433633938,1.185057347,10.08917886,8.259864219,1.951245094,5.170636378,4.233124914,0.031847624,0.031847624,2.421052632,18.79641955
2.894736842,0.905263158,3.431438778,1.185420851,10.0823254,8.249092631,1.950207911,5.169872067,4.229852923,0.031745339,0.031745339,2.894736842,18.77028397
3.368421053,0.905263158,3.428964349,1.18578052,10.07536163,8.238398356,1.948998289,5.169507683,4.226991068,0.031644322,0.031644322,3.368421053,18.74048097
3.842105263,0.905263158,3.42586187,1.185049963,10.06042598,8.220353475,1.947475412,5.165880869,4.221030686,0.031514801,0.031514801,3.842105263,18.70328241
4.315789474,0.905263158,3.423260958,1.185141842,10.05167505,8.208050465,1.946186212,5.164806425,4.217505198,0.031409249,0.031409249,4.315789474,18.67186453
4.789473684,0.905263158,3.420753204,1.18522911,10.04302456,8.195818191,1.944940871,5.163665753,4.213916379,0.031304895,0.031304895,4.789473684,18.64146204
5.263157895,0.905263158,3.418217019,1.185311356,10.03441151,8.183663372,1.943669667,5.162611566,4.210418833,0.031201694,0.031201694,5.263157895,18.61073353
5.736842105,0.905263158,3.415692132,1.185388927,10.02585376,8.17158038,1.942395758,5.161591668,4.206959548,0.031099623,0.031099623,5.736842105,18.58007765
6.210526316,0.905263158,3.41317839,1.185461916,10.01735069,8.159567688,1.941119599,5.160604578,4.203536811,0.030998652,0.030998652,6.210526316,18.54949446
6.684210526,0.905263158,3.410004248,1.184343067,10.00020988,8.139572254,1.939524518,5.156011067,4.196684382,0.030867124,0.030867124,6.684210526,18.51104251
7.157894737,0.905263158,3.407326002,1.184078002,9.989418514,8.12547795,1.938157477,5.154079911,4.19237242,0.030759674,0.030759674,7.157894737,18.47837399
7.631578947,0.905263158,3.404655629,1.183805288,9.978661164,8.111434182,1.936787837,5.152170503,4.188086081,0.030653229,0.030653229,7.631578947,18.44573228
8.105263158,0.905263158,3.401993044,1.183525027,9.967937492,8.097440123,1.935415856,5.150282024,4.183824421,0.030547766,0.030547766,8.105263158,18.41311811
8.578947368,0.905263158,3.398775828,1.182268841,9.950183901,8.076962701,1.933775823,5.145469182,4.176783372,0.030417901,0.030417901,8.578947368,18.37378623
9.052631579,0.905263158,3.395886116,1.181556516,9.936494976,8.06026284,1.932285557,5.142353282,4.171362152,0.030303555,0.030303555,9.052631579,18.33829603
9.526315789,0.905263158,3.392997493,1.180829714,9.922791237,8.043567918,1.930790536,5.139237558,4.165945383,0.030190021,0.030190021,9.526315789,18.30274057
10,0.905263158,3.39010987,1.180088543,9.909072597,8.026877613,1.929290945,5.136121444,4.160532465,0.03007728,0.03007728,10,18.26712022
1,0.952631579,3.555352976,1.183742539,10.17833124,8.295924581,2.019352588,5.04039329,4.108210041,0.032156823,0.032156823,1,20.37464949
1.473684211,0.952631579,3.552741764,1.184121372,10.17110399,8.284855813,2.01818987,5.039716107,4.105092358,0.032050626,0.032050626,1.473684211,20.34354237
1.947368421,0.952631579,3.55014321,1.184495863,10.1639399,8.273873743,2.017019935,5.039087479,4.102028741,0.031945802,0.031945802,1.947368421,20.31252734
2.421052632,0.952631579,3.547557283,1.184866065,10.15683849,8.262977144,2.015843375,5.038505779,4.099017437,0.031842315,0.031842315,2.421052632,20.28160609
2.894736842,0.952631579,3.544983891,1.185232052,10.14979912,8.25216448,2.014660719,5.037969431,4.096056672,0.031740124,0.031740124,2.894736842,20.25077947
3.368421053,0.952631579,3.542422883,1.185593915,10.14282091,8.241433882,2.013472436,5.037476915,4.093144627,0.031639192,0.031639192,3.368421053,20.22004756
3.842105263,0.952631579,3.539243659,1.184866946,10.1278293,8.223345233,2.011936463,5.033871341,4.087278791,0.031509793,0.031509793,3.842105263,20.18201541
4.315789474,0.952631579,3.536556486,1.184961097,10.11905195,8.211004888,2.010657606,5.032707668,4.083740993,0.031404326,0.031404326,4.315789474,20.14968856
4.789473684,0.952631579,3.534204464,1.18505011,10.11051719,8.198743905,2.009556275,5.031218739,4.079877736,0.031300041,0.031300041,4.789473684,20.12151721
5.263157895,0.952631579,3.531513919,1.185134594,10.10183763,8.186552346,2.008254761,5.030157443,4.076451108,0.031196922,0.031196922,5.263157895,20.08902679
5.736842105,0.952631579,3.528834488,1.185214349,10.09321334,8.174433482,2.006949636,5.029131355,4.073063586,0.031094931,0.031094931,5.736842105,20.05661658
6.210526316,0.952631579,3.52616602,1.185289471,10.0846435,8.16238576,2.00564121,5.028139354,4.069713825,0.030994038,0.030994038,6.210526316,20.02428634
6.684210526,0.952631579,3.522808954,1.18417531,10.06737651,8.142355106,2.003953969,5.023756367,4.063144779,0.030862655,0.030862655,6.684210526,19.98371198
7.157894737,0.952631579,3.519967324,1.183912484,10.05649808,8.128223975,2.002536143,5.021880939,4.05896493,0.030755284,0.030755284,7.157894737,19.94920251
7.631578947,0.952631579,3.517133097,1.183641957,10.04565331,8.114144229,2.001114522,5.020029189,4.054812526,0.030648916,0.030648916,7.631578947,19.91472477
8.105263158,0.952631579,3.514306202,1.183363834,10.03484185,8.100115015,1.999689382,5.018200296,4.050686616,0.030543527,0.030543527,8.105263158,19.8802793
1.947368421,0.384210526,2.851841991,1.218409422,9.187927682,7.727617738,1.831829712,5.015710588,4.218524073,0.032893545,0.032893545,1.947368421,-999999
8.578947368,0.952631579,3.51096027,1.182113476,10.01699558,8.079612218,1.997980534,5.01356015,4.043889358,0.030413833,0.030413833,8.578947368,19.83951372
9.052631579,0.952631579,3.50797274,1.181403346,10.00323852,8.062875992,1.996457955,5.010492954,4.03859043,0.030299561,0.030299561,9.052631579,19.80306505
9.526315789,0.952631579,3.504985107,1.180678686,9.989465756,8.046145525,1.994928938,5.00742937,4.033299317,0.030186099,0.030186099,9.526315789,19.76655015
10,0.952631579,3.501997273,1.179939607,9.975677205,8.029420467,1.993393683,5.004368826,4.028015407,0.030073429,0.030073429,10,19.72996898
1,1,3.691674835,1.183562052,10.25592651,8.298864142,2.094056882,4.897635108,3.963055737,0.03215174,0.03215174,1,22.0840113
1.473684211,1,3.688902273,1.18394276,10.24866743,8.287764158,2.092893085,4.896890098,3.959955822,0.03204562,0.03204562,1.473684211,22.0513912
1.947368421,1,3.686141802,1.184319084,10.24147069,8.276751607,2.091720495,4.896194644,3.95691089,0.031940872,0.031940872,1.947368421,22.01886342
2.421052632,1,3.683393662,1.184691074,10.23433597,8.265825289,2.090539895,4.895546837,3.953918941,0.031837458,0.031837458,2.421052632,21.98643251
2.894736842,1,3.680657763,1.185058805,10.22726265,8.254983625,2.089351859,4.894945103,3.950978189,0.031735338,0.031735338,2.894736842,21.95409894
3.368421053,1,3.677933929,1.185422371,10.22024987,8.244224721,2.088156882,4.894387946,3.948086847,0.031634475,0.031634475,3.368421053,21.92186208
3.842105263,1,3.674567312,1.18469828,10.20515875,8.226102706,2.086554048,4.890915124,3.94243452,0.031505178,0.031505178,3.842105263,21.8820882
4.315789474,1,3.671817776,1.184794222,10.19638702,8.213732903,2.085309832,4.889626888,3.938854926,0.031399781,0.031399781,4.315789474,21.84946951
4.789473684,1,3.669026978,1.184885169,10.18764416,8.201440123,2.084031716,4.888430477,3.935372028,0.031295569,0.031295569,4.789473684,21.81634152
5.263157895,1,3.666246113,1.184971267,10.17895618,8.189222004,2.082747946,4.887272221,3.931931379,0.031192514,0.031192514,5.263157895,21.78328471
5.736842105,1,3.663475113,1.1850526,10.17032244,8.177077202,2.08145893,4.886150908,3.928531611,0.031090585,0.031090585,5.736842105,21.75029957
6.210526316,1,3.660713869,1.185129263,10.16174215,8.165004145,2.080165029,4.885065373,3.925171336,0.030989752,0.030989752,6.210526316,21.71738598
6.684210526,1,3.657287737,1.184018821,10.14443091,8.144951318,2.078454766,4.880756167,3.918753226,0.030858487,0.030858487,6.684210526,21.6766167
7.157894737,1,3.654357291,1.183757606,10.13352751,8.130793759,2.07703801,4.878835854,3.914609998,0.030751176,0.030751176,7.157894737,21.64161444
7.631578947,1,3.651811034,1.183488359,10.12286781,8.116693079,2.075822103,4.876558448,3.910110153,0.03064486,0.03064486,7.631578947,21.61127676
8.105263158,1,3.648874051,1.183211788,10.11201885,8.102638374,2.074384592,4.874707849,3.906044426,0.030539529,0.030539529,8.105263158,21.57609619
8.578947368,1,3.645380092,1.181966126,10.09408832,8.08212532,2.072600517,4.870252728,3.899509459,0.030409975,0.030409975,8.578947368,21.53426823
9.052631579,1,3.642210962,1.181257715,10.08023121,8.065360785,2.071005798,4.867311922,3.89441729,0.030295764,0.030295764,9.052631579,21.4962283
9.526315789,1,3.639040374,1.180534736,10.06635701,8.048602614,2.069402655,4.864378128,3.889336178,0.030182362,0.030182362,9.526315789,21.4581152
10,1,3.635868235,1.179797299,10.05246569,8.031850441,2.067791354,4.861450681,3.884265414,0.030069749,0.030069749,10,21.41992861
7.631578947,0.194736842,2.545466069,1.39712049,5.734398346,4.495117677,1.252430561,4.578615793,3.58911529,0.036344824,0.036344824,7.631578947,-999999
7.157894737,0.194736842,2.545263896,1.404516394,5.709507514,4.478390626,1.247173378,4.577958136,3.590832441,0.036669989,0.036669989,7.157894737,-999999
8.105263158,0.194736842,2.545676011,1.388778616,5.759339412,4.511573197,1.258270088,4.577188528,3.585536396,0.035997814,0.035997814,8.105263158,-999999
6.684210526,0.194736842,2.545071907,1.411140047,5.684667101,4.461442911,1.242401372,4.57554799,3.590983568,0.036977726,0.036977726,6.684210526,-999999
8.578947368,0.194736842,2.545883327,1.379339123,5.784208227,4.527608426,1.264759967,4.573364416,3.579816364,0.035625223,0.035625223,8.578947368,-999999
6.210526316,0.194736842,2.544952848,1.41635933,5.660984272,4.445034537,1.238620233,4.570395445,3.588698472,0.037250461,0.037250461,6.210526316,-999999
9.052631579,0.194736842,2.54606858,1.368695984,5.80873968,4.542966931,1.271922566,4.566897261,3.571732316,0.035224614,0.035224614,9.052631579,-999999
5.736842105,0.194736842,2.544815585,1.421520349,5.63674883,4.428106041,1.234835926,4.564775539,3.585987375,0.037524758,0.037524758,5.736842105,-999999
5.263157895,0.194736842,2.544678803,1.426340455,5.612331289,4.410884162,1.231263345,4.558189207,3.582405162,0.037792849,0.037792849,5.263157895,-999999
9.526315789,0.194736842,2.546203834,1.356810228,5.832529565,4.557294396,1.279722603,4.557651441,3.561158008,0.03479537,0.03479537,9.526315789,-999999
4.789473684,0.194736842,2.544634254,1.429943918,5.589329618,4.394486021,1.228603036,4.549337301,3.576815207,0.03803026,0.03803026,4.789473684,-999999
10,0.194736842,2.54625523,1.343722907,5.855069035,4.570172361,1.288064146,4.545634666,3.548093761,0.034338992,0.034338992,10,-999999
4.315789474,0.194736842,2.544536796,1.433893757,5.565169714,4.377160878,1.225636953,4.540634729,3.571335596,0.03828032,0.03828032,4.315789474,-999999
3.842105263,0.194736842,2.544465766,1.436863998,5.542163664,4.36054762,1.223371768,4.530236685,3.564368357,0.038505915,0.038505915,3.842105263,-999999
3.368421053,0.194736842,2.544381528,1.4402215,5.517957489,4.342948809,1.220807758,4.519923349,3.557438738,0.038745411,0.038745411,3.368421053,-999999
2.894736842,0.194736842,2.544382618,1.442654046,5.495029868,4.326150959,1.218965915,4.507943826,3.549033576,0.038961686,0.038961686,2.894736842,-999999
2.421052632,0.194736842,2.544302247,1.445639845,5.470453167,4.308055836,1.216646884,4.496335985,3.540925384,0.03919676,0.03919676,2.421052632,-999999
1.947368421,0.194736842,2.544327655,1.447617356,5.447485778,4.291028531,1.215133834,4.483033578,3.531321746,0.03940597,0.03940597,1.947368421,-999999
1.473684211,0.194736842,2.544331867,1.449634845,5.423925535,4.273465639,1.213565646,4.469412554,3.521412831,0.03961931,0.03961931,1.473684211,-999999
1,0.194736842,2.544279158,1.451990101,5.399124394,4.254891557,1.211695368,4.45584306,3.511519208,0.039845585,0.039845585,1,-999999
1.473684211,0.384210526,2.853588203,1.218319127,9.190397166,7.733949056,2.084318358,4.409305868,3.710541159,0.033011008,0.033011008,1.473684211,-999999
