DSH[K],DSC[K],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
1.818181818,7.909090909,2821007.562,1374202.746,10490.84681,9461.711122,1157.658289,9.062127329,8.173146787,0.037337879,0.037337879,1.818181818,7.909090909
7.363636364,6.090909091,2772391.327,1370544.907,10249.2714,9155.055524,1131.000898,9.0621249,8.09464921,0.035697604,0.035697604,7.363636364,6.090909091
6.909090909,2.545454545,2744911.942,1378519.961,10065.27877,8995.551711,1110.697873,9.062121224,8.099008675,0.036030947,0.036030947,6.909090909,2.545454545
7.545454545,5.818181818,2768453.879,1370470.758,10228.03974,9133.202654,1128.664417,9.062073354,8.092044467,0.035649095,0.035649095,7.545454545,5.818181818
5.636363636,1.363636364,2744045.103,1384382.778,10035.14464,8987.439013,1107.382322,9.062041575,8.115931448,0.036530637,0.036530637,5.636363636,1.363636364
2.272727273,7.909090909,2819639.301,1374461.578,10483.49762,9447.247369,1156.858789,9.062037411,8.166292604,0.037209334,0.037209334,2.272727273,7.909090909
1.727272727,7.909090909,2821319.579,1374151.805,10492.3178,9464.586559,1157.840168,9.061974263,8.174346359,0.037363833,0.037363833,1.727272727,7.909090909
3.909090909,7.727272727,2810220.862,1373995.153,10437.51799,9378.670145,1151.795424,9.061954732,8.142652721,0.036722051,0.036722051,3.909090909,7.727272727
7.636363636,3.727272727,2749379.024,1374011.044,10108.66858,9024.022647,1115.509692,9.061928062,8.089595915,0.035721145,0.035721145,7.636363636,3.727272727
5.909090909,1.454545455,2743399.721,1383792.032,10034.17217,8982.254841,1107.292216,9.061900751,8.111910034,0.036440457,0.036440457,5.909090909,1.454545455
6.727272727,7,2787621.654,1371849.462,10326.86049,9233.997064,1139.599753,9.061831108,8.102842281,0.03589754,0.03589754,6.727272727,7
6.454545455,7.090909091,2790028.775,1372073.838,10338.78507,9249.024942,1140.91583,9.0618298,8.106667202,0.035975101,0.035975101,6.454545455,7.090909091
2.909090909,1.272727273,2754087.389,1387171.857,10087.06554,9079.811556,1113.138578,9.061823693,8.15694626,0.037381563,0.037381563,2.909090909,1.272727273
1.636363636,7.909090909,2821632.244,1374100.74,10493.79207,9467.466462,1158.02224,9.061822572,8.175548048,0.037389859,0.037389859,1.636363636,7.909090909
7,2.636363636,2745035.596,1378065.986,10067.54573,8996.217546,1110.986054,9.061811076,8.097507179,0.035994897,0.035994897,7,2.636363636
7.727272727,5.454545455,2763781.82,1370557.83,10201.77781,9106.775912,1125.808541,9.061734247,8.089098262,0.035605141,0.035605141,7.727272727,5.454545455
6.181818182,1.545454545,2742756.243,1383198.829,10033.17242,8977.053322,1107.203074,9.061727394,8.107865246,0.036350846,0.036350846,6.181818182,1.545454545
3.090909091,1.090909091,2752517.912,1387526.081,10072.71935,9063.302257,1111.567823,9.061722676,8.153620561,0.037338022,0.037338022,3.090909091,1.090909091
4,7.727272727,2809890.463,1373974.819,10435.68801,9375.482072,1151.62584,9.061700112,8.141083452,0.036695811,0.036695811,4,7.727272727
5.909090909,7.272727273,2794884.644,1372509.949,10362.69978,9279.155721,1143.572112,9.061693327,8.114185037,0.036131542,0.036131542,5.909090909,7.272727273
1.545454545,7.909090909,2821945.56,1374049.555,10495.26965,9470.350815,1158.204504,9.06167228,8.176751844,0.037415956,0.037415956,1.545454545,7.909090909
1.272727273,1.818181818,2763017.296,1386174.915,10148.48816,9164.219879,1119.937357,9.061656972,8.182796849,0.037848158,0.037848158,1.272727273,1.818181818
6.363636364,1.636363636,2742593.469,1382740.955,10034.25835,8975.177864,1107.335025,9.061628251,8.105205434,0.036289751,0.036289751,6.363636364,1.636363636
7.727272727,3.909090909,2750277.207,1373386.147,10115.83851,9029.126422,1116.343236,9.061584454,8.088127496,0.035681146,0.035681146,7.727272727,3.909090909
2,1.818181818,2760489.438,1386510.859,10138.51859,9143.0898,1118.849271,9.061558918,8.171869116,0.037634811,0.037634811,2,1.818181818
7.454545455,3.272727273,2746965.297,1375438.37,10088.98964,9008.864878,1113.383661,9.061557122,8.091429033,0.035806185,0.035806185,7.454545455,3.272727273
5.181818182,1.181818182,2744976.363,1385428.115,10034.87461,8994.304574,1107.413808,9.061540079,8.121900329,0.036684055,0.036684055,5.181818182,1.181818182
3,1.181818182,2753302.336,1387349.042,10079.89128,9071.555144,1112.381751,9.061539593,8.155073687,0.037359764,0.037359764,3,1.181818182
7.454545455,6,2770932.857,1370429.933,10241.12642,9146.288105,1130.17633,9.061529737,8.092797435,0.035671223,0.035671223,7.454545455,6
5.272727273,7.454545455,2800311.541,1373052.474,10389.06652,9312.978433,1146.502547,9.061529385,8.122946136,0.036317868,0.036317868,5.272727273,7.454545455
7.272727273,3,2746070.416,1376525.209,10079.45331,9002.918584,1112.334866,9.0615278,8.093712475,0.035882391,0.035882391,7.272727273,3
1.454545455,7.909090909,2822259.529,1373998.246,10496.75054,9473.239644,1158.38696,9.061523393,8.17795777,0.037442125,0.037442125,1.454545455,7.909090909
7.090909091,2.727272727,2745158.564,1377611.486,10069.79323,8996.865805,1111.273738,9.061487629,8.095994258,0.035958912,0.035958912,7.090909091,2.727272727
7.636363636,3.636363636,2748663.909,1374182.524,10103.52584,9019.321534,1114.996837,9.061483852,8.089100554,0.035725759,0.035725759,7.636363636,3.636363636
7.090909091,6.454545455,2778049.584,1370732.906,10278.57543,9185.456026,1134.316749,9.061468449,8.09778753,0.035772869,0.035772869,7.090909091,6.454545455
5.454545455,1.272727273,2744328.105,1384841.222,10033.95453,8989.155777,1107.322297,9.061458039,8.117921766,0.036592894,0.036592894,5.454545455,1.272727273
6.545454545,2.090909091,2743932.318,1380516.535,10050.6429,8987.638256,1109.164081,9.061457245,8.103073665,0.036180861,0.036180861,6.545454545,2.090909091
4.090909091,7.727272727,2809560.671,1373954.316,10433.8608,9372.297736,1151.456504,9.061445885,8.139515215,0.036669634,0.036669634,4.090909091,7.727272727
5.636363636,7.363636364,2797364.668,1372722.595,10374.68372,9294.233796,1144.930878,9.061406164,8.117724808,0.036210462,0.036210462,5.636363636,7.363636364
1.363636364,7.909090909,2822574.156,1373946.816,10498.23475,9476.132949,1158.569608,9.061375927,8.179165832,0.037468367,0.037468367,1.363636364,7.909090909
7.545454545,3.454545455,2747849.818,1374811.278,10096.27214,9014.084909,1114.212003,9.06135647,8.090098552,0.035765951,0.035765951,7.545454545,3.454545455
5.727272727,1.363636364,2743681.846,1384251.854,10033.00702,8983.98963,1107.231869,9.061342353,8.113918941,0.036502317,0.036502317,5.727272727,1.363636364
6.727272727,2.272727273,2744112.734,1379608.886,10055.35701,8989.180862,1109.701432,9.061317502,8.100540021,0.0361082,0.0361082,6.727272727,2.272727273
1.272727273,7.909090909,2822889.44,1373895.262,10499.72229,9479.030754,1158.752445,9.061229887,8.180376052,0.037494682,0.037494682,1.272727273,7.909090909
6.818181818,2.363636364,2744201.849,1379154.306,10057.68433,8989.925262,1109.969325,9.061227278,8.099255591,0.03607197,0.03607197,6.818181818,2.363636364
6.636363636,1.727272727,2741985.546,1382145.03,10033.19852,8969.912367,1107.267158,9.061226499,8.100946822,0.036201107,0.036201107,6.636363636,1.727272727
7.181818182,6.363636364,2776524.147,1370619.893,10270.448,9176.742047,1133.452385,9.061208166,8.09627486,0.035746362,0.035746362,7.181818182,6.363636364
6,1.454545455,2743037.514,1383660.023,10032.03216,8978.806119,1107.142437,9.061193773,8.109892474,0.036412316,0.036412316,6,1.454545455
4.181818182,7.727272727,2809231.48,1373933.643,10432.03636,9369.117149,1151.287417,9.061192029,8.137948015,0.03664352,0.03664352,4.181818182,7.727272727
7.545454545,5.909090909,2769427.556,1370312.195,10232.99166,9137.560911,1129.323944,9.061165945,8.091177876,0.035644827,0.035644827,7.545454545,5.909090909
7.636363636,5.727272727,2767058.173,1370355.052,10219.8783,9124.383763,1127.877211,9.061162162,8.089873328,0.035622809,0.035622809,7.636363636,5.727272727
7.181818182,2.818181818,2745280.895,1377156.461,10072.02135,8997.496503,1111.560958,9.061150695,8.09446971,0.035922992,0.035922992,7.181818182,2.818181818
7.727272727,5.545454545,2764694.969,1370396.995,10206.75589,9111.196089,1126.433304,9.061127589,8.088535782,0.035600819,0.035600819,7.727272727,5.545454545
6.909090909,2.454545455,2744290.229,1378699.219,10059.99191,8990.651816,1110.236695,9.06112359,8.097959521,0.036035806,0.036035806,6.909090909,2.454545455
7,6.545454545,2779698.852,1370848.342,10286.67422,9194.067687,1135.254837,9.061114639,8.098681799,0.035799502,0.035799502,7,6.545454545
1.181818182,7.909090909,2823205.388,1373843.587,10501.21317,9481.933033,1158.935472,9.061085301,8.181588414,0.037521071,0.037521071,1.181818182,7.909090909
6.909090909,6.636363636,2781291.807,1370960.722,10294.78548,9202.727586,1136.159454,9.061039313,8.099855664,0.035826113,0.035826113,6.909090909,6.636363636
6.272727273,1.545454545,2742395.074,1383065.742,10031.03015,8973.605194,1107.054087,9.061011799,8.10584171,0.036322879,0.036322879,6.272727273,1.545454545
6.272727273,7.181818182,2792075.458,1372170.014,10348.35843,9260.406108,1142.081563,9.060962686,8.108357936,0.036025659,0.036025659,6.272727273,7.181818182
6.545454545,7.090909091,2789664.689,1371948.691,10336.41631,9245.355052,1140.763618,9.060962446,8.104531826,0.035947818,0.035947818,6.545454545,7.090909091
7.363636364,3.090909091,2746229.507,1376070.782,10081.62199,9003.470327,1112.643682,9.060961886,8.091961942,0.035846648,0.035846648,7.363636364,3.090909091
6.818181818,6.727272727,2782886.178,1371071.8,10302.89602,9211.387503,1137.064946,9.060956504,8.101021435,0.035852751,0.035852751,6.818181818,6.727272727
1.090909091,7.909090909,2823521.999,1373791.788,10502.70739,9484.83984,1159.118688,9.06094216,8.182802966,0.037547533,0.037547533,1.090909091,7.909090909
7.272727273,6.272727273,2774999.973,1370505.579,10262.31985,9168.028101,1132.588848,9.060940228,8.094753996,0.035719881,0.035719881,7.272727273,6.272727273
4.272727273,7.727272727,2808902.892,1373912.803,10430.21471,9365.940267,1151.118577,9.060938565,8.136381822,0.036617469,0.036617469,4.272727273,7.727272727
5,1.090909091,2745260.551,1385884.468,10033.63704,8995.985952,1107.353987,9.060912011,8.123857465,0.036746998,0.036746998,5,1.090909091
7.363636364,6.181818182,2773428.046,1370388.474,10254.20215,9159.355172,1131.696939,9.060908262,8.093469952,0.035693386,0.035693386,7.363636364,6.181818182
6.454545455,1.636363636,2742232.826,1382607.199,10032.11324,8971.728955,1107.186423,9.060907029,8.103178262,0.036261902,0.036261902,6.454545455,1.636363636
1.363636364,1.818181818,2762699.26,1386217.207,10147.23303,9161.566442,1119.891751,9.06090523,8.180760712,0.037821234,0.037821234,1.363636364,1.818181818
7.727272727,3.818181818,2749618.023,1373558.729,10110.69846,9024.393214,1115.864681,9.060864307,8.087354468,0.035685785,0.035685785,7.727272727,3.818181818
5.272727273,1.181818182,2744611.406,1385298.958,10032.74224,8990.855296,1107.262179,9.060855171,8.119897404,0.036655428,0.036655428,5.272727273,1.181818182
2.818181818,1.454545455,2755708.624,1387698.785,10105.39737,9098.729887,1115.28639,9.060809373,8.158200414,0.037423373,0.037423373,2.818181818,1.454545455
6,7.272727273,2794522.48,1372387.811,10360.31752,9275.463829,1143.420789,9.060809131,8.112030077,0.03610396,0.03610396,6,7.272727273
1,7.909090909,2823839.276,1373739.865,10504.20495,9487.751186,1159.302092,9.060800474,8.184019721,0.03757407,0.03757407,1,7.909090909
7.272727273,2.909090909,2745402.567,1376700.906,10074.23014,8998.109728,1111.847701,9.060800443,8.092933701,0.035887136,0.035887136,7.272727273,2.909090909
2.727272727,1.545454545,2756554.175,1387455.161,10112.12497,9106.503576,1116.032055,9.060783626,8.159715068,0.037443434,0.037443434,2.727272727,1.545454545
5.545454545,1.272727273,2743964.227,1384710.968,10031.81985,8985.707267,1107.171417,9.060764842,8.115913338,0.03656445,0.03656445,5.545454545,1.272727273
1.909090909,1.818181818,2760803.377,1386469.167,10139.75583,9145.718848,1119.089325,9.06072072,8.172465457,0.037661226,0.037661226,1.909090909,1.818181818
4.363636364,7.727272727,2808574.901,1373891.793,10428.3958,9362.767121,1150.949987,9.060685454,8.134816655,0.03659148,0.03659148,4.363636364,7.727272727
5.363636364,7.454545455,2799947.727,1372933.735,10386.67005,9309.264373,1146.350027,9.060644479,8.120786978,0.03628992,0.03628992,5.363636364,7.454545455
5.818181818,1.363636364,2743319.03,1384120.512,10030.87003,8980.541816,1107.081734,9.060640891,8.111904964,0.036474054,0.036474054,5.818181818,1.363636364
7.636363636,3.545454545,2748047.089,1374357.343,10098.3523,9014.529459,1114.542772,9.06053366,8.088096467,0.035730462,0.035730462,7.636363636,3.545454545
5.727272727,7.363636364,2797001.34,1372601.912,10372.2949,9290.532402,1144.778603,9.060524778,8.115571323,0.036182726,0.036182726,5.727272727,7.363636364
7.727272727,5.636363636,2765608.716,1370236.374,10211.72868,9115.6109,1127.058055,9.06051701,8.087969254,0.035596504,0.035596504,7.727272727,5.636363636
6.090909091,1.454545455,2742675.745,1383527.598,10029.89282,8975.358941,1106.993031,9.060484156,8.10787303,0.036384229,0.036384229,6.090909091,1.454545455
4.454545455,7.727272727,2808247.507,1373870.614,10426.57964,9359.597686,1150.781645,9.060432698,8.133252498,0.036565553,0.036565553,4.454545455,7.727272727
3.181818182,7.818181818,2814431.872,1374000.341,10457.10166,9408.225233,1154.15176,9.060421708,8.151636173,0.03693003,0.03693003,3.181818182,7.818181818
7,2.545454545,2744493.902,1378247.363,10062.24891,8991.258176,1110.573497,9.060407921,8.096049656,0.035999809,0.035999809,7,2.545454545
7.545454545,3.363636364,2747232.48,1374986.761,10091.08163,9009.276584,1113.756968,9.060398204,8.089086619,0.035770677,0.035770677,7.545454545,3.363636364
7.454545455,3.181818182,2746388.056,1375615.813,10083.77163,9004.004815,1112.952085,9.060382534,8.090199869,0.035810968,0.035810968,7.454545455,3.181818182
1.454545455,1.818181818,2762381.814,1386259.413,10145.98043,9158.916502,1119.825232,9.060324895,8.178880272,0.037794384,0.037794384,1.454545455,1.818181818
7.454545455,6.090909091,2771968.616,1370273.457,10246.05828,9150.589151,1130.872136,9.060315451,8.091621379,0.035667007,0.035667007,7.454545455,6.090909091
6.363636364,1.545454545,2742034.334,1382932.236,10028.88845,8970.158613,1106.905417,9.060293941,8.103816706,0.036294967,0.036294967,6.363636364,1.545454545
7.636363636,5.818181818,2768031.041,1370196.445,10224.83141,9128.743431,1128.536564,9.0602571,8.089009897,0.035618544,0.035618544,7.636363636,5.818181818
6.545454545,2,2743345.423,1380699.083,10045.29317,8982.655048,1108.722118,9.060244222,8.10180919,0.036185829,0.036185829,6.545454545,2
5.090909091,1.090909091,2744894.959,1385755.986,10031.50767,8992.537536,1107.201932,9.060233165,8.1218586,0.036718244,0.036718244,5.090909091,1.090909091
4.545454545,7.727272727,2807920.707,1373849.268,10424.76623,9356.431945,1150.613552,9.060180299,8.131689334,0.036539688,0.036539688,4.545454545,7.727272727
5.363636364,1.181818182,2744246.901,1385169.379,10030.61053,8987.407641,1107.110872,9.060168035,8.117893042,0.03662686,0.03662686,5.363636364,1.181818182
3.272727273,7.818181818,2814096.95,1373981.523,10455.24609,9405.003237,1153.98052,9.060158216,8.150053726,0.036903278,0.036903278,3.272727273,7.818181818
1.818181818,1.818181818,2761117.897,1386427.389,10140.99563,9148.3514,1119.296891,9.060148131,8.173301897,0.037687713,0.037687713,1.818181818,1.818181818
7.727272727,3.727272727,2748958.765,1373731.545,10105.55228,9019.654118,1115.385789,9.060140784,8.086577941,0.035690429,0.035690429,7.727272727,3.727272727
6.363636364,7.181818182,2791710.647,1372045.866,10345.98442,9256.728996,1141.928836,9.0600956,8.1062223,0.035998278,0.035998278,6.363636364,7.181818182
6.636363636,7.090909091,2789301.059,1371823.114,10334.04851,9241.687048,1140.611724,9.06009318,8.102395277,0.035920586,0.035920586,6.636363636,7.090909091
7.090909091,2.636363636,2744617.426,1377792.417,10064.50772,8991.917197,1110.861882,9.060089181,8.094541129,0.035963808,0.035963808,7.090909091,2.636363636
5.636363636,1.272727273,2743600.796,1384580.297,10029.68582,8982.26034,1107.020856,9.060069434,8.113903448,0.036536064,0.036536064,5.636363636,1.272727273
1.545454545,1.818181818,2762064.956,1386301.535,10144.7304,9156.27001,1119.734895,9.059939496,8.177176629,0.037767607,0.037767607,1.545454545,1.818181818
5.909090909,1.363636364,2742956.655,1383988.754,10028.73366,8977.095556,1106.931919,9.059937186,8.109889508,0.036445847,0.036445847,5.909090909,1.363636364
4.636363636,7.727272727,2807594.498,1373827.753,10422.95554,9353.269911,1150.445708,9.059928229,8.130127175,0.036513884,0.036513884,4.636363636,7.727272727
6.090909091,7.272727273,2794160.8,1372265.238,10357.9363,9271.773891,1143.269792,9.05992301,8.109873936,0.036076432,0.036076432,6.090909091,7.272727273
1.727272727,1.818181818,2761432.998,1386385.521,10142.23798,9150.98748,1119.472718,9.059834886,8.17437293,0.037714272,0.037714272,1.727272727,1.818181818
7.545454545,3.272727273,2746546.035,1375160.298,10085.90232,9004.522136,1113.260064,9.059789935,8.088426441,0.03577535,0.03577535,7.545454545,3.272727273
7.363636364,3,2745651.607,1376248.907,10076.38654,8998.593604,1112.211066,9.059779072,8.090724755,0.035851454,0.035851454,7.363636364,3
2.363636364,1.727272727,2758757.442,1386881.641,10128.05876,9127.3747,1117.914647,9.059778207,8.164643629,0.037535692,0.037535692,2.363636364,1.727272727
6.181818182,1.454545455,2742314.41,1383394.76,10027.75409,8971.913288,1106.843941,9.059772312,8.105852104,0.036356198,0.036356198,6.181818182,1.454545455
1.636363636,1.818181818,2761748.684,1386343.572,10143.48292,9153.62699,1119.618133,9.059770127,8.175668757,0.037740903,0.037740903,1.636363636,1.818181818
5.454545455,7.454545455,2799584.418,1372814.553,10384.27467,9305.552383,1146.197843,9.059757643,8.118626678,0.036262027,0.036262027,5.454545455,7.454545455
7.181818182,2.727272727,2744740.315,1377336.947,10066.74709,8992.558598,1111.149802,9.059756898,8.093020924,0.035927871,0.035927871,7.181818182,2.727272727
7.545454545,6,2770510.331,1370157.141,10237.91365,9141.823141,1130.048128,9.059714719,8.089764424,0.035640653,0.035640653,7.545454545,6
6.727272727,2.181818182,2743605.548,1379793.075,10050.00902,8984.149807,1109.308316,9.059707633,8.098875379,0.036113203,0.036113203,6.727272727,2.181818182
7.727272727,3.636363636,2748243.921,1373902.85,10100.41381,9014.957065,1114.873189,9.059697465,8.086082932,0.035695034,0.035695034,7.727272727,3.636363636
3.090909091,8,2818491.001,1374759.067,10475.374,9425.62267,1156.262967,9.05968132,8.151798459,0.036977717,0.036977717,3.090909091,8
4.727272727,7.727272727,2807268.879,1373806.071,10421.14758,9350.111548,1150.278113,9.0596765,8.128565993,0.036488141,0.036488141,4.727272727,7.727272727
7.181818182,6.454545455,2777627.131,1370465.668,10275.35727,9180.980946,1134.186729,9.059669809,8.094770208,0.035742196,0.035742196,7.181818182,6.454545455
5.818181818,7.363636364,2796638.483,1372480.789,10369.90729,9286.833041,1144.626798,9.059640494,8.113415705,0.036155045,0.036155045,5.818181818,7.363636364
3.454545455,7.818181818,2813428.979,1373943.359,10451.54355,9398.570918,1153.638783,9.059632618,8.1468923,0.036849974,0.036849974,3.454545455,7.818181818
6.818181818,2.272727273,2743695.29,1379338.036,10052.34794,8984.905232,1109.576949,9.059622185,8.097595434,0.036076955,0.036076955,6.818181818,2.272727273
7.636363636,3.454545455,2747430.16,1374532.404,10093.17248,9009.731338,1114.08836,9.059579866,8.087088655,0.035735172,0.035735172,7.636363636,3.454545455
6.454545455,1.545454545,2741674.026,1382798.321,10026.74737,8966.713545,1106.757063,9.059573877,8.101790218,0.036267109,0.036267109,6.454545455,1.545454545
5.181818182,1.090909091,2744529.822,1385627.083,10029.37893,8989.090731,1107.050197,9.05955209,8.119858296,0.036689549,0.036689549,5.181818182,1.090909091
6.909090909,2.363636364,2743784.294,1378882.492,10054.66707,8985.642757,1109.845055,9.059523243,8.09630382,0.036040774,0.036040774,6.909090909,2.363636364
3,8,2818796.73,1374709.768,10476.80198,9428.438172,1156.443468,9.059502061,8.152960723,0.03700271,0.03700271,3,8
5.454545455,1.181818182,2743882.848,1385039.379,10028.47946,8983.961597,1106.959885,9.059478669,8.115887235,0.036598349,0.036598349,5.454545455,1.181818182
6.636363636,1.636363636,2741512.825,1382338.445,10027.82483,8964.835737,1106.890167,9.059457866,8.099119498,0.036206366,0.036206366,6.636363636,1.636363636
4.818181818,7.727272727,2806943.847,1373784.223,10419.34234,9346.956857,1150.110767,9.059425095,8.127005787,0.036462459,0.036462459,4.818181818,7.727272727
7.272727273,2.818181818,2744862.541,1376880.951,10068.96707,8993.182468,1111.437242,9.059411265,8.091489227,0.035891998,0.035891998,7.272727273,2.818181818
7,2.454545455,2743872.562,1378426.437,10056.96647,8986.362439,1110.112638,9.059410837,8.095000568,0.036004659,0.036004659,7,2.454545455
7.272727273,6.363636364,2776101.833,1370351.313,10267.23017,9172.268399,1133.322889,9.059404227,8.093252582,0.035715718,0.035715718,7.272727273,6.363636364
5.727272727,1.272727273,2743237.809,1384449.207,10027.55241,8978.814997,1106.870615,9.059371776,8.111892097,0.036507735,0.036507735,5.727272727,1.272727273
3.545454545,7.818181818,2813095.927,1373924.013,10449.69655,9395.360571,1153.468288,9.059370473,8.145313287,0.03682342,0.03682342,3.545454545,7.818181818
7.636363636,5.909090909,2769004.685,1370038.05,10229.77934,9133.097758,1129.195987,9.059347939,8.08814224,0.035614285,0.035614285,7.636363636,5.909090909
7.727272727,5.727272727,2766635.561,1370079.399,10216.67035,9119.925936,1127.749946,9.059340137,8.086833406,0.035592286,0.035592286,7.727272727,5.727272727
2.909090909,8,2819103.085,1374660.355,10478.2331,9431.257853,1156.624172,9.059323976,8.154124805,0.037027769,0.037027769,2.909090909,8
7.090909091,6.545454545,2779277.111,1370582.468,10283.4556,9189.590527,1135.124804,9.059317148,8.095665338,0.035768801,0.035768801,7.090909091,6.545454545
5,1,2744744.888,1386081.712,10028.14492,8990.81854,1106.948242,9.059271728,8.12216705,0.036752455,0.036752455,5,1
7,6.636363636,2780869.976,1370696.192,10291.56654,9198.248977,1136.028931,9.059246869,8.09684395,0.035795384,0.035795384,7,6.636363636
6,1.363636364,2742594.719,1383856.58,10026.59785,8973.650858,1106.782354,9.059231754,8.107873081,0.036417696,0.036417696,6,1.363636364
6.454545455,7.181818182,2791346.32,1371921.288,10343.6114,9253.053755,1141.77644,9.059226515,8.104085383,0.03597095,0.03597095,6.454545455,7.181818182
6.727272727,7.090909091,2788937.93,1371697.111,10331.68164,9238.020872,1140.460174,9.059221772,8.100257317,0.035893406,0.035893406,6.727272727,7.090909091
7.454545455,3.090909091,2745810.607,1375793.504,10078.54715,8999.138574,1112.520111,9.059204459,8.088967095,0.035815757,0.035815757,7.454545455,3.090909091
4.909090909,7.727272727,2806619.399,1373762.209,10417.53981,9343.805814,1149.94367,9.059174016,8.125446542,0.036436837,0.036436837,4.909090909,7.727272727
6.909090909,6.727272727,2782464.257,1370808.612,10299.67676,9206.907433,1136.933936,9.059169079,8.098014441,0.035821993,0.035821993,6.909090909,6.727272727
2.818181818,8,2819410.07,1374610.825,10479.66735,9434.081751,1156.80508,9.05914707,8.155290734,0.037052894,0.037052894,2.818181818,8
7.363636364,6.272727273,2774577.799,1370235.657,10259.10235,9163.555875,1132.459879,9.059130963,8.091726735,0.035689265,0.035689265,7.363636364,6.272727273
3.636363636,7.818181818,2812763.495,1373904.495,10447.85239,9392.154044,1153.298041,9.059108769,8.143735369,0.036796931,0.036796931,3.636363636,7.818181818
7.454545455,6.181818182,2773005.351,1370117.193,10250.98509,9154.88488,1131.568105,9.059096877,8.090440901,0.035662797,0.035662797,7.454545455,6.181818182
6.272727273,1.454545455,2741953.508,1383261.508,10025.61597,8968.469157,1106.695167,9.059058237,8.103829697,0.036328222,0.036328222,6.272727273,1.454545455
7.363636364,2.909090909,2744984.107,1376424.425,10071.16773,8993.788855,1111.724204,9.059052325,8.089946071,0.035856189,0.035856189,7.363636364,2.909090909
6.181818182,7.272727273,2793799.6,1372142.23,10355.55608,9268.085903,1143.119123,9.059034943,8.107716611,0.036048958,0.036048958,6.181818182,7.272727273
3.090909091,1,2751997.887,1387729.852,10067.15976,9058.069806,1111.287054,9.059009305,8.150972134,0.037343778,0.037343778,3.090909091,1
2.727272727,8,2819717.688,1374561.179,10481.10476,9436.909898,1156.986192,9.058971346,8.156458535,0.037078086,0.037078086,2.727272727,8
5,7.727272727,2806295.534,1373740.029,10415.73998,9340.658413,1149.776822,9.058923251,8.12388825,0.036411276,0.036411276,5,7.727272727
5.545454545,7.454545455,2799221.61,1372694.928,10381.88037,9301.842447,1146.045993,9.058868873,8.116465224,0.03623419,0.03623419,5.545454545,7.454545455
5.272727273,1.090909091,2744165.14,1385497.757,10027.25084,8985.645555,1106.898784,9.058868782,8.117856559,0.036660912,0.036660912,5.272727273,1.090909091
3.727272727,7.818181818,2812431.678,1373884.805,10446.01106,9388.951324,1153.128041,9.058847488,8.142158538,0.036770507,0.036770507,3.727272727,7.818181818
2.636363636,8,2820025.947,1374511.418,10482.5456,9439.742263,1157.167759,9.058795074,8.1576264,0.037103344,0.037103344,2.636363636,8
5.545454545,1.181818182,2743519.244,1384908.96,10026.34905,8980.517161,1106.809219,9.058787079,8.113879979,0.036569896,0.036569896,5.545454545,1.181818182
5.909090909,7.363636364,2796276.131,1372359.23,10367.5207,9283.135638,1144.475332,9.058754187,8.111258828,0.036127417,0.036127417,5.909090909,7.363636364
7.727272727,3.545454545,2747627.351,1374077.489,10095.24462,9010.169138,1114.419368,9.058748357,8.085079456,0.035699728,0.035699728,7.727272727,3.545454545
7.090909091,2.545454545,2744076.039,1377973.608,10059.21539,8986.962084,1110.449605,9.05868699,8.093084135,0.03596871,0.03596871,7.090909091,2.545454545
5.090909091,7.727272727,2805972.249,1373717.684,10413.94284,9337.514645,1149.610223,9.058672788,8.122330907,0.036385773,0.036385773,5.090909091,7.727272727
5.818181818,1.272727273,2742875.266,1384317.7,10025.41964,8975.37123,1106.720695,9.05867188,8.109879276,0.036479462,0.036479462,5.818181818,1.272727273
7.636363636,3.363636364,2746813.074,1374707.705,10087.98633,9004.92718,1113.633571,9.058622684,8.086077338,0.035739888,0.035739888,7.636363636,3.363636364
2.545454545,8,2820334.84,1374461.539,10483.98933,9442.578919,1157.349241,9.058622026,8.158798211,0.03712867,0.03712867,2.545454545,8
7.545454545,3.181818182,2745969.061,1375337.559,10080.68872,8999.666275,1112.828744,9.058616416,8.087197897,0.035780124,0.035780124,7.545454545,3.181818182
3,1.090909091,2752936.399,1387516.398,10075.36271,9067.257298,1112.243367,9.058595456,8.152224205,0.037364495,0.037364495,3,1.090909091
5.090909091,1,2744379.623,1385953.063,10026.01975,8987.374142,1106.796432,9.058594208,8.12016906,0.036723691,0.036723691,5.090909091,1
2.545454545,1.636363636,2757654.409,1387168.703,10120.0832,9116.928479,1117.180498,9.058592783,8.160658454,0.03748944,0.03748944,2.545454545,1.636363636
3.818181818,7.818181818,2812100.474,1373864.943,10444.17253,9385.752383,1152.958289,9.058586621,8.140582772,0.036744148,0.036744148,3.818181818,7.818181818
2.272727273,8,2821174.519,1374308.23,10488.36131,9451.190856,1157.841605,9.058545892,8.162766666,0.03720497,0.03720497,2.272727273,8
6.090909091,1.363636364,2742233.219,1383723.991,10024.4627,8970.207695,1106.633161,9.058523679,8.105854775,0.0363896,0.0363896,6.090909091,1.363636364
7.545454545,6.090909091,2771546.105,1370000.835,10242.84157,9146.120264,1130.743859,9.058498517,8.088587161,0.035636446,0.035636446,7.545454545,6.090909091
2.454545455,8,2820644.376,1374411.541,10485.43626,9445.419871,1157.530931,9.058450174,8.159971903,0.037154063,0.037154063,2.454545455,8
