DSH[K],DSC[K],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
2,3.545454545,2771347.623,1382724.934,10242.08209,9239.911852,1124.092332,9.111424209,8.219886914,0.037526673,0.037526673,2,3.545454545
2.454545455,6.090909091,2792861.532,1377807.756,10381.42014,9358.16327,1139.385284,9.111422001,8.213343986,0.037250531,0.037250531,2.454545455,6.090909091
4.909090909,5.181818182,2773870.374,1378344.577,10279.24103,9225.395356,1128.171173,9.111419681,8.177301082,0.036563579,0.036563579,4.909090909,5.181818182
3.090909091,5.636363636,2785141.187,1377942.825,10339.6355,9310.045401,1134.800129,9.111415511,8.204127902,0.037067515,0.037067515,3.090909091,5.636363636
3.454545455,5.545454545,2782856.983,1378029.815,10327.43199,9292.964456,1133.461202,9.111411986,8.19874949,0.036964769,0.036964769,3.454545455,5.545454545
4.454545455,5.363636364,2777251.225,1378117.641,10298.02496,9249.846682,1130.234237,9.111407725,8.184008567,0.036683582,0.036683582,4.454545455,5.363636364
1.636363636,3.727272727,2773982.764,1382160.761,10258.05124,9260.618654,1125.847139,9.111406761,8.225467144,0.037620998,0.037620998,1.636363636,3.727272727
1.090909091,5.727272727,2793580.027,1377786.715,10382.01746,9382.188668,1139.455018,9.111388599,8.233926327,0.037662791,0.037662791,1.090909091,5.727272727
3.909090909,4,2767390.565,1380987.426,10230.91099,9198.122137,1122.871089,9.111385175,8.191610085,0.036917543,0.036917543,3.909090909,4
4.636363636,4.181818182,2766179.419,1380407.376,10227.82331,9183.347272,1122.533509,9.111374611,8.180911481,0.036696411,0.036696411,4.636363636,4.181818182
1.727272727,5.909090909,2793345.624,1377773.536,10382.3965,9371.531309,1139.498594,9.111372804,8.22425877,0.037467557,0.037467557,1.727272727,5.909090909
5.090909091,4.454545455,2766822.109,1379726.382,10234.90683,9182.305816,1123.3112,9.111372542,8.174320539,0.036551663,0.036551663,5.090909091,4.454545455
4.181818182,4.090909091,2767141.994,1380725.151,10231.04759,9193.739502,1122.890713,9.111347588,8.18756393,0.036832841,0.036832841,4.181818182,4.090909091
2.454545455,3.363636364,2768512.92,1383333.556,10224.87299,9216.534299,1122.213075,9.111347227,8.212820279,0.037407576,0.037407576,2.454545455,3.363636364
4.727272727,5.272727273,2775391.733,1378219.137,10287.7588,9236.072379,1129.115019,9.111347054,8.17992164,0.036610433,0.036610433,4.727272727,5.272727273
3.909090909,5.454545455,2780244.235,1378089.686,10313.54084,9272.860201,1131.95003,9.111304005,8.191934234,0.036836507,0.036836507,3.909090909,5.454545455
5,5.181818182,2773538.191,1378318.637,10277.52992,9222.344028,1127.997981,9.1113017,8.175851537,0.036537793,0.036537793,5,5.181818182
1.727272727,3.636363636,2772932.095,1382396.659,10251.38901,9253.010888,1125.129023,9.111300833,8.223955385,0.03760003,0.03760003,1.727272727,3.636363636
4,4,2767054.295,1380961.492,10229.21734,9195.077065,1122.696276,9.111295332,8.190173302,0.036890955,0.036890955,4,4
4.727272727,4.181818182,2765847.131,1380380.445,10226.14238,9180.322894,1122.36032,9.111282895,8.179479205,0.036670348,0.036670348,4.727272727,4.181818182
4.545454545,5.363636364,2776916.089,1378092.767,10296.29448,9246.771156,1130.059805,9.111282818,8.182550266,0.036657506,0.036657506,4.545454545,5.363636364
3.272727273,3.909090909,2769095.566,1381353.37,10237.55885,9214.667844,1123.613817,9.111278888,8.200920729,0.03711082,0.03711082,3.272727273,3.909090909
3.545454545,5.545454545,2782515.51,1378007.011,10325.66613,9289.842655,1133.284224,9.111276685,8.197275195,0.036938004,0.036938004,3.545454545,5.545454545
3.181818182,5.636363636,2784797.274,1377920.832,10337.85546,9306.905309,1134.622198,9.111275526,8.202646948,0.037040491,0.037040491,3.181818182,5.636363636
1.454545455,5.818181818,2793350.153,1377806.248,10381.48233,9375.396274,1139.411778,9.111264713,8.22827748,0.037551526,0.037551526,1.454545455,5.818181818
1,4,2778256.355,1381262.099,10283.51315,9294.64378,1128.659333,9.111264003,8.235118876,0.037791377,0.037791377,1,4
4.272727273,4.090909091,2766807.13,1380698.873,10229.35787,9190.701426,1122.716453,9.11125676,8.186128744,0.036806454,0.036806454,4.272727273,4.090909091
4.818181818,5.272727273,2775058.356,1378193.648,10286.03931,9233.010744,1128.941323,9.111225799,8.178468227,0.036584533,0.036584533,4.818181818,5.272727273
4.090909091,4,2766718.584,1380935.399,10227.52617,9192.035462,1122.521694,9.1112058,8.188737477,0.036864431,0.036864431,4.090909091,4
2.727272727,6.181818182,2792938.349,1377776.432,10382.34078,9354.304312,1139.514577,9.111196111,8.209025582,0.037169136,0.037169136,2.727272727,6.181818182
4.818181818,4.272727273,2766313.322,1380172.171,10229.62691,9181.972996,1122.753736,9.111193822,8.178082778,0.036639328,0.036639328,4.818181818,4.272727273
3.363636364,3.909090909,2768755.519,1381328.421,10235.8513,9211.601842,1123.437497,9.111188943,8.199478717,0.03708376,0.03708376,3.363636364,3.909090909
2.181818182,3.454545455,2770086.435,1383007.792,10234.11146,9229.5478,1123.246833,9.111186573,8.216847385,0.03747995,0.03747995,2.181818182,3.454545455
5.090909091,5.181818182,2773206.552,1378292.539,10275.82131,9219.296144,1127.825024,9.111184002,8.1744029,0.036512067,0.036512067,5.090909091,5.181818182
1.181818182,3.909090909,2776935.87,1381547.337,10275.44847,9284.185289,1127.784961,9.111177067,8.232230089,0.037743152,0.037743152,1.181818182,3.909090909
1.272727273,5.818181818,2793902.207,1377706.142,10384.33472,9381.108717,1139.736064,9.111174991,8.230948387,0.037604397,0.037604397,1.272727273,5.818181818
4,5.454545455,2779905.726,1378065.923,10311.79151,9269.759886,1131.774234,9.111173585,8.190467327,0.036810059,0.036810059,4,5.454545455
1.909090909,6,2793669.818,1377692.934,10384.71273,9370.470292,1139.778189,9.111169903,8.221310411,0.037410292,0.037410292,1.909090909,6
4.363636364,4.090909091,2766472.817,1380672.437,10227.67061,9187.66678,1122.542423,9.111166228,8.184694488,0.036780131,0.036780131,4.363636364,4.090909091
4.636363636,5.363636364,2776581.51,1378067.731,10294.56655,9243.699158,1129.885607,9.111158233,8.181092933,0.036631491,0.036631491,4.636363636,5.363636364
3.636363636,5.545454545,2782174.621,1377984.04,10323.90291,9286.7245,1133.10748,9.11114179,8.195801956,0.036911305,0.036911305,3.636363636,5.545454545
2.545454545,3.272727273,2767498.764,1383568.873,10218.2473,9208.956209,1121.513349,9.111124092,8.211187335,0.037387189,0.037387189,2.545454545,3.272727273
2.363636364,6.090909091,2793180.732,1377760.356,10382.807,9360.936806,1139.574828,9.111123504,8.214411708,0.037276167,0.037276167,2.363636364,6.090909091
4.909090909,4.272727273,2765978.124,1380144.931,10227.94839,9178.955363,1122.57864,9.111119726,8.176670247,0.036613393,0.036613393,4.909090909,4.272727273
1,5.727272727,2793904.072,1377737.932,10383.43938,9385.016892,1139.644986,9.111117502,8.235035479,0.037689541,0.037689541,1,5.727272727
4.181818182,4,2766383.428,1380909.144,10225.83746,9188.997339,1122.347343,9.111116558,8.187302617,0.036837972,0.036837972,4.181818182,4
2.818181818,3.181818182,2765974.364,1383894.033,10209.05271,9195.975185,1120.506024,9.111109169,8.206984152,0.037315613,0.037315613,2.818181818,3.181818182
4.909090909,5.272727273,2774725.53,1378168.001,10284.32235,9229.952579,1128.767863,9.111104854,8.177015737,0.036558694,0.036558694,4.909090909,5.272727273
1.363636364,3.818181818,2775618.599,1381831.864,10267.40342,9273.751263,1126.911234,9.111102198,8.229353813,0.037695198,0.037695198,1.363636364,3.818181818
3.454545455,3.909090909,2768416.047,1381303.31,10234.14627,9208.539382,1123.261407,9.11109935,8.198037722,0.037056767,0.037056767,3.454545455,3.909090909
4.454545455,4.090909091,2766139.062,1380645.842,10225.98586,9184.635616,1122.368629,9.111075981,8.183261168,0.036753871,0.036753871,4.454545455,4.090909091
1.636363636,5.909090909,2793670.002,1377725.472,10383.80168,9374.331963,1139.689948,9.111075957,8.225335305,0.037493776,0.037493776,1.636363636,5.909090909
1.909090909,3.545454545,2771666.409,1382680.553,10243.39005,9242.611592,1124.282385,9.111047358,8.220898694,0.037552914,0.037552914,1.909090909,3.545454545
5,4.272727273,2765643.481,1380117.537,10226.27231,9175.941077,1122.403783,9.111045835,8.175258507,0.036587519,0.036587519,5,4.272727273
4.090909091,5.454545455,2779567.79,1378041.995,10310.04478,9266.663157,1131.598674,9.111043529,8.189001428,0.036783675,0.036783675,4.090909091,5.454545455
1.545454545,3.727272727,2774304.548,1382115.687,10259.37785,9263.341507,1126.038177,9.111039096,8.226489737,0.037647512,0.037647512,1.545454545,3.727272727
4.727272727,5.363636364,2776247.485,1378042.534,10292.84117,9240.630678,1129.711646,9.111033964,8.179636558,0.036605538,0.036605538,4.727272727,5.363636364
4.272727273,4,2766048.828,1380882.735,10224.15125,9185.962635,1122.173223,9.111027641,8.185868675,0.036811576,0.036811576,4.272727273,4
3.545454545,3.909090909,2768077.146,1381278.037,10232.44376,9205.480441,1123.085547,9.111010101,8.196597728,0.037029841,0.037029841,3.545454545,3.909090909
3.727272727,5.545454545,2781834.314,1377960.907,10322.14235,9283.609949,1132.93097,9.111007305,8.194329744,0.036884671,0.036884671,3.727272727,5.545454545
3.363636364,5.636363636,2784111.236,1377876.335,10334.30352,9300.636348,1134.267046,9.110996881,8.199688409,0.036986646,0.036986646,3.363636364,5.636363636
4.545454545,4.090909091,2765805.852,1380619.09,10224.30353,9181.607856,1122.195064,9.110986009,8.181828765,0.036727674,0.036727674,4.545454545,4.090909091
5,5.272727273,2774393.251,1378142.193,10282.6079,9226.897899,1128.594638,9.110984188,8.175564184,0.036532916,0.036532916,5,5.272727273
2.363636364,3.363636364,2768828.289,1383289.968,10226.15963,9219.207187,1122.402014,9.110959799,8.213819179,0.037433481,0.037433481,2.363636364,3.363636364
3,6.272727273,2793021.626,1377745.072,10383.26463,9350.457317,1139.646325,9.110953468,8.204700981,0.037088406,0.037088406,3,6.272727273
1.454545455,5.909090909,2794227.449,1377625.849,10386.64579,9380.02691,1140.018037,9.110948641,8.227963596,0.037546342,0.037546342,1.454545455,5.909090909
4.363636364,4,2765714.781,1380856.167,10222.46751,9182.931379,1121.999335,9.110939013,8.184435671,0.036785245,0.036785245,4.363636364,4
1.636363636,3.636363636,2773252.928,1382351.821,10252.70922,9255.726293,1125.319724,9.11092999,8.22497473,0.03762648,0.03762648,1.636363636,3.636363636
3.636363636,3.909090909,2767738.814,1381252.604,10230.74375,9202.424995,1122.909917,9.110921188,8.195158718,0.037002982,0.037002982,3.636363636,3.909090909
4.181818182,5.454545455,2779230.423,1378017.905,10308.30064,9263.570005,1131.423349,9.11091383,8.18753653,0.036757355,0.036757355,4.181818182,5.454545455
4.818181818,5.363636364,2775914.014,1378017.177,10291.11834,9237.565692,1129.537919,9.110910012,8.178181128,0.036579646,0.036579646,4.818181818,5.363636364
1.181818182,5.818181818,2794225.017,1377657.463,10385.75362,9383.931667,1139.92562,9.110904641,8.23205611,0.037630987,0.037630987,1.181818182,5.818181818
2.636363636,6.181818182,2793255.698,1377729.244,10383.7218,9357.068695,1139.703617,9.11089659,8.210089494,0.037194559,0.037194559,2.636363636,6.181818182
4.636363636,4.090909091,2765473.19,1380592.18,10222.62366,9178.583523,1122.021733,9.11089631,8.180397274,0.03670154,0.03670154,4.636363636,4.090909091
1.818181818,6,2793992.956,1377644.976,10386.11494,9373.265729,1139.969099,9.110874103,8.222385801,0.037436359,0.037436359,1.818181818,6
3.818181818,5.545454545,2781494.585,1377937.605,10320.38439,9280.49903,1132.754696,9.110873191,8.19285858,0.036858103,0.036858103,3.818181818,5.545454545
5.090909091,5.272727273,2774061.516,1378116.226,10280.89595,9223.846677,1128.421648,9.110863808,8.174113544,0.036507199,0.036507199,5.090909091,5.272727273
3.454545455,5.636363636,2783769.105,1377853.833,10332.53158,9297.507433,1134.089824,9.110858205,8.198210793,0.036959824,0.036959824,3.454545455,5.636363636
4.454545455,4,2765381.281,1380829.436,10220.7862,9179.903602,1121.825679,9.110850634,8.18300363,0.036758976,0.036758976,4.454545455,4
3.727272727,3.909090909,2767401.049,1381227.011,10229.04625,9199.373026,1122.734517,9.110832613,8.193720677,0.036976189,0.036976189,3.727272727,3.909090909
2.272727273,6.090909091,2793500.555,1377712.843,10384.19692,9363.714498,1139.764568,9.110826226,8.215481301,0.037301873,0.037301873,2.272727273,6.090909091
1.090909091,3.909090909,2777261.189,1381501.447,10276.79701,9286.935836,1127.977072,9.110820834,8.233266498,0.037770021,0.037770021,1.090909091,3.909090909
4.727272727,4.090909091,2765149.94,1380562.792,10221.01154,9175.622426,1121.855062,9.110812877,8.178973147,0.036675403,0.036675403,4.727272727,4.090909091
2.090909091,3.454545455,2770403.804,1382963.755,10235.41013,9232.236051,1123.436424,9.110804946,8.21785359,0.037506057,0.037506057,2.090909091,3.454545455
3,3.818181818,2769453.819,1381616.82,10237.40152,9219.002699,1123.656071,9.11079625,8.204470154,0.037197763,0.037197763,3,3.818181818
4.909090909,5.363636364,2775581.087,1377991.662,10289.39801,9234.504162,1129.364424,9.110786374,8.176726631,0.036553816,0.036553816,4.909090909,5.363636364
4.272727273,5.454545455,2778893.624,1377993.652,10306.5591,9260.480417,1131.248261,9.110784485,8.186072623,0.036731098,0.036731098,4.272727273,5.454545455
1.545454545,5.909090909,2793995.024,1377677.293,10385.20999,9377.136872,1139.881494,9.110780414,8.226413819,0.037520068,0.037520068,1.545454545,5.909090909
4.545454545,4,2765048.332,1380802.552,10219.10738,9176.879212,1121.652254,9.110762571,8.181572477,0.036732771,0.036732771,4.545454545,4
3.818181818,3.909090909,2767063.847,1381201.256,10227.35123,9196.324556,1122.559347,9.110744347,8.192283621,0.036949461,0.036949461,3.818181818,3.909090909
1.272727273,3.818181818,2775942.458,1381786.329,10268.74244,9276.489967,1127.102904,9.110740826,8.230384234,0.037721926,0.037721926,1.272727273,3.818181818
3.909090909,5.545454545,2781155.432,1377914.139,10318.62906,9277.391723,1132.578657,9.110739458,8.191388446,0.036831599,0.036831599,3.909090909,5.545454545
2.454545455,3.272727273,2767813.207,1383525.516,10219.52769,9211.621848,1121.701941,9.110733708,8.212183208,0.037413034,0.037413034,2.454545455,3.272727273
4.818181818,4.181818182,2765605.966,1380356.408,10224.44076,9177.223294,1122.241602,9.11073047,8.177582507,0.036644431,0.036644431,4.818181818,4.181818182
3.545454545,5.636363636,2783427.562,1377831.164,10330.76231,9294.382197,1133.912837,9.110719949,8.196734256,0.036933068,0.036933068,3.545454545,5.636363636
2.727272727,3.181818182,2766286.837,1383851.113,10210.32123,9198.625788,1120.693954,9.110713226,8.207973062,0.03734126,0.03734126,2.727272727,3.181818182
3.090909091,3.818181818,2769112.223,1381592.222,10235.68998,9215.929542,1123.47916,9.110707469,8.203026693,0.037170489,0.037170489,3.090909091,3.818181818
1.363636364,5.909090909,2794549.033,1377577.276,10388.06166,9382.844577,1140.207178,9.110679057,8.229069907,0.037572776,0.037572776,1.363636364,5.909090909
4.636363636,4,2764715.927,1380775.51,10217.43098,9173.858245,1121.479061,9.110674768,8.180142245,0.036706628,0.036706628,4.636363636,4
1.454545455,3.727272727,2774626.959,1382070.504,10260.7074,9266.068457,1126.229402,9.110672636,8.22751425,0.037674101,0.037674101,1.454545455,3.727272727
1.818181818,3.545454545,2771985.807,1382636.063,10244.70089,9245.315382,1124.472627,9.110671656,8.221912355,0.037579228,0.037579228,1.818181818,3.545454545
5,5.363636364,2775248.713,1377965.985,10287.68022,9231.446144,1129.191168,9.110663024,8.175273069,0.036528046,0.036528046,5,5.363636364
4.909090909,4.181818182,2765270.936,1380329.033,10222.76574,9174.209089,1122.066593,9.11065868,8.176171671,0.036618487,0.036618487,4.909090909,4.181818182
3.909090909,3.909090909,2766727.207,1381175.342,10225.6587,9193.279557,1122.384409,9.110656405,8.190847527,0.036922799,0.036922799,3.909090909,3.909090909
4.363636364,5.454545455,2778557.391,1377969.235,10304.82014,9257.394397,1131.073408,9.110655477,8.184609707,0.036704905,0.036704905,4.363636364,5.454545455
2.909090909,6.272727273,2793337.141,1377698.097,10384.63957,9353.212643,1139.834554,9.110655167,8.205763378,0.037113619,0.037113619,2.909090909,6.272727273
1.090909091,5.818181818,2794548.464,1377608.667,10387.17568,9386.758962,1140.115357,9.11063571,8.233165973,0.037657653,0.037657653,1.090909091,5.818181818
4,5.545454545,2780816.854,1377890.509,10316.87634,9274.28801,1132.402853,9.110606106,8.189919328,0.03680516,0.03680516,4,5.545454545
2.545454545,6.181818182,2793573.682,1377681.949,10385.10568,9359.837126,1139.892696,9.110599373,8.211156328,0.03722005,0.03722005,2.545454545,6.181818182
5,4.181818182,2764936.46,1380301.503,10221.09315,9171.198248,1121.891824,9.110587071,8.174761639,0.036592605,0.036592605,5,4.181818182
3.636363636,5.636363636,2783086.603,1377808.328,10328.99569,9291.260614,1133.736086,9.110582104,8.195258782,0.036906378,0.036906378,3.636363636,5.636363636
1.727272727,6,2794316.729,1377596.902,10387.52025,9376.065423,1140.160201,9.110579582,8.223463171,0.037462497,0.037462497,1.727272727,6
2.272727273,3.363636364,2769144.255,1383246.276,10227.44908,9221.883987,1122.591142,9.110573477,8.214819842,0.037459456,0.037459456,2.272727273,3.363636364
4,3.909090909,2766391.128,1381149.269,10223.96866,9190.238026,1122.2097,9.110568775,8.189412391,0.036896202,0.036896202,4,3.909090909
1.545454545,3.636363636,2773574.383,1382306.875,10254.03235,9258.445771,1125.510612,9.110560343,8.225995978,0.037653004,0.037653004,1.545454545,3.636363636
5.090909091,5.363636364,2774916.885,1377940.149,10285.96495,9228.391594,1129.018147,9.110539963,8.173820428,0.036502337,0.036502337,5.090909091,5.363636364
3.272727273,3.818181818,2768430.784,1381542.531,10232.2746,9209.794052,1123.126038,9.110531016,8.200142941,0.037116148,0.037116148,3.272727273,3.818181818
2.181818182,6.090909091,2793821.001,1377665.212,10385.58989,9366.496453,1139.954507,9.110530138,8.216552853,0.037327648,0.037327648,2.181818182,6.090909091
4.454545455,5.454545455,2778221.721,1377944.656,10303.08376,9254.311921,1130.898792,9.11052681,8.183147767,0.036678774,0.036678774,4.454545455,5.454545455
4.090909091,3.909090909,2766055.608,1381123.037,10222.28109,9187.199954,1122.035223,9.110481452,8.187978206,0.036869669,0.036869669,4.090909091,3.909090909
4.090909091,5.545454545,2780478.849,1377866.715,10315.12624,9271.187886,1132.227284,9.110473125,8.188451221,0.036778784,0.036778784,4.090909091,5.545454545
1,3.909090909,2777587.149,1381455.448,10278.14853,9289.690541,1128.169368,9.110465874,8.234304886,0.037796966,0.037796966,1,3.909090909
3.727272727,5.636363636,2782746.225,1377785.324,10327.23171,9288.142678,1133.559569,9.110444646,8.193784367,0.036879753,0.036879753,3.727272727,5.636363636
3.363636364,3.818181818,2768090.932,1381517.441,10230.57072,9206.73165,1122.949823,9.110443323,8.198702614,0.037089078,0.037089078,3.363636364,3.818181818
2,3.454545455,2770721.781,1382919.615,10236.71167,9234.928249,1123.626204,9.110424471,8.218861588,0.037532236,0.037532236,2,3.454545455
1.272727273,5.909090909,2794871.248,1377528.587,10389.48069,9385.666565,1140.3965,9.110410883,8.230178331,0.037599284,0.037599284,1.272727273,5.909090909
4.545454545,5.454545455,2777886.613,1377919.915,10301.34995,9251.232988,1130.724411,9.110398472,8.181686798,0.036652705,0.036652705,4.545454545,5.454545455
4.181818182,3.909090909,2765720.643,1381096.646,10220.596,9184.165333,1121.860977,9.11039443,8.186544964,0.036843201,0.036843201,4.181818182,3.909090909
3.090909091,5.727272727,2786151.586,1377769.783,10344.7186,9314.512762,1135.486603,9.110383663,8.203102299,0.037062633,0.037062633,3.090909091,5.727272727
1.181818182,3.818181818,2776266.95,1381740.683,10270.08439,9279.232839,1127.294759,9.110380681,8.231416641,0.037748729,0.037748729,1.181818182,3.818181818
1,5.818181818,2794872.551,1377559.755,10388.60092,9389.590585,1140.305273,9.110368219,8.234277968,0.037684394,0.037684394,1,5.818181818
2.818181818,6.272727273,2793653.262,1377651.012,10386.01752,9355.972013,1140.022978,9.110358062,8.206827579,0.0371389,0.0371389,2.818181818,6.272727273
3.454545455,3.818181818,2767751.654,1381492.188,10228.86936,9203.672786,1122.773839,9.110355978,8.197263299,0.037062077,0.037062077,3.454545455,3.818181818
2.363636364,3.272727273,2768128.243,1383482.054,10220.81087,9214.291403,1121.890723,9.110344405,8.213180851,0.037438948,0.037438948,2.363636364,3.272727273
4.181818182,5.545454545,2780141.414,1377842.757,10313.37875,9268.091342,1132.051951,9.110340512,8.186984117,0.036752472,0.036752472,4.181818182,5.545454545
2.636363636,3.181818182,2766599.894,1383808.093,10211.59251,9201.280203,1120.882073,9.110318345,8.208963657,0.037366975,0.037366975,2.636363636,3.181818182
2.909090909,3.090909091,2765077.835,1384132.695,10202.41332,9188.318045,1119.875136,9.110313277,8.204770115,0.037295575,0.037295575,2.909090909,3.090909091
4.272727273,3.909090909,2765386.231,1381070.096,10218.91336,9181.134171,1121.686962,9.110307689,8.185112673,0.036816797,0.036816797,4.272727273,3.909090909
3.818181818,5.636363636,2782406.429,1377762.161,10325.47039,9285.028313,1133.383287,9.110307622,8.192310954,0.036853193,0.036853193,3.818181818,5.636363636
1.363636364,3.727272727,2774949.998,1382025.212,10262.03988,9268.799495,1126.420814,9.110307399,8.228540681,0.037700763,0.037700763,1.363636364,3.727272727
2.454545455,6.181818182,2793892.258,1377634.539,10386.49262,9362.609756,1140.081959,9.110303465,8.212225166,0.037245609,0.037245609,2.454545455,6.181818182
1.727272727,3.545454545,2772305.822,1382591.47,10246.01463,9248.023148,1124.663056,9.110297152,8.222927837,0.037605614,0.037605614,1.727272727,3.545454545
1.636363636,6,2794641.144,1377548.715,10388.92869,9378.86937,1140.351497,9.11028636,8.224542513,0.037488707,0.037488707,1.636363636,6
4.636363636,5.454545455,2777552.064,1377895.013,10299.6187,9248.157582,1130.550267,9.110270458,8.18022679,0.036626699,0.036626699,4.636363636,5.454545455
3.545454545,3.818181818,2767412.947,1381466.774,10227.17051,9200.617432,1122.598086,9.110268972,8.19582498,0.037035142,0.037035142,3.545454545,3.818181818
4.818181818,4.090909091,2764898.638,1380540.895,10219.24841,9172.467599,1121.729159,9.110263673,8.177078685,0.036649541,0.036649541,4.818181818,4.090909091
3.181818182,5.727272727,2785807.764,1377747.929,10342.93516,9311.369127,1135.30877,9.110239819,8.201618252,0.037035618,0.037035618,3.181818182,5.727272727
2.090909091,6.090909091,2794142.077,1377617.472,10386.98597,9369.28254,1140.144641,9.110235315,8.217626258,0.037353493,0.037353493,2.090909091,6.090909091
4.363636364,3.909090909,2765052.373,1381043.39,10217.2332,9178.106418,1121.513179,9.110221257,8.183681291,0.036790456,0.036790456,4.363636364,3.909090909
4.272727273,5.545454545,2779804.548,1377818.637,10311.63386,9264.998373,1131.876854,9.110208256,8.185518011,0.036726224,0.036726224,4.272727273,5.545454545
4.909090909,4.090909091,2764563.775,1380513.385,10217.57689,9169.456839,1121.554238,9.110194181,8.175669554,0.036623588,0.036623588,4.909090909,4.090909091
1.454545455,3.636363636,2773896.462,1382261.82,10255.3584,9261.16933,1125.701687,9.110191902,8.227019141,0.037679601,0.037679601,1.454545455,3.636363636
2.181818182,3.363636364,2769460.823,1383202.479,10228.74137,9224.564744,1122.78046,9.110188262,8.215822303,0.037485502,0.037485502,2.181818182,3.363636364
3.636363636,3.818181818,2767074.808,1381441.199,10225.47415,9197.565563,1122.422561,9.110182296,8.194387639,0.037008273,0.037008273,3.636363636,3.818181818
1.454545455,6,2795197.085,1377448.789,10391.77964,9384.572304,1140.678562,9.110173531,8.227183905,0.037541254,0.037541254,1.454545455,6
3.909090909,5.636363636,2782067.208,1377738.828,10323.71168,9281.917602,1133.207239,9.110170956,8.190838602,0.036826697,0.036826697,3.909090909,5.636363636
1.181818182,5.909090909,2795194.099,1377479.781,10390.90288,9388.492884,1140.586003,9.110144129,8.231288878,0.037625865,0.037625865,1.181818182,5.909090909
4.727272727,5.454545455,2777218.071,1377869.949,10297.89001,9245.085695,1130.376359,9.11014276,8.178767734,0.036600754,0.036600754,4.727272727,5.454545455
4.454545455,3.909090909,2764719.062,1381016.522,10215.55547,9175.082133,1121.339627,9.110135073,8.182250863,0.036764179,0.036764179,4.454545455,3.909090909
5,4.090909091,2764229.466,1380485.72,10215.90779,9166.449436,1121.379558,9.110124865,8.174261223,0.036597697,0.036597697,5,4.090909091
4.727272727,4,2764475.796,1380751.411,10215.73334,9170.760773,1121.361053,9.110119632,8.178240852,0.036680633,0.036680633,4.727272727,4
3.727272727,3.818181818,2766737.235,1381415.466,10223.78028,9194.517161,1122.247267,9.110095951,8.192951262,0.036981471,0.036981471,3.727272727,3.818181818
4.363636364,5.545454545,2779468.247,1377794.352,10309.89154,9261.908984,1131.701993,9.110076337,8.184052908,0.036700039,0.036700039,4.363636364,5.545454545
2.727272727,6.272727273,2793969.991,1377603.816,10387.39849,9358.735485,1140.211595,9.110062145,8.207893627,0.037164247,0.037164247,2.727272727,6.272727273
4.818181818,4,2764140.619,1380723.923,10214.06287,9167.750012,1121.18602,9.110051937,8.176832257,0.036654611,0.036654611,4.818181818,4
4.545454545,3.909090909,2764386.3,1380989.499,10213.88019,9172.061246,1121.166307,9.110049177,8.180821337,0.036737964,0.036737964,4.545454545,3.909090909
1.909090909,3.454545455,2771040.367,1382875.367,10238.01606,9237.624468,1123.816173,9.110045131,8.219871443,0.037558487,0.037558487,1.909090909,3.454545455
3,3.727272727,2768788.37,1381806.672,10232.09967,9214.111774,1123.167607,9.110038082,8.203683685,0.037203127,0.037203127,3,3.727272727
4,5.636363636,2781728.562,1377715.331,10321.9556,9278.810488,1133.031428,9.110034679,8.189367269,0.036800266,0.036800266,4,5.636363636
1.090909091,3.818181818,2776592.08,1381694.93,10271.42933,9281.979787,1127.486799,9.110021815,8.232450967,0.037775607,0.037775607,1.090909091,3.818181818
4.818181818,5.454545455,2776884.633,1377844.725,10296.16386,9242.017315,1130.202688,9.110015372,8.177309624,0.036574871,0.036574871,4.818181818,5.454545455
3.818181818,3.818181818,2766400.224,1381389.571,10222.08889,9191.472249,1122.072203,9.110009911,8.191515864,0.036954734,0.036954734,3.818181818,3.818181818
2.363636364,6.181818182,2794211.453,1377587.014,10387.88262,9365.386561,1140.271419,9.110008757,8.213295889,0.037271237,0.037271237,2.363636364,6.181818182
1.545454545,6,2794966.199,1377500.408,10390.34025,9381.677651,1140.542987,9.109994417,8.225623897,0.03751499,0.03751499,1.545454545,6
4.909090909,4,2763806,1380696.279,10212.39484,9164.742642,1121.011229,9.109984428,8.175424475,0.03662865,0.03662865,4.909090909,4
4.636363636,3.909090909,2764054.083,1380962.319,10212.20735,9169.043767,1120.993218,9.109963547,8.179392719,0.036711812,0.036711812,4.636363636,3.909090909
2.272727273,3.272727273,2768443.876,1383438.489,10222.09687,9216.964877,1122.079694,9.109956203,8.214180265,0.037464932,0.037464932,2.272727273,3.272727273
3.363636364,5.727272727,2785121.909,1377703.71,10339.37639,9305.093073,1134.953812,9.109953448,8.198653529,0.036981791,0.036981791,3.363636364,5.727272727
3.090909091,3.727272727,2768446.974,1381781.931,10230.39186,9211.042259,1122.990804,9.109951583,8.202241926,0.037175844,0.037175844,3.090909091,3.727272727
4.454545455,5.545454545,2779132.51,1377769.903,10308.15181,9258.823158,1131.527368,9.109944757,8.182588792,0.036673916,0.036673916,4.454545455,5.545454545
1.272727273,3.727272727,2775273.668,1381979.811,10263.3753,9271.534658,1126.612413,9.109943383,8.229569061,0.037727501,0.037727501,1.272727273,3.727272727
2,6.090909091,2794463.784,1377569.616,10388.38514,9372.072868,1140.334972,9.109941726,8.218701609,0.037379409,0.037379409,2,6.090909091
