DSH[K],charge[kg],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
2.727272727,0.463636364,2891590.64,1201283.928,9490.742663,7994.004719,1611.178777,5.89055839,4.961587649,0.032224251,0.032224251,2.727272727,-5.722260104
5.454545455,0.463636364,2880672.984,1200262.228,9454.157203,7936.115245,1604.983513,5.890501134,4.944670884,0.031562612,0.031562612,5.454545455,-5.833059137
6.090909091,0.454545455,2872832.567,1201448.888,9421.649958,7902.382271,1599.472206,5.890474322,4.940618687,0.031453083,0.031453083,6.090909091,-5.315379891
5.363636364,0.463636364,2881020.978,1200278.471,9455.259709,7937.927411,1605.187778,5.890438389,4.945170602,0.031583433,0.031583433,5.363636364,-5.829783938
6,0.454545455,2873179.675,1201467.626,9422.71796,7904.155427,1599.677338,5.890386602,4.941093581,0.031473669,0.031473669,6,-5.311873658
5.272727273,0.463636364,2881369.443,1200294.641,9456.36288,7939.740609,1605.392146,5.890375695,4.945670518,0.031604301,0.031604301,5.272727273,-5.826494928
2.636363636,0.472727273,2897616.104,1199946.341,9516.372169,8016.493066,1615.592161,5.89033074,4.961953431,0.032209099,0.032209099,2.636363636,-6.250663799
2.636363636,0.463636364,2891929.111,1201245.144,9491.563806,7995.562185,1611.382831,5.890322041,4.961925888,0.032245131,0.032245131,2.636363636,-5.71912168
5.181818182,0.463636364,2881718.382,1200310.737,9457.466715,7941.554842,1605.596618,5.890313054,4.946170636,0.031625215,0.031625215,5.181818182,-5.823192036
5.909090909,0.454545455,2873527.257,1201486.295,9423.786566,7905.929528,1599.882589,5.890298844,4.941568576,0.0314943,0.0314943,5.909090909,-5.308354005
5.090909091,0.463636364,2882067.792,1200326.759,9458.571192,7943.370096,1605.801187,5.890250467,4.946670958,0.031646177,0.031646177,5.090909091,-5.819874715
5.818181818,0.454545455,2873875.315,1201504.898,9424.855787,7907.704547,1600.087958,5.890211059,4.942043658,0.031514976,0.031514976,5.818181818,-5.304820823
5,0.463636364,2882417.684,1200342.705,9459.676352,7945.18641,1606.005861,5.890187938,4.94717149,0.031667185,0.031667185,5,-5.816543849
3.090909091,0.454545455,2884725.362,1202818.348,9461.466352,7965.57294,1606.319148,5.890153501,4.958898081,0.032179363,0.032179363,3.090909091,-5.179841049
3.181818182,0.481818182,2901446.46,1199025.137,9534.032077,8025.760871,1618.64367,5.890136448,4.958324688,0.032052974,0.032052974,3.181818182,-6.759402384
4.909090909,0.463636364,2882768.055,1200358.577,9460.782172,7947.003769,1606.210636,5.890125467,4.947672236,0.031688242,0.031688242,4.909090909,-5.813198869
5.727272727,0.454545455,2874223.85,1201523.434,9425.92561,7909.480497,1600.293444,5.890123241,4.942518839,0.031535698,0.031535698,5.727272727,-5.301274059
6.181818182,0.472727273,2883541.368,1198935.07,9468.569362,7941.001272,1607.538118,5.890105657,4.939852551,0.031365672,0.031365672,6.181818182,-6.367514368
2.545454545,0.472727273,2897957.769,1199905.599,9517.226217,8018.083092,1615.800319,5.890100471,4.962298249,0.032229947,0.032229947,2.545454545,-6.247888737
2.545454545,0.463636364,2892268.098,1201206.321,9492.385685,7997.120812,1611.58536,5.890091782,4.962269458,0.032266064,0.032266064,2.545454545,-5.71596764
4.818181818,0.463636364,2883118.909,1200374.376,9461.888662,7948.822158,1606.41551,5.890063063,4.948173188,0.031709346,0.031709346,4.818181818,-5.809839668
6.090909091,0.472727273,2883886.054,1198950.017,9469.696569,7942.835579,1607.741753,5.890060732,4.940367794,0.031386052,0.031386052,6.090909091,-6.364710828
5.636363636,0.454545455,2874572.864,1201541.9,9426.996026,7911.257394,1600.499047,5.890035387,4.942994128,0.031556465,0.031556465,5.636363636,-5.297713652
6,0.472727273,2884231.194,1198964.888,9470.824526,7944.670971,1607.945495,5.890015897,4.940883256,0.031406477,0.031406477,6,-6.361894458
5.363636364,0.454545455,2875507.363,1201597.596,9430.121037,7916.582293,1601.037946,5.890004706,4.944656254,0.031619064,0.031619064,5.363636364,-5.285055486
4.727272727,0.463636364,2883470.244,1200390.097,9462.995793,7950.641613,1606.620484,5.890000712,4.948674372,0.031730498,0.031730498,4.727272727,-5.806466219
5.909090909,0.472727273,2884576.79,1198979.682,9471.953227,7946.507446,1608.149341,5.889971151,4.941398937,0.031426947,0.031426947,5.909090909,-6.359065186
5.545454545,0.454545455,2874922.361,1201560.297,9428.067049,7913.035235,1600.704768,5.889947503,4.943469524,0.031577279,0.031577279,5.545454545,-5.294139635
4.636363636,0.463636364,2883822.064,1200405.743,9464.103575,7952.462118,1606.825555,5.889938423,4.94917578,0.031751698,0.031751698,4.636363636,-5.80307841
5.818181818,0.472727273,2884922.843,1198994.399,9473.082668,7948.345004,1608.353292,5.889926496,4.941914842,0.03144746,0.03144746,5.818181818,-6.356222946
5.272727273,0.454545455,2875855.474,1201615.799,9431.191731,7918.362778,1601.242088,5.889922455,4.9451378,0.031640018,0.031640018,5.272727273,-5.281395247
3.090909091,0.481818182,2901785.551,1198982.978,9534.908694,8027.371064,1618.85152,5.889921699,4.958682725,0.032073434,0.032073434,3.090909091,-6.757045669
5.727272727,0.472727273,2885269.355,1199009.038,9474.212849,7950.183651,1608.557345,5.889881934,4.942430976,0.031468019,0.031468019,5.727272727,-6.353367663
4.545454545,0.463636364,2884174.371,1200421.315,9465.212013,7954.283664,1607.030723,5.889876204,4.949677409,0.031772947,0.031772947,4.545454545,-5.799676141
2.454545455,0.472727273,2898299.971,1199864.803,9518.081148,8019.674486,1616.008527,5.889870621,4.962643668,0.032250848,0.032250848,2.454545455,-6.245099171
2.454545455,0.463636364,2892607.614,1201167.456,9493.208339,7998.68063,1611.787297,5.889864226,4.962615505,0.032287049,0.032287049,2.454545455,-5.71279886
5.454545455,0.454545455,2875272.341,1201578.627,9429.138671,7914.814016,1600.910603,5.889859593,4.943945028,0.031598138,0.031598138,5.454545455,-5.29055173
5.181818182,0.454545455,2876204.074,1201633.94,9432.26294,7920.144125,1601.446342,5.889840136,4.945619418,0.031661018,0.031661018,5.181818182,-5.277719087
5.636363636,0.472727273,2885616.328,1199023.6,9475.34377,7952.023391,1608.761502,5.889837466,4.942947342,0.031488623,0.031488623,5.636363636,-6.350499257
4.454545455,0.463636364,2884527.166,1200436.812,9466.321101,7956.106259,1607.235987,5.889814052,4.950179266,0.031794245,0.031794245,4.454545455,-5.796259341
5.545454545,0.472727273,2885963.775,1199038.088,9476.475367,7953.86416,1608.965767,5.889793033,4.943463883,0.031509273,0.031509273,5.545454545,-6.347616256
5.090909091,0.454545455,2876553.141,1201652.005,9433.334811,7921.926513,1601.650695,5.889757886,4.946101255,0.031682066,0.031682066,5.090909091,-5.274030286
4.363636364,0.463636364,2884880.452,1200452.233,9467.430835,7957.929901,1607.441346,5.88975197,4.950681355,0.031815592,0.031815592,4.363636364,-5.792827919
5.454545455,0.472727273,2886311.676,1199052.494,9477.607766,7955.706101,1609.170128,5.88974876,4.943980728,0.031529968,0.031529968,5.454545455,-6.344721376
3,0.481818182,2902125.161,1198940.764,9535.786274,8028.982672,1619.059424,5.889707404,4.959041377,0.032093945,0.032093945,3,-6.754675521
5.363636364,0.472727273,2886660.044,1199066.821,9478.740904,7957.54915,1609.374589,5.889704589,4.944497821,0.031550709,0.031550709,5.363636364,-6.341813154
4.272727273,0.463636364,2885234.229,1200467.58,9468.541211,7959.754592,1607.646799,5.889689958,4.951183678,0.031836989,0.031836989,4.272727273,-5.789381791
5,0.454545455,2876902.689,1201670.002,9434.407267,7923.709859,1601.855152,5.889675639,4.946583246,0.031703162,0.031703162,5,-5.270327101
4.818181818,0.472727273,2888737.316,1199131.608,9485.856538,7968.946958,1610.593962,5.889663543,4.947831141,0.031675606,0.031675606,4.818181818,-6.330703469
5.272727273,0.472727273,2887008.88,1199081.069,9479.874782,7959.39331,1609.579151,5.88966052,4.945015164,0.031571497,0.031571497,5.272727273,-6.338891514
2.363636364,0.472727273,2898642.709,1199823.953,9518.936946,8021.267281,1616.216786,5.889641184,4.962989711,0.032271803,0.032271803,2.363636364,-6.242295031
2.363636364,0.463636364,2892947.654,1201128.552,9494.031738,8000.241612,1611.989849,5.88963494,4.962960292,0.032308088,0.032308088,2.363636364,-5.709614752
4.181818182,0.463636364,2885588.5,1200482.851,9469.652225,7961.58033,1607.852346,5.88962802,4.951686237,0.031858435,0.031858435,4.181818182,-5.785920866
5.181818182,0.472727273,2887358.187,1199095.238,9481.009396,7961.238585,1609.783813,5.889616557,4.945532762,0.031592331,0.031592331,5.181818182,-6.335956379
4.727272727,0.472727273,2889091.441,1199145.334,9486.99716,7970.798553,1610.800767,5.889615498,4.948345392,0.031696674,0.031696674,4.727272727,-6.327744728
4.909090909,0.454545455,2877252.72,1201687.928,9435.480306,7925.494166,1602.059713,5.889593395,4.947065393,0.031724306,0.031724306,4.909090909,-5.26660945
5.090909091,0.472727273,2887707.966,1199109.327,9482.144748,7963.084978,1609.988573,5.889572702,4.94605062,0.031613211,0.031613211,5.090909091,-6.33300767
4.636363636,0.472727273,2889446.057,1199158.982,9488.138543,7972.651267,1611.007672,5.889567571,4.9488599,0.031717791,0.031717791,4.636363636,-6.324772312
4.090909091,0.463636364,2885943.265,1200498.047,9470.763872,7963.407119,1608.057984,5.889566152,4.952189038,0.03187993,0.03187993,4.090909091,-5.782445071
5,0.472727273,2888058.219,1199123.337,9483.280835,7964.932492,1610.193431,5.889528956,4.946568741,0.031634139,0.031634139,5,-6.330045309
4.545454545,0.472727273,2889801.164,1199172.55,9489.280664,7974.505119,1611.214676,5.889519756,4.949374679,0.031738955,0.031738955,4.545454545,-6.321786077
4.818181818,0.454545455,2877603.235,1201705.786,9436.553926,7927.279432,1602.264377,5.889511157,4.947547699,0.031745497,0.031745497,4.818181818,-5.262877244
4,0.463636364,2886298.529,1200513.169,9471.876159,7965.234941,1608.263713,5.889504367,4.952692073,0.031901476,0.031901476,4,-5.778954288
2.909090909,0.481818182,2902465.291,1198898.494,9536.664818,8030.595705,1619.267381,5.889493565,4.959400653,0.032114507,0.032114507,2.909090909,-6.75229185
4.909090909,0.472727273,2888408.948,1199137.268,9484.417656,7966.781127,1610.398386,5.889485322,4.947087129,0.031655113,0.031655113,4.909090909,-6.327069201
4.454545455,0.472727273,2890156.763,1199186.035,9490.423507,7976.360126,1611.421777,5.889472045,4.949889744,0.031760168,0.031760168,4.454545455,-6.318785969
3.909090909,0.463636364,2886654.29,1200528.215,9472.989066,7967.063816,1608.469531,5.889442654,4.953195357,0.031923073,0.031923073,3.909090909,-5.775448462
4.727272727,0.454545455,2877954.236,1201723.573,9437.62812,7929.065667,1602.469143,5.889428923,4.94803017,0.031766737,0.031766737,4.727272727,-5.259130412
4.363636364,0.472727273,2890512.856,1199199.44,9491.56709,7978.21626,1611.628974,5.889424454,4.95040508,0.03178143,0.03178143,4.363636364,-6.31577184
2.272727273,0.472727273,2898985.99,1199783.054,9519.793641,8022.861417,1616.425093,5.889412185,4.963336346,0.032292811,0.032292811,2.272727273,-6.239476153
2.272727273,0.463636364,2893288.218,1201089.606,9494.855866,8001.803766,1612.194457,5.889398654,4.96329939,0.03232918,0.03232918,2.272727273,-5.70641524
3.818181818,0.463636364,2887010.553,1200543.188,9474.102606,7968.89372,1608.675439,5.889381026,4.95369888,0.03194472,0.03194472,3.818181818,-5.771927468
4.272727273,0.472727273,2890869.444,1199212.764,9492.711406,7980.073532,1611.836267,5.889376981,4.950920697,0.031802741,0.031802741,4.272727273,-6.312743653
4.636363636,0.454545455,2878305.725,1201741.289,9438.702886,7930.85287,1602.67401,5.889346696,4.94851281,0.031788026,0.031788026,4.636363636,-5.255368866
4.181818182,0.472727273,2891226.531,1199226.009,9493.85645,7981.93194,1612.043654,5.889329628,4.951436596,0.031824101,0.031824101,4.181818182,-6.309701314
3.727272727,0.463636364,2887367.317,1200558.086,9475.216761,7970.724666,1608.881433,5.889319476,4.954202653,0.031966418,0.031966418,3.727272727,-5.768391241
4.090909091,0.472727273,2891584.117,1199239.172,9495.00222,7983.791485,1612.251134,5.889282396,4.95195278,0.03184551,0.03184551,4.090909091,-6.306644739
3,0.454545455,2885061.308,1202781.661,9462.253362,7967.094139,1606.690946,5.889280314,4.958697351,0.032200123,0.032200123,3,-5.17642684
2.818181818,0.481818182,2902805.944,1198856.165,9537.544321,8032.210175,1619.47539,5.889280183,4.959760565,0.03213512,0.03213512,2.818181818,-6.749894574
4.545454545,0.454545455,2878657.706,1201758.94,9439.778247,7932.641007,1602.878978,5.889264492,4.9489956,0.031809364,0.031809364,4.545454545,-5.251592462
3.636363636,0.463636364,2887724.583,1200572.908,9476.331524,7972.556656,1609.087514,5.889258005,4.954706681,0.031988167,0.031988167,3.636363636,-5.764839696
4,0.472727273,2891942.209,1199252.254,9496.148736,7985.652179,1612.45871,5.889235289,4.952469251,0.03186697,0.03186697,4,-6.303574301
3.545454545,0.463636364,2888082.356,1200587.658,9477.446913,7974.389654,1609.29368,5.889196629,4.955210944,0.032009968,0.032009968,3.545454545,-5.761272688
3.909090909,0.472727273,2892300.799,1199265.257,9497.295945,7987.513993,1612.666373,5.889188305,4.952986014,0.031888479,0.031888479,3.909090909,-6.300488995
2.181818182,0.472727273,2899329.814,1199742.099,9520.651203,8024.456954,1616.633448,5.889183608,4.963683613,0.032313873,0.032313873,2.181818182,-6.236642496
4.454545455,0.454545455,2879010.177,1201776.517,9440.854157,7934.430134,1603.084044,5.889182286,4.949478577,0.03183075,0.03183075,4.454545455,-5.247801207
2.181818182,0.463636364,2893629.598,1201050.408,9495.681972,8003.37055,1612.399433,5.889162311,4.963640141,0.032350342,0.032350342,2.181818182,-5.70320001
3.818181818,0.472727273,2892659.893,1199278.179,9498.443872,7989.376935,1612.874127,5.88914145,4.953503068,0.031910039,0.031910039,3.818181818,-6.297389193
4.363636364,0.454545455,2879363.141,1201794.023,9441.930625,7936.220235,1603.289209,5.889100088,4.949961734,0.031852187,0.031852187,4.363636364,-5.243994985
3.727272727,0.472727273,2893019.493,1199291.021,9499.59251,7991.241007,1613.081968,5.889094724,4.954020418,0.031931649,0.031931649,3.727272727,-6.29427481
3.363636364,0.463636364,2888799.423,1200616.936,9479.679496,7978.058744,1609.706266,5.889074109,4.956220219,0.032053725,0.032053725,3.363636364,-5.754092042
2.727272727,0.481818182,2903147.123,1198813.782,9538.424796,8033.82607,1619.683451,5.889067269,4.960121107,0.032155785,0.032155785,2.727272727,-6.74748358
3.636363636,0.472727273,2893379.602,1199303.784,9500.741858,7993.1062,1613.289898,5.889048132,4.954538061,0.031953311,0.031953311,3.636363636,-6.291145749
3.363636364,0.445454545,2878359.692,1204448.039,9430.958281,7936.569199,1601.444674,5.889031595,4.95588098,0.032159265,0.032159265,3.363636364,-4.592781336
4.272727273,0.454545455,2879716.601,1201811.461,9443.007666,7938.011286,1603.494472,5.889017911,4.950445058,0.031873673,0.031873673,4.272727273,-5.240173677
3.272727273,0.463636364,2889158.719,1200631.464,9480.796675,7979.894819,1609.912676,5.889012999,4.956725255,0.032075682,0.032075682,3.272727273,-5.750478221
3.545454545,0.472727273,2893740.218,1199316.467,9501.891906,7994.972514,1613.497912,5.889001673,4.955056002,0.031975023,0.031975023,3.545454545,-6.288001866
2.090909091,0.472727273,2899674.183,1199701.092,9521.509639,8026.053873,1616.841848,5.888955465,4.964031504,0.032334989,0.032334989,2.090909091,-6.233793934
3.454545455,0.472727273,2894101.347,1199329.07,9503.042658,7996.839952,1613.706013,5.88895535,4.955574242,0.031996787,0.031996787,3.454545455,-6.284843258
4.181818182,0.454545455,2880070.558,1201828.829,9444.085267,7939.803299,1603.699831,5.888935748,4.950928561,0.031895208,0.031895208,4.181818182,-5.236337232
2.090909091,0.463636364,2893971.3,1201011.324,9496.507898,8004.935988,1612.606375,5.888918736,4.963973918,0.032371546,0.032371546,2.090909091,-5.699969471
3.363636364,0.472727273,2894462.987,1199341.593,9504.194111,7998.708501,1613.914206,5.888909135,4.956092754,0.032018602,0.032018602,3.363636364,-6.281669646
3.272727273,0.472727273,2894825.142,1199354.04,9505.346253,8000.578143,1614.122468,5.888863108,4.956611597,0.03204047,0.03204047,3.272727273,-6.278480986
2.636363636,0.481818182,2903488.829,1198771.34,9539.306228,8035.443417,1619.891561,5.88885482,4.9604823,0.032176502,0.032176502,2.636363636,-6.745058796
4.090909091,0.454545455,2880425.015,1201846.127,9445.163422,7941.596274,1603.905286,5.888853602,4.951412245,0.031916795,0.031916795,4.090909091,-5.232485539
4,0.454545455,2880779.971,1201863.356,9446.242128,7943.390206,1604.110835,5.888771474,4.95189611,0.031938431,0.031938431,4,-5.228618505
2,0.472727273,2900019.098,1199660.029,9522.368927,8027.652216,1617.050293,5.888727745,4.96438005,0.03235616,0.03235616,2,-6.230930406
3.909090909,0.454545455,2881135.431,1201880.516,9447.321387,7945.185087,1604.316478,5.888689369,4.952380155,0.031960119,0.031960119,3.909090909,-5.224736027
2,0.463636364,2894313.542,1200972.196,9497.334592,8006.502692,1612.813359,5.888675549,4.964308268,0.032392805,0.032392805,2,-5.69672291
2.545454545,0.481818182,2903831.066,1198728.84,9540.188623,8037.062215,1620.09972,5.888642842,4.960844146,0.032197272,0.032197272,2.545454545,-6.742620124
3.181818182,0.445454545,2879003.258,1204353.272,9432.860052,7939.952076,1601.878055,5.888625554,4.956652006,0.032200009,0.032200009,3.181818182,-4.593750382
3.818181818,0.454545455,2881491.393,1201897.605,9448.401176,7946.980935,1604.522212,5.888607277,4.952864394,0.031981857,0.031981857,3.818181818,-5.220838049
3.727272727,0.454545455,2881847.862,1201914.626,9449.481509,7948.777726,1604.728038,5.888525212,4.953348816,0.032003647,0.032003647,3.727272727,-5.216924442
1.909090909,0.472727273,2900364.565,1199618.918,9523.229109,8029.251898,1617.258781,5.88850048,4.964729202,0.032377386,0.032377386,1.909090909,-6.228051723
3.636363636,0.454545455,2882204.837,1201931.577,9450.562374,7950.575465,1604.933953,5.888443169,4.953833427,0.032025489,0.032025489,3.636363636,-5.212995125
6,0.445454545,2867882.333,1202912.985,9395.677835,7880.786411,1595.615381,5.888435236,4.939026349,0.03151248,0.03151248,6,-4.727523567
1.909090909,0.463636364,2894656.327,1200933.02,9498.16204,8008.07068,1613.020382,5.888432749,4.964643206,0.03241412,0.03241412,1.909090909,-5.693460211
2.454545455,0.481818182,2904173.836,1198686.284,9541.071983,8038.682457,1620.307927,5.888431342,4.961206646,0.032218094,0.032218094,2.454545455,-6.740167456
3.545454545,0.454545455,2882562.317,1201948.462,9451.643742,7952.374121,1605.139953,5.888361151,4.954318223,0.032047382,0.032047382,3.545454545,-5.20904945
5.909090909,0.445454545,2868227.335,1202933.802,9396.710663,7882.52604,1595.818827,5.888331748,4.939486805,0.031533202,0.031533202,5.909090909,-4.723596638
3.454545455,0.454545455,2882920.314,1201965.277,9452.725676,7954.173745,1605.346053,5.888279141,4.954803192,0.032069328,0.032069328,3.454545455,-5.205088633
1.818181818,0.472727273,2900710.583,1199577.751,9524.09014,8030.852995,1617.46731,5.888273649,4.965079012,0.032398668,0.032398668,1.818181818,-6.225157856
6.272727273,0.481818182,2888994.136,1197806.847,9489.438772,7957.210041,1611.590058,5.888246038,4.937490153,0.031315531,0.031315531,6.272727273,-6.855386238
2.909090909,0.454545455,2885397.773,1202744.936,9463.04107,7968.616462,1607.107332,5.888244599,4.958359844,0.032220935,0.032220935,2.909090909,-5.172997435
5.818181818,0.445454545,2868572.808,1202954.556,9397.744005,7884.266517,1596.022389,5.888228178,4.939947315,0.031553969,0.031553969,5.818181818,-4.719655664
2.363636364,0.481818182,2904517.141,1198643.667,9541.956288,8040.304187,1620.51618,5.888220312,4.961569829,0.032238969,0.032238969,2.363636364,-6.737700735
6.181818182,0.481818182,2889341.217,1197820.059,9490.595927,7959.072518,1611.795426,5.888213712,4.938016569,0.031335793,0.031335793,6.181818182,-6.852999191
3.363636364,0.454545455,2883278.822,1201982.024,9453.808112,7955.974296,1605.552227,5.888197189,4.95528838,0.032091326,0.032091326,3.363636364,-5.201111685
1.818181818,0.463636364,2894999.663,1200893.799,9498.990282,8009.639944,1613.227447,5.888190347,4.964978719,0.03243549,0.03243549,1.818181818,-5.69018181
6.090909091,0.481818182,2889688.755,1197833.189,9491.753911,7960.936167,1612.000903,5.88818151,4.938543243,0.0313561,0.0313561,6.090909091,-6.850600089
6,0.481818182,2890036.75,1197846.237,9492.912714,7962.800979,1612.206486,5.888149436,4.939070179,0.03137645,0.03137645,6,-6.848188677
5.727272727,0.445454545,2868918.753,1202975.247,9398.77785,7886.007845,1596.226067,5.888124523,4.940407883,0.031574783,0.031574783,5.727272727,-4.715700582
5.909090909,0.481818182,2890385.205,1197859.201,9494.072328,7964.666965,1612.412176,5.888117485,4.939597382,0.031396844,0.031396844,5.909090909,-6.845765011
3.272727273,0.454545455,2883637.843,1201998.702,9454.891056,7957.775778,1605.758958,5.888113537,4.95577231,0.032113376,0.032113376,3.272727273,-5.197118631
5.818181818,0.481818182,2890734.121,1197872.087,9495.232779,7966.534091,1612.617971,5.888085676,4.940124836,0.031417283,0.031417283,5.818181818,-6.843328951
5.727272727,0.481818182,2891083.5,1197884.888,9496.39404,7968.402399,1612.823871,5.888053995,4.940652566,0.031437767,0.031437767,5.727272727,-6.840880474
1.727272727,0.472727273,2901057.156,1199536.531,9524.95203,8032.455488,1617.675879,5.888047261,4.965429473,0.032420005,0.032420005,1.727272727,-6.222248678
5.636363636,0.481818182,2891433.345,1197897.607,9497.556121,7970.271881,1613.029876,5.88802245,4.94118057,0.031458295,0.031458295,5.636363636,-6.838419493
5.636363636,0.445454545,2869265.176,1202995.88,9399.812228,7887.749989,1596.42986,5.888020804,4.940868488,0.031595642,0.031595642,5.636363636,-4.71173124
2.272727273,0.481818182,2904860.983,1198600.994,9542.84156,8041.927366,1620.724478,5.888009769,4.961933675,0.032259897,0.032259897,2.272727273,-6.735219824
5.545454545,0.481818182,2891783.656,1197910.242,9498.719022,7972.142544,1613.235983,5.887991043,4.941708854,0.031478869,0.031478869,5.545454545,-6.835945939
5.454545455,0.481818182,2892134.436,1197922.795,9499.882743,7974.014391,1613.442194,5.887959777,4.942237422,0.031499488,0.031499488,5.454545455,-6.833459738
1.727272727,0.463636364,2895343.548,1200854.529,9499.81927,8011.210526,1613.434551,5.887948331,4.965314845,0.032456917,0.032456917,1.727272727,-5.686887341
5.363636364,0.481818182,2892485.686,1197935.263,9501.047284,7975.887427,1613.648507,5.887928654,4.942766278,0.031520153,0.031520153,5.363636364,-6.830960818
5.545454545,0.445454545,2869612.074,1203016.446,9400.847095,7889.493007,1596.633767,5.887916995,4.941329169,0.031616548,0.031616548,5.545454545,-4.707747659
5.272727273,0.481818182,2892837.41,1197947.648,9502.212645,7977.761658,1613.854922,5.887897676,4.943295428,0.031540863,0.031540863,5.272727273,-6.828449106
5.181818182,0.481818182,2893189.608,1197959.948,9503.378825,7979.637085,1614.061438,5.887866846,4.943824875,0.03156162,0.03156162,5.181818182,-6.825924528
5.090909091,0.481818182,2893542.283,1197972.164,9504.545825,7981.513713,1614.268053,5.887836166,4.944354624,0.031582423,0.031582423,5.090909091,-6.823387008
1.636363636,0.472727273,2901404.286,1199495.261,9525.814789,8034.059346,1617.884486,5.887821331,4.96578057,0.032441397,0.032441397,1.636363636,-6.219324054
5.454545455,0.445454545,2869959.453,1203036.953,9401.882489,7891.236851,1596.837789,5.887813123,4.941789896,0.031637501,0.031637501,5.454545455,-4.703749657
5,0.481818182,2893895.436,1197984.296,9505.713642,7983.391545,1614.474768,5.887805638,4.944884679,0.031603273,0.031603273,5,-6.820836471
2.181818182,0.481818182,2905205.364,1198558.263,9543.727785,8043.552017,1620.932819,5.88779971,4.962298203,0.032280879,0.032280879,2.181818182,-6.732724644
4.909090909,0.481818182,2894249.069,1197996.344,9506.882282,7985.270577,1614.681581,5.887775269,4.94541504,0.031624169,0.031624169,4.909090909,-6.818272833
4.818181818,0.481818182,2894603.185,1198008.306,9508.051736,7987.150819,1614.888492,5.887745055,4.945945715,0.031645113,0.031645113,4.818181818,-6.815696027
3.272727273,0.490909091,2907103.328,1197997.98,9554.464849,8041.406254,1622.777827,5.887722083,4.95533407,0.032003095,0.032003095,3.272727273,-7.225303522
4.727272727,0.481818182,2894957.783,1198020.181,9509.221991,7989.032288,1615.0955,5.887714993,4.946476718,0.031666105,0.031666105,4.727272727,-6.813105995
