DSH[K],DSC[K],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
1.4736842105263157,3.3684210526315788,2771980.6055927854,1382847.3851639025,10239.189528534036,9245.847046454683,1124.2861879716536,9.107280368717111,8.223748673044978,,0.0376905567600386,1.4736842105263157,3.3684210526315788
1.4736842105263157,3.8421052631578947,2775403.285464515,1381836.04562831,10267.195666701231,9271.74239812044,1126.8084404191213,9.111748988037668,8.228321749765891,,0.03766148351236751,1.4736842105263157,3.8421052631578947
1.4736842105263157,4.315789473684211,2779092.0125722075,1380841.3132466534,10294.946824646056,9297.22629938954,1129.4804337611872,9.114763316761252,8.231418643021229,,0.03763289144650395,1.4736842105263157,4.315789473684211
1.4736842105263157,4.789473684210526,2783171.1659884104,1379867.060279377,10322.417960117378,9322.198789271317,1132.3755348253273,9.115719690738148,8.232426878340583,,0.03760489165673175,1.4736842105263157,4.789473684210526
1.4736842105263157,5.263157894736842,2787556.7811606643,1378909.9492991185,10349.641729698964,9346.744674872734,1135.442936773584,9.115069894316283,8.231804850917442,,0.03757738801894589,1.4736842105263157,5.263157894736842
1.4736842105263157,5.7368421052631575,2792413.7622251324,1377975.1689427854,10376.583328646026,9370.730126292518,1138.7795404155343,9.1120212125164,8.228748228891776,,0.03755052942114361,1.4736842105263157,5.7368421052631575
1.4736842105263157,6.2105263157894735,2797598.006792702,1377057.3743892212,10403.290301254483,9394.29150599534,1142.298762569849,9.107328697310345,8.224023183620405,,0.037524162084833834,1.4736842105263157,6.2105263157894735
1.4736842105263157,6.684210526315789,2803521.3215283286,1376169.9415767612,10429.665936116597,9417.084575703091,1146.2426128207203,9.09900384042681,8.215612009510926,,0.03749867004270579,1.4736842105263157,6.684210526315789
1.4736842105263157,7.157894736842105,2810106.9940708433,1375309.680299255,10455.742020770344,9439.190210279292,1150.5633219074791,9.087498116519246,8.203972811014335,,0.03747396136445202,1.4736842105263157,7.157894736842105
1.4736842105263157,7.63157894736842,2817480.4899255,1374480.1437760154,10481.4987694658,9460.51605941482,1155.332045212717,9.072282564045015,8.188568904165532,,0.03745013782468219,1.4736842105263157,7.63157894736842
1.4736842105263157,8.105263157894736,2825777.6109906724,1373685.1304743509,10506.915374049646,9480.963410470811,1160.6250132820333,9.052807973126505,8.16884290961505,,0.037427308205382925,1.4736842105263157,8.105263157894736
1.4736842105263157,8.578947368421051,2835318.0465725125,1372934.2853240431,10531.92860441067,9500.282850090598,1166.6246004610632,9.027692884453433,8.143393210066014,,0.03740574911696656,1.4736842105263157,8.578947368421051
1.4736842105263157,9.052631578947368,2846168.076236532,1372228.813854894,10556.538697585374,9518.441978757306,1173.3629102702341,8.996823237879681,8.11210401781418,,0.03738549479246785,1.4736842105263157,9.052631578947368
1.4736842105263157,9.526315789473683,2858595.954365955,1371576.3290978763,10580.699195275158,9535.243373237565,1180.9878427609713,8.959194000286303,8.073955571757288,,0.03736676341199751,1.4736842105263157,9.526315789473683
1.4736842105263157,10.0,2872849.6439188262,1370983.5653129213,10604.371004924325,9550.512164275951,1189.6322801400263,8.91399063555684,8.028121230160133,,0.03734974788492174,1.4736842105263157,10.0
1.9473684210526314,1.0,2756345.821252342,1388349.339889837,10088.954660701687,9097.048453143014,1130.243296815603,8.926356554492958,8.048752404702102,,0.03770338988080403,1.9473684210526314,1.0
1.9473684210526314,1.4736842105263157,2758775.1601372315,1387264.9953584895,10118.166902396642,9124.73217665367,1122.2554763901119,9.01592116524404,8.130708531719193,,0.037672361949604875,1.9473684210526314,1.4736842105263157
1.9473684210526314,1.9473684210526314,2761356.916386713,1386195.1853655095,10147.113292508237,9152.060617142446,1118.302080815901,9.073678272247346,8.183889464343304,,0.037641754023637425,1.9473684210526314,1.9473684210526314
1.9473684210526314,2.4210526315789473,2764108.945383223,1385139.5105929652,10175.804802235063,9179.043417241935,1118.605372165018,9.096867452495943,8.20579236042488,,0.03761163962970401,1.9473684210526314,2.4210526315789473
1.9473684210526314,2.894736842105263,2767048.1565917786,1384099.4213517087,10204.231807812985,9205.642786116283,1120.8565209324852,9.103958996753374,8.21304298471471,,0.037581893956803655,1.9473684210526314,2.894736842105263
1.9473684210526314,3.3684210526315788,2770312.9829864935,1383078.770776955,10232.37048062521,9231.759495064902,1123.2941404063558,9.109252966390097,8.218470267925797,,0.03755270809646205,1.9473684210526314,3.3684210526315788
1.9473684210526314,3.8421052631578947,2773729.6456351974,1382071.0436113863,10260.279861305033,9257.559597618088,1125.8138591811814,9.113655670189976,8.222993101498348,,0.037523895560727535,1.9473684210526314,3.8421052631578947
1.9473684210526314,4.315789473684211,2777412.9582074573,1381079.8728329958,10287.935999653322,9282.949483836377,1128.483858324936,9.116600050375741,8.226036566987778,,0.03749556005916359,1.9473684210526314,4.315789473684211
1.9473684210526314,4.789473684210526,2781487.147897638,1380109.1163145504,10315.31424687658,9307.829589133205,1131.377479794463,9.117482388592851,8.226988565146407,,0.03746781167860569,1.9473684210526314,4.789473684210526
1.9473684210526314,5.263157894736842,2785869.458868252,1379155.4893982394,10342.44661823015,9332.283371398416,1134.4445867006239,9.116749058946752,8.226301646464796,,0.03744055632818638,1.9473684210526314,5.263157894736842
1.9473684210526314,5.7368421052631575,2790724.967661446,1378224.1653009625,10369.298763956009,9356.177368848268,1137.7822690859923,9.113605516357637,8.22317030512728,,0.03741394165492661,1.9473684210526314,5.7368421052631575
1.9473684210526314,6.2105263157894735,2796006.676256477,1377313.0767586934,10395.892995987966,9379.56385089298,1141.3613200215796,9.108327760565263,8.217874293055281,,0.03738790836296505,1.9473684210526314,6.2105263157894735
1.9473684210526314,6.684210526315789,2801942.187085801,1376429.3559350888,10422.181340562382,9402.258854329977,1145.3148252217231,9.099839721837824,8.209322578627916,,0.037362660006187876,1.9473684210526314,6.684210526315789
1.9473684210526314,7.157894736842105,2808544.8246880537,1375572.857093038,10448.171939711696,9424.265096269626,1149.6483355119472,9.088146015589233,8.197519889482491,,0.03733819215360326,1.9473684210526314,7.157894736842105
1.9473684210526314,7.63157894736842,2815842.156051067,1374743.9127640799,10473.869177592522,9445.573098755123,1154.3755036969283,9.073190780685822,8.18240950930208,,0.03731451404479041,1.9473684210526314,7.63157894736842
1.9473684210526314,8.105263157894736,2824248.5690711075,1373955.445614406,10499.184985566546,9465.849512785777,1159.736361132116,9.053079076797601,8.16207013078849,,0.03729199449389091,1.9473684210526314,8.105263157894736
1.9473684210526314,8.578947368421051,2833736.6646858626,1373205.720029242,10524.140698936359,9485.137674555901,1165.7096098251268,9.028098087408862,8.136792898171963,,0.03727058358286971,1.9473684210526314,8.578947368421051
1.9473684210526314,9.052631578947368,2844636.857591631,1372504.5334287162,10548.673868980295,9503.184170918112,1172.4822146656993,8.996873246378373,8.10518407192017,,0.03725056074804606,1.9473684210526314,9.052631578947368
1.9473684210526314,9.526315789473683,2857130.1892391066,1371856.6258968005,10572.75969114919,9519.865521145199,1180.1509131467396,8.958820074085368,8.066650980900018,,0.03723206095003825,1.9473684210526314,9.526315789473683
1.9473684210526314,10.0,2871465.2192022167,1371268.713185463,10596.359667557588,9535.007290830617,1188.848897217991,8.913125707021292,8.020369378432665,,0.037215275538481196,1.9473684210526314,10.0
2.4210526315789473,1.0,2754729.595292455,1388558.8151261637,10082.719725639443,9083.569037584757,1122.5947782471096,8.981620011971941,8.091583190658,,0.03756620792158409,2.4210526315789473,1.0
2.4210526315789473,1.4736842105263157,2757152.083527345,1387478.3212118216,10111.828142655417,9111.151864064293,1118.787650326861,9.038201431434446,8.143772289050931,,0.03753545756254743,2.4210526315789473,1.4736842105263157
2.4210526315789473,1.9473684210526314,2759726.96049358,1386412.2916107778,10140.672502494177,9138.381120996897,1117.0486950593945,9.078093504200359,8.180826101328556,,0.03750512285697942,2.4210526315789473,1.9473684210526314
2.4210526315789473,2.4210526315789473,2762471.3171180678,1385360.9450121159,10169.256788244711,9165.25060671008,1117.6501009951176,9.098783938900333,8.200465063752649,,0.03747520985281936,2.4210526315789473,2.4210526315789473
2.4210526315789473,2.894736842105263,2765404.145390133,1384324.341665533,10197.587008935641,9191.75818684502,1119.8728703223974,9.106022013016426,8.207858615414827,,0.03744574894268697,2.4210526315789473,2.894736842105263
2.4210526315789473,3.3684210526315788,2768661.943705979,1383307.2765925254,10225.629011194225,9217.78049539766,1122.3072057804252,9.111256667093722,8.21324183603351,,0.03741682074833946,2.4210526315789473,3.3684210526315788
2.4210526315789473,3.8421052631578947,2772072.6895198063,1382303.113027846,10253.442886142706,9243.486655590872,1124.8244228223664,9.115594112381698,8.217715110059105,,0.037388263165388944,2.4210526315789473,3.8421052631578947
2.4210526315789473,4.315789473684211,2775750.683789895,1381315.460098856,10281.005206094547,9268.783731060264,1127.4924534443444,9.11846919656748,8.220705781883792,,0.03736017867666311,2.4210526315789473,4.315789473684211
2.4210526315789473,4.789473684210526,2779820.0460201036,1380348.1584767164,10308.291751981114,9293.572605817197,1130.384641795497,9.119277961533058,8.221601977053878,,0.037332676298786296,2.4210526315789473,4.789473684210526
2.4210526315789473,5.263157894736842,2784199.177972036,1379397.972242771,10335.333870379347,9317.93545981356,1133.451493218494,9.11846155941939,8.220850663273469,,0.03730566383300252,2.4210526315789473,5.263157894736842
2.4210526315789473,5.7368421052631575,2789053.338329038,1378470.0673787487,10362.097734442505,9341.739076025719,1136.7902884277783,9.11522366079821,8.21764504070991,,0.03727928793992942,2.4210526315789473,5.7368421052631575
2.4210526315789473,6.2105263157894735,2794335.4371212786,1377562.3762383007,10388.605452777496,9365.035692051084,1140.371734854452,9.109841234449235,8.212265707590836,,0.03725348963371424,2.4210526315789473,6.2105263157894735
2.4210526315789473,6.684210526315789,2800275.403792214,1376682.0863286236,10414.809180790884,9387.639951237867,1144.3304086509518,9.101225574411568,8.203609622071419,,0.03722847296444935,2.4210526315789473,6.684210526315789
2.4210526315789473,7.157894736842105,2806887.0171158887,1375829.0664265528,10440.716980317402,9409.554209122603,1148.6721162562865,9.089379669409436,8.191679832701002,,0.037204233943021615,2.4210526315789473,7.157894736842105
2.4210526315789473,7.63157894736842,2814297.9500226676,1375006.9243349044,10466.309375046227,9430.684830457536,1153.4693893404235,9.073764307721307,8.175929866548246,,0.037180874819378165,2.4210526315789473,7.63157894736842
2.4210526315789473,8.105263157894736,2822740.1713795494,1374222.5394637315,10491.543660098705,9450.853753024678,1158.8549501417356,9.05337088029483,8.155337949644842,,0.037158590750422764,2.4210526315789473,8.105263157894736
2.4210526315789473,8.578947368421051,2832173.107784912,1373473.8174396588,10516.443034907283,9470.113695120022,1164.8000018125458,9.028539679380701,8.13024869538425,,0.03713732192378955,2.4210526315789473,8.578947368421051
2.4210526315789473,9.052631578947368,2843123.7902396154,1372776.8818422672,10540.9003594685,9488.048507449746,1171.6070480357587,8.996958815791265,8.098319759476354,,0.0371175260072896,2.4210526315789473,9.052631578947368
2.4210526315789473,9.526315789473683,2855682.8903096337,1372133.5146033836,10564.912598302799,9504.610822112945,1179.319651818572,8.958480919071564,8.059401713060867,,0.03709925321770431,2.4210526315789473,9.526315789473683
2.4210526315789473,10.0,2870185.641121739,1371553.134952279,10588.422805675495,9519.556595046042,1188.1210704262612,8.911905587093658,8.012278236620043,,0.037082770673540544,2.4210526315789473,10.0
2.894736842105263,1.0,2752718.2347000395,1387792.6844979364,10070.596330819346,9064.453606250241,1112.9913682090576,9.048225007372874,8.144226330197045,,0.037403375790961556,2.894736842105263,1.0
2.894736842105263,1.4736842105263157,2755134.4803396217,1386722.223209999,10099.610937344523,9091.946752668568,1113.4996978874951,9.070151484104812,8.165199119422834,,0.03737307651568527,2.894736842105263,1.4736842105263157
2.894736842105263,1.9473684210526314,2757703.108633201,1385666.0827823093,10128.363280147645,9119.087954398676,1114.757360591878,9.085711059822033,8.180334372994778,,0.037343186441024585,2.894736842105263,1.9473684210526314
2.894736842105263,2.4210526315789473,2760850.1967834895,1385579.2933292468,10162.786411983727,9151.570661282694,1116.7042550928093,9.100696415936104,8.19516055351836,,0.0373407303623357,2.894736842105263,2.4210526315789473
2.894736842105263,2.894736842105263,2763776.220587202,1384546.4809876713,10191.017102521979,9177.97868349525,1118.89423409955,9.108114772548973,8.202722298306767,,0.03731150904673315,2.894736842105263,2.894736842105263
2.894736842105263,3.3684210526315788,2767027.080557369,1383532.953143212,10218.963645129923,9203.90788663184,1121.3253004608257,9.113290889744738,8.208062266007333,,0.03728283310289686,2.894736842105263,3.3684210526315788
2.894736842105263,3.8421052631578947,2770432.0087636504,1382532.3123302106,10246.683249724385,9229.52127664438,1123.8400319651205,9.117563850975547,8.212486665478409,,0.037254525305546723,2.894736842105263,3.8421052631578947
2.894736842105263,4.315789473684211,2774104.7812610646,1381548.1327736406,10274.15292781705,9254.7267590485,1126.5061070426752,9.120370376676382,8.215425288145292,,0.03722668661627,2.894736842105263,4.315789473684211
2.894736842105263,4.789473684210526,2778169.4477676754,1380584.2451854702,10301.348909502407,9279.425539639986,1129.3968905780705,9.121106136771605,8.21626623647813,,0.037199425203238906,2.894736842105263,4.789473684210526
2.894736842105263,5.263157894736842,2782545.5044061886,1379637.4578832726,10328.301942887707,9303.698633113261,1132.4634951193168,9.120207395117415,8.215451246958756,,0.03717265060869123,2.894736842105263,5.263157894736842
2.894736842105263,5.7368421052631575,2787398.4601072567,1378712.931280544,10354.978604451213,9327.41298711042,1135.803431057203,9.11687561536315,8.212171870645335,,0.03714650857181994,2.894736842105263,5.7368421052631575
2.894736842105263,6.2105263157894735,2792681.0490260827,1377808.5964492084,10381.400893806882,9350.620869493794,1139.3872695248444,9.111389227769948,8.206709974382335,,0.03712094038582281,2.894736842105263,6.2105263157894735
2.894736842105263,6.684210526315789,2798625.630876625,1376931.7007521167,10407.521069621025,9373.135423211897,1143.351137277514,9.102646361469366,8.197949971459076,,0.037096150729618214,2.894736842105263,6.684210526315789
2.894736842105263,7.157894736842105,2805246.391060619,1376082.125949378,10433.34712879216,9394.95868340508,1147.7010676368043,9.090648621835948,8.185893477253575,,0.03707213600845072,2.894736842105263,7.157894736842105
2.894736842105263,7.63157894736842,2812672.09120487,1375263.4957502633,10458.859684068826,9415.996551974396,1152.5102776267752,9.074851554127125,8.169989226789038,,0.03704899839298498,2.894736842105263,7.63157894736842
2.894736842105263,8.105263157894736,2821142.330176919,1374482.9210619447,10484.015021432873,9436.065121322006,1157.9160506309227,9.054209945289529,8.14917896351856,,0.037026938568164615,2.894736842105263,8.105263157894736
2.894736842105263,8.578947368421051,2830702.779879354,1373741.072875266,10508.816719888635,9455.145895772765,1163.940186021488,9.028657010124597,8.123395007171107,,0.03700597518120021,2.894736842105263,8.578947368421051
2.894736842105263,9.052631578947368,2841628.460000114,1373045.9173078802,10533.21660610336,9473.032673786149,1170.7374421055938,8.997078445837666,8.091509106216606,,0.03698633300831046,2.894736842105263,9.052631578947368
2.894736842105263,9.526315789473683,2854253.637738735,1372407.0553367275,10557.156348193123,9489.476928348045,1178.4940903475788,8.958175042761098,8.052205781998678,,0.03696828295669364,2.894736842105263,9.526315789473683
2.894736842105263,10.0,2868854.2589080674,1371831.950235915,10580.593741452994,9504.284960616087,1187.3585675241793,8.911034990479008,8.004561739453269,,0.03695203548618326,2.894736842105263,10.0
3.3684210526315788,1.0,2750983.2857252364,1387639.7685367723,10062.316153847903,9049.06478249854,1109.8343281293571,9.066502899408503,8.15352756095667,,0.03726001950928027,3.3684210526315788,1.0
3.3684210526315788,1.4736842105263157,2753392.2505444707,1386573.4936797787,10091.221413383599,9076.452198352528,1111.762280554213,9.076779802560965,8.16402243277036,,0.03722999770990489,3.3684210526315788,1.4736842105263157
3.3684210526315788,1.9473684210526314,2755953.600745511,1385521.466254466,10119.866133522171,9103.48939428196,1113.7717033062547,9.086122500222565,8.173568575371469,,0.03720038080388907,3.3684210526315788,1.9473684210526314
3.3684210526315788,2.4210526315789473,2758684.6115320963,1384483.906117055,10148.254345515597,9130.17009802994,1115.9009912383783,9.094224689462376,8.1818818781563,,0.037171174809961044,3.3684210526315788,2.4210526315789473
3.3684210526315788,2.894736842105263,2761604.1730656186,1383461.087882722,10176.38959437844,9156.486630720115,1118.1377950589651,9.101194539123673,8.189050286272852,,0.03714238738232666,3.3684210526315788,2.894736842105263
3.3684210526315788,3.3684210526315788,2764848.4098328943,1382457.3235345334,10204.243269270453,9182.327345751737,1120.5610926534237,9.106369421686235,8.194401363703,,0.03711413968521435,3.3684210526315788,3.3684210526315788
3.3684210526315788,3.8421052631578947,2768247.9573915824,1381466.3502217866,10231.871317026335,9207.852755166829,1123.0689241485122,9.110635239759597,8.198831395987591,,0.03708625531054356,3.3684210526315788,3.8421052631578947
3.3684210526315788,4.315789473684211,2771916.1372903995,1380491.6990649651,10259.251178073926,9232.971370131343,1125.728720483205,9.113431141447888,8.201772951273913,,0.03705883347390358,3.3684210526315788,4.315789473684211
3.3684210526315788,4.789473684210526,2775977.367093261,1379537.173478342,10286.359227142231,9257.584408784674,1128.6140986579007,9.114150921359503,8.202612761787572,,0.03703198100573011,3.3684210526315788,4.789473684210526
3.3684210526315788,5.263157894736842,2780351.6520092054,1378599.6316687698,10313.225842898355,9281.772143316217,1131.6764475009868,9.113228313333225,8.2017896226546,,0.03700560934292412,3.3684210526315788,5.263157894736842
3.3684210526315788,5.7368421052631575,2785205.901999627,1377684.2322349704,10339.817665747576,9305.400719264493,1135.0141490891385,9.109857946744889,8.198488738428662,,0.03697986340400986,3.3684210526315788,5.7368421052631575
3.3684210526315788,6.2105263157894735,2790491.3573136856,1376788.8766174945,10366.15685638705,9328.52349256945,1138.5968636959626,9.10432584781395,8.192999462767208,,0.036954683970322706,3.3684210526315788,6.2105263157894735
3.3684210526315788,6.684210526315789,2796444.9287088914,1375920.8935842665,10392.195134420474,9350.950303841286,1142.5634673931174,9.095507979203461,8.184184573288077,,0.03693027692832326,3.3684210526315788,6.684210526315789
3.3684210526315788,7.157894736842105,2803622.515480077,1376332.108827951,10426.060934150802,9380.475783151423,1146.7355242086473,9.091949027519437,8.180156265434274,,0.036941839676652086,3.3684210526315788,7.157894736842105
3.3684210526315788,7.63157894736842,2811063.162577248,1375516.955710949,10451.494722682392,9401.421889499208,1151.5567576292963,9.075970119092373,8.164097711391895,,0.03691891937093442,3.3684210526315788,7.63157894736842
3.3684210526315788,8.105263157894736,2819039.775630515,1373498.738138207,10468.448859599455,9413.590632063635,1157.1681130343231,9.046610204414566,8.135024225113966,,0.03686218131983608,3.3684210526315788,8.105263157894736
3.3684210526315788,8.578947368421051,2828644.560499055,1372765.6269111824,10493.173233661388,9432.566518054082,1163.2166722346003,9.0208243091147,8.10903655630522,,0.036841574848821654,3.3684210526315788,8.578947368421051
3.3684210526315788,9.052631578947368,2839727.996822579,1372082.3433758784,10517.474722327584,9450.259614642287,1170.1047666265633,8.988489768014265,8.076421773656717,,0.03682237060264627,3.3684210526315788,9.052631578947368
3.3684210526315788,9.526315789473683,2852454.440705411,1371452.989554693,10541.334028672254,9466.562175051748,1177.9191683341646,8.949114941036239,8.036682337413303,,0.03680468350936943,3.3684210526315788,9.526315789473683
3.3684210526315788,10.0,2867110.8286157297,1370885.341126174,10564.706463969773,9481.271192756321,1186.8150300870407,8.901729583922577,7.988836467685253,,0.036788731721606786,3.3684210526315788,10.0
3.8421052631578947,1.0,2749263.325781514,1387482.7561262157,10054.09690277414,9033.76388133558,1108.889517004598,9.06681571842513,8.146676240332898,,0.03711851879836116,3.8421052631578947,1.0
3.8421052631578947,1.4736842105263157,2751665.092827869,1386420.6183891555,10082.894038142089,9061.046839528433,1110.8383410173808,9.076832934041054,8.156944629071512,,0.03708876845577785,3.8421052631578947,1.4736842105263157
3.8421052631578947,1.9473684210526314,2754219.2441798057,1385372.6605093007,10111.432319490823,9087.981175951289,1112.8711797371493,9.085896466362852,8.166247218386761,,0.03705941893020835,3.8421052631578947,1.9473684210526314
3.8421052631578947,2.4210526315789473,2756943.143555132,1384339.1024661332,10139.715829375284,9114.560614505992,1114.9983072868324,9.093929347793036,8.174506234619134,,0.037030476238485134,3.8421052631578947,2.4210526315789473
3.8421052631578947,2.894736842105263,2759855.7729297215,1383320.2239543942,10167.748047697633,9140.777345400966,1117.2308969587748,9.100847528810167,8.181636732642433,,0.03700194808294148,3.8421052631578947,2.894736842105263
3.8421052631578947,3.3684210526315788,2763092.8008865593,1382320.305356897,10195.5009237793,9166.520521462042,1119.6499912740135,9.105971511845564,8.186951808959293,,0.03697395414317827,3.8421052631578947,3.3684210526315788
3.8421052631578947,3.8421052631578947,2766486.263492774,1381333.15798053,10223.029408870409,9191.948817273968,1122.1543959747237,9.110180778635634,8.191340559058876,,0.036946321001573364,3.8421052631578947,3.8421052631578947
3.8421052631578947,4.315789473684211,2770149.016139633,1380362.281141535,10250.31140197199,9216.971499036803,1124.8113099953707,9.112916371737208,8.194237928737342,,0.036919146472223136,3.8421052631578947,4.315789473684211
3.8421052631578947,4.789473684210526,2774205.5973430844,1379411.470867456,10277.323629267625,9241.48999604081,1127.694473037608,9.113570984864516,8.195029963344167,,0.036892536629802415,3.8421052631578947,4.789473684210526
3.8421052631578947,5.263157894736842,2778576.8088611346,1378477.6243213827,10304.095945073486,9265.58359530027,1130.7557113535688,9.112574751215707,8.194151488484566,,0.036866404461731235,3.8421052631578947,5.263157894736842
3.8421052631578947,5.7368421052631575,2783430.302136405,1377565.903596122,10330.595354029141,9289.118319108084,1134.0939150485192,9.109118051821286,8.190784022247993,,0.03684089423967341,3.8421052631578947,5.7368421052631575
3.8421052631578947,6.2105263157894735,2788716.5919077997,1376674.196654827,10356.844001742817,9312.147931623846,1137.6782826013539,9.103490995768517,8.185220790477945,,0.03681594667705428,3.8421052631578947,6.2105263157894735
3.8421052631578947,6.684210526315789,2794675.82380685,1375809.910724867,10382.79351732301,9334.480184291868,1141.6497002167735,9.094552834684363,8.176308531872309,,0.036791768798402645,3.8421052631578947,6.684210526315789
3.8421052631578947,7.157894736842105,2801322.220698921,1374972.9257771634,10408.45196251342,9356.11717215635,1146.014183131564,9.082306410965696,8.16405007012226,,0.036768357010680604,3.8421052631578947,7.157894736842105
3.8421052631578947,7.63157894736842,2808787.118119586,1374166.9008871564,10433.800068710867,9376.963318891714,1150.846494029333,9.066196163295544,8.147883638295824,,0.03674581342170803,3.8421052631578947,7.63157894736842
3.8421052631578947,8.105263157894736,2817330.0297223674,1373399.4884378407,10458.790907131415,9396.819501879794,1156.295700755696,9.045083277829436,8.126657822681958,,0.03672435178163976,3.8421052631578947,8.105263157894736
3.8421052631578947,8.578947368421051,2826970.127751538,1372670.489940452,10483.434381727453,9415.689602774828,1162.3678941941564,9.019032987826442,8.10043846686123,,0.03670396624525972,3.8421052631578947,8.578947368421051
3.8421052631578947,9.052631578947368,2838111.7065851656,1371991.8411811127,10507.655261956697,9433.263207105896,1169.2934253758037,8.98632886657992,8.0674901631933,,0.03668499026071008,3.8421052631578947,9.052631578947368
