DSH[K],charge[kg],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
3.3684210526315788,0.5,2912513.687711957,1196135.7822862796,9568.315933536274,8050.580133078978,1626.978452527301,5.881034207105282,4.948178705485276,0.5000000000000423,0.03192920831852537,3.3684210526315788,7.678092393945462
3.8421052631578947,0.1,,,,,,,,,,,
3.8421052631578947,0.12105263157894737,,,,,,,,,,,
3.8421052631578947,0.14210526315789473,,,,,,,,,,,
3.8421052631578947,0.1631578947368421,2354297.6080254456,1581435.779820412,3076.0940775904705,2157.251400251929,925.1413128009171,3.32499914880833,2.3318074443359684,0.16315789473752568,0.04261725176984154,3.8421052631578947,0.0
3.8421052631578947,0.1842105263157895,2492603.0436495556,1477876.0993728396,4879.963657440514,3764.8833737357027,1146.6153044121015,4.255972895759135,3.283475599225542,0.1842105263155994,0.039664648218709034,3.8421052631578947,0.0
3.8421052631578947,0.20526315789473684,2587673.3205414615,1403502.1927051614,6085.864677915774,4852.6658558588015,1283.3677066342689,4.742105202160981,3.781196792449526,0.2052631578947443,0.037567677897815954,3.8421052631578947,0.0
3.8421052631578947,0.22631578947368422,2655130.9051049175,1351831.8259127433,6921.0309358413915,5613.615273552086,1370.7856253083544,5.048952081245035,4.0951810187601865,0.2263157894387458,0.03612198621681815,3.8421052631578947,0.0
3.8421052631578947,0.24736842105263157,2704906.3713081237,1315697.050776927,7525.58165064867,6168.668826981145,1429.6392817345386,5.263972350786351,4.314842845879895,0.24736842104382503,0.03511624968111027,3.8421052631578947,0.0
3.8421052631578947,0.26842105263157895,2742638.7930495716,1288330.3987633085,7977.134112349863,6585.21998215081,1471.7958572207292,5.420000384709271,4.474275389377731,0.26842105262948623,0.03435740436355477,3.8421052631578947,0.0
3.8421052631578947,0.2894736842105263,2771706.816438322,1267600.5905986342,8322.576672367395,6905.231981292138,1502.684333271069,5.53847304327095,4.595264506591821,0.2894736842049106,0.03378417196664866,3.8421052631578947,0.0
3.8421052631578947,0.31052631578947365,2794654.734712962,1251563.3204611484,8592.024049816619,7155.533891777807,1526.0747609354403,5.630146222030402,4.688848852589416,0.31052631578923756,0.03334163173574384,3.8421052631578947,0.0
3.8421052631578947,0.3315789473684211,2812802.2137309555,1238961.9683251388,8805.002502394267,7353.919792390481,1544.0169452488099,5.702659241848793,4.762849148139004,0.33157894679749467,0.03299447483070907,3.8421052631578947,0.0
