DSH_target,DSC_target,f_comp
1.4736842105263157,5.7368421052631575,187.5
1.4736842105263157,5.7368421052631575,228.125
1.4736842105263157,5.7368421052631575,268.75
1.4736842105263157,5.7368421052631575,309.375
1.4736842105263157,5.7368421052631575,350.0
1.4736842105263157,5.7368421052631575,390.625
1.4736842105263157,5.7368421052631575,431.25
1.4736842105263157,5.7368421052631575,471.875
1.4736842105263157,5.7368421052631575,512.5
1.4736842105263157,5.7368421052631575,553.125
1.4736842105263157,5.7368421052631575,593.75
1.4736842105263157,5.7368421052631575,634.375
1.4736842105263157,5.7368421052631575,675.0
1.4736842105263157,5.7368421052631575,715.625
1.4736842105263157,5.7368421052631575,756.25
1.4736842105263157,5.7368421052631575,796.875
1.4736842105263157,5.7368421052631575,837.5
1.4736842105263157,5.7368421052631575,878.125
1.4736842105263157,5.7368421052631575,918.75
1.4736842105263157,5.7368421052631575,959.375
1.4736842105263157,5.7368421052631575,1000.0
1.4736842105263157,6.2105263157894735,25.0
1.4736842105263157,6.2105263157894735,65.625
1.4736842105263157,6.2105263157894735,106.25
1.4736842105263157,6.2105263157894735,146.875
