CA[m^2],charge[kg],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
1.1421052631578947e-06,0.26842105263157895,2733394.2323120437,1279667.5554284225,7987.718844926757,6568.530602109323,1469.719296039336,5.434860157618132,4.469241589064311,0.2684210408622204,0.0333534979519156,6.957961869567359,0.0
1.1421052631578947e-06,0.2894736842105263,,,,,,,,,,,
1.1421052631578947e-06,0.31052631578947365,,,,,,,,,,,
1.1421052631578947e-06,0.3315789473684211,,,,,,,,,,,
1.1421052631578947e-06,0.3526315789473684,,,,,,,,,,,
1.1421052631578947e-06,0.37368421052631584,,,,,,,,,,,
1.1421052631578947e-06,0.39473684210526316,,,,,,,,,,,
1.1421052631578947e-06,0.4157894736842105,,,,,,,,,,,
1.1421052631578947e-06,0.4368421052631579,,,,,,,,,,,
1.1421052631578947e-06,0.45789473684210524,,,,,,,,,,,
1.1421052631578947e-06,0.4789473684210527,,,,,,,,,,,
1.1421052631578947e-06,0.5,,,,,,,,,,,
1.663157894736842e-06,0.1,,,,,,,,,,,
1.663157894736842e-06,0.12105263157894737,,,,,,,,,,,
1.663157894736842e-06,0.14210526315789473,2320714.4624165404,1033840.6721040143,3385.1091623136263,2110.53299456032,1274.5762536569157,2.655870256958995,1.6558703243567747,0.14211351147079268,0.024915410478479172,19.279025586508787,0.0
1.663157894736842e-06,0.1631578947368421,2418591.424541836,1137446.3882333038,4525.779656676057,3224.5643251176734,1301.2164752740214,3.478114320465378,2.4781151994241517,0.16315788358450628,0.02790860108387524,16.08083646839072,0.0
1.663157894736842e-06,0.1842105263157895,2505025.7197867343,1229876.5370337134,5498.310260380593,4177.423969614835,1320.9599062146253,4.162359685947384,3.1624154147007855,0.18421018975568543,0.03068816489850384,13.4009607393659,0.0
1.663157894736842e-06,0.20526315789473684,2581350.012184562,1310065.5625080753,6320.64120128203,4986.953082021703,1336.9055440076725,4.727814339324601,3.7302209601676117,0.20526759946181194,0.033259457700629075,10.885640311259577,0.0
1.663157894736842e-06,0.22631578947368422,2655677.2541328943,1353545.9864721058,6914.275754663506,5610.181349472223,1370.1572359973964,5.0463374370535705,4.094552947704816,0.22631575893244898,0.03625474410742146,3.5370081027719267,0.0
1.663157894736842e-06,0.24736842105263157,,,,,,,,,,,
1.663157894736842e-06,0.26842105263157895,,,,,,,,,,,
1.663157894736842e-06,0.2894736842105263,,,,,,,,,,,
1.663157894736842e-06,0.31052631578947365,,,,,,,,,,,
1.663157894736842e-06,0.3315789473684211,,,,,,,,,,,
1.663157894736842e-06,0.3526315789473684,,,,,,,,,,,
1.663157894736842e-06,0.37368421052631584,,,,,,,,,,,
1.663157894736842e-06,0.39473684210526316,,,,,,,,,,,
1.663157894736842e-06,0.4157894736842105,,,,,,,,,,,
1.663157894736842e-06,0.4368421052631579,,,,,,,,,,,
1.663157894736842e-06,0.45789473684210524,,,,,,,,,,,
1.663157894736842e-06,0.4789473684210527,,,,,,,,,,,
1.663157894736842e-06,0.5,,,,,,,,,,,
2.184210526315789e-06,0.1,,,,,,,,,,,
2.184210526315789e-06,0.12105263157894737,,,,,,,,,,,
2.184210526315789e-06,0.14210526315789473,,,,,,,,,,,
2.184210526315789e-06,0.1631578947368421,,,,,,,,,,,
2.184210526315789e-06,0.1842105263157895,,,,,,,,,,,
2.184210526315789e-06,0.20526315789473684,,,,,,,,,,,
2.184210526315789e-06,0.22631578947368422,,,,,,,,,,,
2.184210526315789e-06,0.24736842105263157,,,,,,,,,,,
2.184210526315789e-06,0.26842105263157895,,,,,,,,,,,
2.184210526315789e-06,0.2894736842105263,,,,,,,,,,,
2.184210526315789e-06,0.31052631578947365,,,,,,,,,,,
2.184210526315789e-06,0.3315789473684211,,,,,,,,,,,
2.184210526315789e-06,0.3526315789473684,,,,,,,,,,,
2.184210526315789e-06,0.37368421052631584,,,,,,,,,,,
2.184210526315789e-06,0.39473684210526316,,,,,,,,,,,
2.184210526315789e-06,0.4157894736842105,,,,,,,,,,,
2.184210526315789e-06,0.4368421052631579,,,,,,,,,,,
2.184210526315789e-06,0.45789473684210524,,,,,,,,,,,
2.184210526315789e-06,0.4789473684210527,,,,,,,,,,,
2.184210526315789e-06,0.5,,,,,,,,,,,
2.7052631578947364e-06,0.1,,,,,,,,,,,
2.7052631578947364e-06,0.12105263157894737,,,,,,,,,,,
2.7052631578947364e-06,0.14210526315789473,,,,,,,,,,,
2.7052631578947364e-06,0.1631578947368421,,,,,,,,,,,
2.7052631578947364e-06,0.1842105263157895,,,,,,,,,,,
2.7052631578947364e-06,0.20526315789473684,,,,,,,,,,,
2.7052631578947364e-06,0.22631578947368422,,,,,,,,,,,
2.7052631578947364e-06,0.24736842105263157,,,,,,,,,,,
2.7052631578947364e-06,0.26842105263157895,,,,,,,,,,,
2.7052631578947364e-06,0.2894736842105263,,,,,,,,,,,
2.7052631578947364e-06,0.31052631578947365,,,,,,,,,,,
2.7052631578947364e-06,0.3315789473684211,,,,,,,,,,,
2.7052631578947364e-06,0.3526315789473684,,,,,,,,,,,
2.7052631578947364e-06,0.37368421052631584,,,,,,,,,,,
2.7052631578947364e-06,0.39473684210526316,,,,,,,,,,,
2.7052631578947364e-06,0.4157894736842105,,,,,,,,,,,
2.7052631578947364e-06,0.4368421052631579,,,,,,,,,,,
2.7052631578947364e-06,0.45789473684210524,,,,,,,,,,,
2.7052631578947364e-06,0.4789473684210527,,,,,,,,,,,
2.7052631578947364e-06,0.5,,,,,,,,,,,
3.226315789473684e-06,0.1,,,,,,,,,,,
3.226315789473684e-06,0.12105263157894737,,,,,,,,,,,
3.226315789473684e-06,0.14210526315789473,,,,,,,,,,,
3.226315789473684e-06,0.1631578947368421,,,,,,,,,,,
3.226315789473684e-06,0.1842105263157895,,,,,,,,,,,
3.226315789473684e-06,0.20526315789473684,,,,,,,,,,,
3.226315789473684e-06,0.22631578947368422,,,,,,,,,,,
3.226315789473684e-06,0.24736842105263157,,,,,,,,,,,
3.226315789473684e-06,0.26842105263157895,,,,,,,,,,,
3.226315789473684e-06,0.2894736842105263,,,,,,,,,,,
3.226315789473684e-06,0.31052631578947365,,,,,,,,,,,
3.226315789473684e-06,0.3315789473684211,,,,,,,,,,,
3.226315789473684e-06,0.3526315789473684,,,,,,,,,,,
3.226315789473684e-06,0.37368421052631584,,,,,,,,,,,
3.226315789473684e-06,0.39473684210526316,,,,,,,,,,,
3.226315789473684e-06,0.4157894736842105,,,,,,,,,,,
3.226315789473684e-06,0.4368421052631579,,,,,,,,,,,
3.226315789473684e-06,0.45789473684210524,,,,,,,,,,,
3.226315789473684e-06,0.4789473684210527,,,,,,,,,,,
3.226315789473684e-06,0.5,,,,,,,,,,,
3.7473684210526313e-06,0.1,,,,,,,,,,,
3.7473684210526313e-06,0.12105263157894737,,,,,,,,,,,
3.7473684210526313e-06,0.14210526315789473,,,,,,,,,,,
3.7473684210526313e-06,0.1631578947368421,,,,,,,,,,,
3.7473684210526313e-06,0.1842105263157895,,,,,,,,,,,
3.7473684210526313e-06,0.20526315789473684,,,,,,,,,,,
3.7473684210526313e-06,0.22631578947368422,,,,,,,,,,,
3.7473684210526313e-06,0.24736842105263157,,,,,,,,,,,
3.7473684210526313e-06,0.26842105263157895,,,,,,,,,,,
3.7473684210526313e-06,0.2894736842105263,,,,,,,,,,,
3.7473684210526313e-06,0.31052631578947365,,,,,,,,,,,
3.7473684210526313e-06,0.3315789473684211,,,,,,,,,,,
3.7473684210526313e-06,0.3526315789473684,,,,,,,,,,,
3.7473684210526313e-06,0.37368421052631584,,,,,,,,,,,
3.7473684210526313e-06,0.39473684210526316,,,,,,,,,,,
3.7473684210526313e-06,0.4157894736842105,,,,,,,,,,,
3.7473684210526313e-06,0.4368421052631579,,,,,,,,,,,
3.7473684210526313e-06,0.45789473684210524,,,,,,,,,,,
3.7473684210526313e-06,0.4789473684210527,,,,,,,,,,,
3.7473684210526313e-06,0.5,,,,,,,,,,,
4.2684210526315785e-06,0.1,,,,,,,,,,,
4.2684210526315785e-06,0.12105263157894737,,,,,,,,,,,
4.2684210526315785e-06,0.14210526315789473,,,,,,,,,,,
4.2684210526315785e-06,0.1631578947368421,,,,,,,,,,,
4.2684210526315785e-06,0.1842105263157895,,,,,,,,,,,
4.2684210526315785e-06,0.20526315789473684,,,,,,,,,,,
4.2684210526315785e-06,0.22631578947368422,,,,,,,,,,,
4.2684210526315785e-06,0.24736842105263157,,,,,,,,,,,
4.2684210526315785e-06,0.26842105263157895,,,,,,,,,,,
4.2684210526315785e-06,0.2894736842105263,,,,,,,,,,,
4.2684210526315785e-06,0.31052631578947365,,,,,,,,,,,
4.2684210526315785e-06,0.3315789473684211,,,,,,,,,,,
4.2684210526315785e-06,0.3526315789473684,,,,,,,,,,,
4.2684210526315785e-06,0.37368421052631584,,,,,,,,,,,
4.2684210526315785e-06,0.39473684210526316,,,,,,,,,,,
4.2684210526315785e-06,0.4157894736842105,,,,,,,,,,,
4.2684210526315785e-06,0.4368421052631579,,,,,,,,,,,
4.2684210526315785e-06,0.45789473684210524,,,,,,,,,,,
4.2684210526315785e-06,0.4789473684210527,,,,,,,,,,,
4.2684210526315785e-06,0.5,,,,,,,,,,,
4.789473684210526e-06,0.1,,,,,,,,,,,
4.789473684210526e-06,0.12105263157894737,,,,,,,,,,,
4.789473684210526e-06,0.14210526315789473,,,,,,,,,,,
4.789473684210526e-06,0.1631578947368421,,,,,,,,,,,
4.789473684210526e-06,0.1842105263157895,,,,,,,,,,,
4.789473684210526e-06,0.20526315789473684,,,,,,,,,,,
4.789473684210526e-06,0.22631578947368422,,,,,,,,,,,
4.789473684210526e-06,0.24736842105263157,,,,,,,,,,,
4.789473684210526e-06,0.26842105263157895,,,,,,,,,,,
4.789473684210526e-06,0.2894736842105263,,,,,,,,,,,
4.789473684210526e-06,0.31052631578947365,,,,,,,,,,,
4.789473684210526e-06,0.3315789473684211,,,,,,,,,,,
4.789473684210526e-06,0.3526315789473684,,,,,,,,,,,
4.789473684210526e-06,0.37368421052631584,,,,,,,,,,,
4.789473684210526e-06,0.39473684210526316,,,,,,,,,,,
4.789473684210526e-06,0.4157894736842105,,,,,,,,,,,
4.789473684210526e-06,0.4368421052631579,,,,,,,,,,,
4.789473684210526e-06,0.45789473684210524,,,,,,,,,,,
4.789473684210526e-06,0.4789473684210527,,,,,,,,,,,
4.789473684210526e-06,0.5,,,,,,,,,,,
5.310526315789473e-06,0.1,,,,,,,,,,,
5.310526315789473e-06,0.12105263157894737,,,,,,,,,,,
5.310526315789473e-06,0.14210526315789473,,,,,,,,,,,
5.310526315789473e-06,0.1631578947368421,,,,,,,,,,,
5.310526315789473e-06,0.1842105263157895,,,,,,,,,,,
5.310526315789473e-06,0.20526315789473684,,,,,,,,,,,
5.310526315789473e-06,0.22631578947368422,,,,,,,,,,,
5.310526315789473e-06,0.24736842105263157,,,,,,,,,,,
5.310526315789473e-06,0.26842105263157895,,,,,,,,,,,
5.310526315789473e-06,0.2894736842105263,,,,,,,,,,,
5.310526315789473e-06,0.31052631578947365,,,,,,,,,,,
5.310526315789473e-06,0.3315789473684211,,,,,,,,,,,
5.310526315789473e-06,0.3526315789473684,,,,,,,,,,,
5.310526315789473e-06,0.37368421052631584,,,,,,,,,,,
5.310526315789473e-06,0.39473684210526316,,,,,,,,,,,
5.310526315789473e-06,0.4157894736842105,,,,,,,,,,,
5.310526315789473e-06,0.4368421052631579,,,,,,,,,,,
5.310526315789473e-06,0.45789473684210524,,,,,,,,,,,
5.310526315789473e-06,0.4789473684210527,,,,,,,,,,,
5.310526315789473e-06,0.5,,,,,,,,,,,
5.8315789473684205e-06,0.1,,,,,,,,,,,
5.8315789473684205e-06,0.12105263157894737,,,,,,,,,,,
5.8315789473684205e-06,0.14210526315789473,,,,,,,,,,,
5.8315789473684205e-06,0.1631578947368421,,,,,,,,,,,
5.8315789473684205e-06,0.1842105263157895,,,,,,,,,,,
5.8315789473684205e-06,0.20526315789473684,,,,,,,,,,,
5.8315789473684205e-06,0.22631578947368422,,,,,,,,,,,
5.8315789473684205e-06,0.24736842105263157,,,,,,,,,,,
5.8315789473684205e-06,0.26842105263157895,,,,,,,,,,,
5.8315789473684205e-06,0.2894736842105263,,,,,,,,,,,
5.8315789473684205e-06,0.31052631578947365,,,,,,,,,,,
5.8315789473684205e-06,0.3315789473684211,,,,,,,,,,,
5.8315789473684205e-06,0.3526315789473684,,,,,,,,,,,
5.8315789473684205e-06,0.37368421052631584,,,,,,,,,,,
5.8315789473684205e-06,0.39473684210526316,,,,,,,,,,,
5.8315789473684205e-06,0.4157894736842105,,,,,,,,,,,
5.8315789473684205e-06,0.4368421052631579,,,,,,,,,,,
5.8315789473684205e-06,0.45789473684210524,,,,,,,,,,,
5.8315789473684205e-06,0.4789473684210527,,,,,,,,,,,
5.8315789473684205e-06,0.5,,,,,,,,,,,
6.352631578947368e-06,0.1,,,,,,,,,,,
6.352631578947368e-06,0.12105263157894737,,,,,,,,,,,
6.352631578947368e-06,0.14210526315789473,,,,,,,,,,,
6.352631578947368e-06,0.1631578947368421,,,,,,,,,,,
6.352631578947368e-06,0.1842105263157895,,,,,,,,,,,
6.352631578947368e-06,0.20526315789473684,,,,,,,,,,,
6.352631578947368e-06,0.22631578947368422,,,,,,,,,,,
6.352631578947368e-06,0.24736842105263157,,,,,,,,,,,
6.352631578947368e-06,0.26842105263157895,,,,,,,,,,,
6.352631578947368e-06,0.2894736842105263,,,,,,,,,,,
6.352631578947368e-06,0.31052631578947365,,,,,,,,,,,
6.352631578947368e-06,0.3315789473684211,,,,,,,,,,,
6.352631578947368e-06,0.3526315789473684,,,,,,,,,,,
6.352631578947368e-06,0.37368421052631584,,,,,,,,,,,
6.352631578947368e-06,0.39473684210526316,,,,,,,,,,,
6.352631578947368e-06,0.4157894736842105,,,,,,,,,,,
6.352631578947368e-06,0.4368421052631579,,,,,,,,,,,
6.352631578947368e-06,0.45789473684210524,,,,,,,,,,,
6.352631578947368e-06,0.4789473684210527,,,,,,,,,,,
6.352631578947368e-06,0.5,,,,,,,,,,,
6.873684210526315e-06,0.1,,,,,,,,,,,
6.873684210526315e-06,0.12105263157894737,,,,,,,,,,,
6.873684210526315e-06,0.14210526315789473,,,,,,,,,,,
6.873684210526315e-06,0.1631578947368421,,,,,,,,,,,
6.873684210526315e-06,0.1842105263157895,,,,,,,,,,,
6.873684210526315e-06,0.20526315789473684,,,,,,,,,,,
6.873684210526315e-06,0.22631578947368422,,,,,,,,,,,
6.873684210526315e-06,0.24736842105263157,,,,,,,,,,,
6.873684210526315e-06,0.26842105263157895,,,,,,,,,,,
6.873684210526315e-06,0.2894736842105263,,,,,,,,,,,
6.873684210526315e-06,0.31052631578947365,,,,,,,,,,,
6.873684210526315e-06,0.3315789473684211,,,,,,,,,,,
6.873684210526315e-06,0.3526315789473684,,,,,,,,,,,
6.873684210526315e-06,0.37368421052631584,,,,,,,,,,,
6.873684210526315e-06,0.39473684210526316,,,,,,,,,,,
6.873684210526315e-06,0.4157894736842105,,,,,,,,,,,
6.873684210526315e-06,0.4368421052631579,,,,,,,,,,,
6.873684210526315e-06,0.45789473684210524,,,,,,,,,,,
6.873684210526315e-06,0.4789473684210527,,,,,,,,,,,
6.873684210526315e-06,0.5,,,,,,,,,,,
7.394736842105263e-06,0.1,,,,,,,,,,,
7.394736842105263e-06,0.12105263157894737,,,,,,,,,,,
7.394736842105263e-06,0.14210526315789473,,,,,,,,,,,
7.394736842105263e-06,0.1631578947368421,,,,,,,,,,,
7.394736842105263e-06,0.1842105263157895,,,,,,,,,,,
7.394736842105263e-06,0.20526315789473684,,,,,,,,,,,
7.394736842105263e-06,0.22631578947368422,,,,,,,,,,,
7.394736842105263e-06,0.24736842105263157,,,,,,,,,,,
7.394736842105263e-06,0.26842105263157895,,,,,,,,,,,
7.394736842105263e-06,0.2894736842105263,,,,,,,,,,,
7.394736842105263e-06,0.31052631578947365,,,,,,,,,,,
7.394736842105263e-06,0.3315789473684211,,,,,,,,,,,
7.394736842105263e-06,0.3526315789473684,,,,,,,,,,,
7.394736842105263e-06,0.37368421052631584,,,,,,,,,,,
7.394736842105263e-06,0.39473684210526316,,,,,,,,,,,
7.394736842105263e-06,0.4157894736842105,,,,,,,,,,,
7.394736842105263e-06,0.4368421052631579,,,,,,,,,,,
7.394736842105263e-06,0.45789473684210524,,,,,,,,,,,
7.394736842105263e-06,0.4789473684210527,,,,,,,,,,,
7.394736842105263e-06,0.5,,,,,,,,,,,
7.91578947368421e-06,0.1,,,,,,,,,,,
7.91578947368421e-06,0.12105263157894737,,,,,,,,,,,
7.91578947368421e-06,0.14210526315789473,,,,,,,,,,,
7.91578947368421e-06,0.1631578947368421,,,,,,,,,,,
7.91578947368421e-06,0.1842105263157895,,,,,,,,,,,
7.91578947368421e-06,0.20526315789473684,,,,,,,,,,,
7.91578947368421e-06,0.22631578947368422,,,,,,,,,,,
7.91578947368421e-06,0.24736842105263157,,,,,,,,,,,
7.91578947368421e-06,0.26842105263157895,,,,,,,,,,,
7.91578947368421e-06,0.2894736842105263,,,,,,,,,,,
7.91578947368421e-06,0.31052631578947365,,,,,,,,,,,
7.91578947368421e-06,0.3315789473684211,,,,,,,,,,,
7.91578947368421e-06,0.3526315789473684,,,,,,,,,,,
7.91578947368421e-06,0.37368421052631584,,,,,,,,,,,
7.91578947368421e-06,0.39473684210526316,,,,,,,,,,,
7.91578947368421e-06,0.4157894736842105,,,,,,,,,,,
7.91578947368421e-06,0.4368421052631579,,,,,,,,,,,
7.91578947368421e-06,0.45789473684210524,,,,,,,,,,,
7.91578947368421e-06,0.4789473684210527,,,,,,,,,,,
7.91578947368421e-06,0.5,,,,,,,,,,,
8.436842105263158e-06,0.1,,,,,,,,,,,
8.436842105263158e-06,0.12105263157894737,,,,,,,,,,,
8.436842105263158e-06,0.14210526315789473,,,,,,,,,,,
8.436842105263158e-06,0.1631578947368421,,,,,,,,,,,
8.436842105263158e-06,0.1842105263157895,,,,,,,,,,,
8.436842105263158e-06,0.20526315789473684,,,,,,,,,,,
8.436842105263158e-06,0.22631578947368422,,,,,,,,,,,
8.436842105263158e-06,0.24736842105263157,,,,,,,,,,,
8.436842105263158e-06,0.26842105263157895,,,,,,,,,,,
8.436842105263158e-06,0.2894736842105263,,,,,,,,,,,
8.436842105263158e-06,0.31052631578947365,,,,,,,,,,,
8.436842105263158e-06,0.3315789473684211,,,,,,,,,,,
8.436842105263158e-06,0.3526315789473684,,,,,,,,,,,
8.436842105263158e-06,0.37368421052631584,,,,,,,,,,,
8.436842105263158e-06,0.39473684210526316,,,,,,,,,,,
8.436842105263158e-06,0.4157894736842105,,,,,,,,,,,
8.436842105263158e-06,0.4368421052631579,,,,,,,,,,,
8.436842105263158e-06,0.45789473684210524,,,,,,,,,,,
8.436842105263158e-06,0.4789473684210527,,,,,,,,,,,
8.436842105263158e-06,0.5,,,,,,,,,,,
8.957894736842106e-06,0.1,,,,,,,,,,,
8.957894736842106e-06,0.12105263157894737,,,,,,,,,,,
8.957894736842106e-06,0.14210526315789473,,,,,,,,,,,
8.957894736842106e-06,0.1631578947368421,,,,,,,,,,,
8.957894736842106e-06,0.1842105263157895,,,,,,,,,,,
8.957894736842106e-06,0.20526315789473684,,,,,,,,,,,
8.957894736842106e-06,0.22631578947368422,,,,,,,,,,,
8.957894736842106e-06,0.24736842105263157,,,,,,,,,,,
8.957894736842106e-06,0.26842105263157895,,,,,,,,,,,
8.957894736842106e-06,0.2894736842105263,,,,,,,,,,,
8.957894736842106e-06,0.31052631578947365,,,,,,,,,,,
8.957894736842106e-06,0.3315789473684211,,,,,,,,,,,
8.957894736842106e-06,0.3526315789473684,,,,,,,,,,,
8.957894736842106e-06,0.37368421052631584,,,,,,,,,,,
8.957894736842106e-06,0.39473684210526316,,,,,,,,,,,
8.957894736842106e-06,0.4157894736842105,,,,,,,,,,,
8.957894736842106e-06,0.4368421052631579,,,,,,,,,,,
8.957894736842106e-06,0.45789473684210524,,,,,,,,,,,
8.957894736842106e-06,0.4789473684210527,,,,,,,,,,,
8.957894736842106e-06,0.5,,,,,,,,,,,
9.478947368421053e-06,0.1,,,,,,,,,,,
9.478947368421053e-06,0.12105263157894737,,,,,,,,,,,
9.478947368421053e-06,0.14210526315789473,,,,,,,,,,,
9.478947368421053e-06,0.1631578947368421,,,,,,,,,,,
9.478947368421053e-06,0.1842105263157895,,,,,,,,,,,
9.478947368421053e-06,0.20526315789473684,,,,,,,,,,,
9.478947368421053e-06,0.22631578947368422,,,,,,,,,,,
9.478947368421053e-06,0.24736842105263157,,,,,,,,,,,
9.478947368421053e-06,0.26842105263157895,,,,,,,,,,,
9.478947368421053e-06,0.2894736842105263,,,,,,,,,,,
9.478947368421053e-06,0.31052631578947365,,,,,,,,,,,
9.478947368421053e-06,0.3315789473684211,,,,,,,,,,,
9.478947368421053e-06,0.3526315789473684,,,,,,,,,,,
9.478947368421053e-06,0.37368421052631584,,,,,,,,,,,
9.478947368421053e-06,0.39473684210526316,,,,,,,,,,,
9.478947368421053e-06,0.4157894736842105,,,,,,,,,,,
9.478947368421053e-06,0.4368421052631579,,,,,,,,,,,
9.478947368421053e-06,0.45789473684210524,,,,,,,,,,,
9.478947368421053e-06,0.4789473684210527,,,,,,,,,,,
9.478947368421053e-06,0.5,,,,,,,,,,,
1e-05,0.1,,,,,,,,,,,
1e-05,0.12105263157894737,,,,,,,,,,,
1e-05,0.14210526315789473,,,,,,,,,,,
1e-05,0.1631578947368421,,,,,,,,,,,
1e-05,0.1842105263157895,,,,,,,,,,,
1e-05,0.20526315789473684,,,,,,,,,,,
1e-05,0.22631578947368422,,,,,,,,,,,
1e-05,0.24736842105263157,,,,,,,,,,,
1e-05,0.26842105263157895,,,,,,,,,,,
1e-05,0.2894736842105263,,,,,,,,,,,
1e-05,0.31052631578947365,,,,,,,,,,,
1e-05,0.3315789473684211,,,,,,,,,,,
1e-05,0.3526315789473684,,,,,,,,,,,
1e-05,0.37368421052631584,,,,,,,,,,,
1e-05,0.39473684210526316,,,,,,,,,,,
1e-05,0.4157894736842105,,,,,,,,,,,
1e-05,0.4368421052631579,,,,,,,,,,,
1e-05,0.45789473684210524,,,,,,,,,,,
1e-05,0.4789473684210527,,,,,,,,,,,
1e-05,0.5,,,,,,,,,,,
