DSH_target,DSC_target,P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
1.4736842105263157,3.8421052631578947,2775403.2854645136,1381836.0456283186,10267.195666701082,9271.742398120206,1126.8084404191331,9.111748988037439,8.228321749765598,0.03766148351236776,0.03766148351236776,1.4736842105263157,3.8421052631578947
1.4736842105263157,4.315789473684211,2779092.012572207,1380841.3132466534,10294.946824646053,9297.22629938954,1129.480433761183,9.114763316761284,8.231418643021259,0.03763289144650395,0.03763289144650395,1.4736842105263157,4.315789473684211
1.4736842105263157,4.789473684210526,2783171.165988413,1379867.0602793766,10322.417960117373,9322.19878927132,1132.3755348253208,9.115719690738196,8.232426878340632,0.03760489165673175,0.03760489165673175,1.4736842105263157,4.789473684210526
1.4736842105263157,5.263157894736842,2787556.7811606526,1378909.949299118,10349.641729698942,9346.744674872729,1135.442936773566,9.11506989431641,8.231804850917566,0.037577388018945876,0.037577388018945876,1.4736842105263157,5.263157894736842
1.4736842105263157,5.7368421052631575,2792413.7622251315,1377975.1689427854,10376.583328646022,9370.730126292518,1138.7795404155343,9.112021212516398,8.228748228891776,0.03755052942114361,0.03755052942114361,1.4736842105263157,5.7368421052631575
1.4736842105263157,6.2105263157894735,2797598.006792702,1377057.3743892198,10403.290301254332,9394.291505995367,1142.2987625698418,9.10732869731027,8.224023183620481,0.03752416208483381,0.03752416208483381,1.4736842105263157,6.2105263157894735
1.4736842105263157,6.684210526315789,2803521.3215283295,1376169.9415767612,10429.665936116613,9417.084575703091,1146.2426128207378,9.099003840426686,8.2156120095108,0.03749867004270579,0.03749867004270579,1.4736842105263157,6.684210526315789
1.4736842105263157,7.157894736842105,2810106.994070845,1375309.6802992548,10455.742020770416,9439.190210279316,1150.5633219074743,9.087498116519347,8.203972811014388,0.037473961364452,0.037473961364452,1.4736842105263157,7.157894736842105
1.4736842105263157,7.63157894736842,2817480.489925495,1374480.1437760142,10481.498769465785,9460.51605941481,1155.3320452127132,9.072282564045032,8.18856890416555,0.03745013782468214,0.03745013782468214,1.4736842105263157,7.63157894736842
1.4736842105263157,8.105263157894736,2825777.610990692,1373685.130474346,10506.915374049633,9480.963410470935,1160.625013282049,9.052807973126372,8.168842909615046,0.0374273082053828,0.0374273082053828,1.4736842105263157,8.105263157894736
1.4736842105263157,8.578947368421051,2835318.0465725125,1372934.2853240431,10531.92860441067,9500.282850090598,1166.6246004610632,9.027692884453433,8.143393210066014,0.03740574911696656,0.03740574911696656,1.4736842105263157,8.578947368421051
1.4736842105263157,9.052631578947368,2846168.076236532,1372228.813854894,10556.538697585374,9518.441978757306,1173.3629102702341,8.996823237879681,8.11210401781418,0.03738549479246785,0.03738549479246785,1.4736842105263157,9.052631578947368
1.4736842105263157,9.526315789473683,2858595.954365955,1371576.3290978763,10580.699195275158,9535.243373237565,1180.9878427609713,8.959194000286303,8.073955571757288,0.03736676341199751,0.03736676341199751,1.4736842105263157,9.526315789473683
1.4736842105263157,10.0,2872849.6439188262,1370983.5653129213,10604.371004924325,9550.512164275951,1189.6322801400263,8.91399063555684,8.028121230160133,0.03734974788492174,0.03734974788492174,1.4736842105263157,10.0
1.9473684210526314,1.0,2756345.821252344,1388349.339889823,10088.954660701955,9097.048453143409,1130.2432968154465,8.926356554494431,8.048752404703563,0.03770338988080364,0.03770338988080364,1.9473684210526314,1.0
1.9473684210526314,1.4736842105263157,2758775.1601372315,1387264.9953584895,10118.166902396642,9124.73217665367,1122.2554763901119,9.01592116524404,8.130708531719193,0.037672361949604875,0.037672361949604875,1.9473684210526314,1.4736842105263157
1.9473684210526314,1.9473684210526314,2761356.916386711,1386195.1853655092,10147.113292508237,9152.060617142444,1118.3020808159056,9.073678272247308,8.183889464343268,0.037641754023637425,0.037641754023637425,1.9473684210526314,1.9473684210526314
1.9473684210526314,2.4210526315789473,2764108.9453832344,1385139.5105929584,10175.804802235305,9179.043417242134,1118.6053721650142,9.09686745249619,8.205792360425086,0.03761163962970381,0.03761163962970381,1.9473684210526314,2.4210526315789473
1.9473684210526314,2.894736842105263,2767048.156591781,1384099.4213517087,10204.231807812988,9205.642786116283,1120.8565209324895,9.103958996753342,8.213042984714678,0.037581893956803655,0.037581893956803655,1.9473684210526314,2.894736842105263
1.9473684210526314,3.3684210526315788,2770312.982986492,1383078.7707769554,10232.370480625214,9231.759495064905,1123.2941404063542,9.109252966390113,8.218470267925813,0.03755270809646207,0.03755270809646207,1.9473684210526314,3.3684210526315788
1.9473684210526314,3.8421052631578947,2773729.6456351993,1382071.0436113866,10260.279861305044,9257.559597618092,1125.813859181186,9.113655670189948,8.222993101498318,0.03752389556072754,0.03752389556072754,1.9473684210526314,3.8421052631578947
1.9473684210526314,4.315789473684211,2777412.958207439,1381079.8728329963,10287.935999653295,9282.949483836379,1128.48385832491,9.116600050375927,8.226036566987968,0.0374955600591636,0.0374955600591636,1.9473684210526314,4.315789473684211
1.9473684210526314,4.789473684210526,2781487.1478976365,1380109.1163145502,10315.314246876576,9307.829589133204,1131.3774797944623,9.117482388592853,8.226988565146408,0.03746781167860567,0.03746781167860567,1.9473684210526314,4.789473684210526
1.9473684210526314,5.263157894736842,2785869.458868245,1379155.4893982399,10342.446618230158,9332.28337139834,1134.4445867006325,9.11674905894669,8.226301646464666,0.037440556328186374,0.037440556328186374,1.9473684210526314,5.263157894736842
1.9473684210526314,5.7368421052631575,2790724.967661451,1378224.1653009634,10369.298763956012,9356.177368848266,1137.7822690859884,9.113605516357671,8.223170305127306,0.037413941654926626,0.037413941654926626,1.9473684210526314,5.7368421052631575
1.9473684210526314,6.2105263157894735,2796006.676256476,1377313.0767586934,10395.892995987962,9379.56385089298,1141.361320021575,9.108327760565295,8.217874293055313,0.03738790836296505,0.03738790836296505,1.9473684210526314,6.2105263157894735
1.9473684210526314,6.684210526315789,2801942.1870858013,1376429.3559350874,10422.18134056238,9402.258854329972,1145.3148252217281,9.099839721837784,8.209322578627875,0.03736266000618783,0.03736266000618783,1.9473684210526314,6.684210526315789
1.9473684210526314,7.157894736842105,2808544.8246880593,1375572.857093037,10448.171939711685,9424.265096269619,1149.6483355119374,9.0881460155893,8.197519889482553,0.03733819215360323,0.03733819215360323,1.9473684210526314,7.157894736842105
1.9473684210526314,7.63157894736842,2815842.1560510676,1374743.9127640796,10473.86917759252,9445.573098755121,1154.375503696928,9.073190780685822,8.18240950930208,0.0373145140447904,0.0373145140447904,1.9473684210526314,7.63157894736842
1.9473684210526314,8.105263157894736,2824248.5690710903,1373955.4456144066,10499.184985566546,9465.84951278578,1159.7363611321186,9.05307907679758,8.162070130788473,0.03729199449389093,0.03729199449389093,1.9473684210526314,8.105263157894736
1.9473684210526314,8.578947368421051,2833736.6646858533,1373205.7200292433,10524.140698936288,9485.137674555886,1165.7096098251084,9.028098087408944,8.136792898172079,0.03727058358286974,0.03727058358286974,1.9473684210526314,8.578947368421051
1.9473684210526314,9.052631578947368,2844636.857591632,1372504.5334287162,10548.673868980308,9503.184170918112,1172.4822146657123,8.996873246378286,8.10518407192008,0.03725056074804606,0.03725056074804606,1.9473684210526314,9.052631578947368
1.9473684210526314,9.526315789473683,2857130.1892391066,1371856.6258968005,10572.75969114919,9519.865521145199,1180.1509131467396,8.958820074085368,8.066650980900018,0.03723206095003825,0.03723206095003825,1.9473684210526314,9.526315789473683
1.9473684210526314,10.0,2871465.2192022167,1371268.713185463,10596.359667557588,9535.007290830617,1188.848897217991,8.913125707021292,8.020369378432665,0.037215275538481196,0.037215275538481196,1.9473684210526314,10.0
2.4210526315789473,1.0,2754729.595292454,1388558.8151261634,10082.719725639467,9083.569037584768,1122.5947782470985,8.981620011972051,8.09158319065809,0.037566207921584084,0.037566207921584084,2.4210526315789473,1.0
2.4210526315789473,1.4736842105263157,2757152.083527345,1387478.3212118214,10111.828142655413,9111.15186406429,1118.7876503268608,9.038201431434446,8.14377228905093,0.03753545756254741,0.03753545756254741,2.4210526315789473,1.4736842105263157
2.4210526315789473,1.9473684210526314,2759726.9604935767,1386412.2916107664,10140.67250249412,9138.381120997126,1117.0486950593775,9.078093504200448,8.180826101328886,0.03750512285697914,0.03750512285697914,2.4210526315789473,1.9473684210526314
2.4210526315789473,2.4210526315789473,2762471.3171180673,1385360.9450121047,10169.256788244644,9165.2506067103,1117.6501009951214,9.098783938900242,8.200465063752818,0.03747520985281905,0.03747520985281905,2.4210526315789473,2.4210526315789473
2.4210526315789473,2.894736842105263,2765404.1453901315,1384324.341665533,10197.587008935881,9191.758186845098,1119.8728703223974,9.106022013016641,8.207858615414896,0.03744574894268697,0.03744574894268697,2.4210526315789473,2.894736842105263
2.4210526315789473,3.3684210526315788,2768661.943705978,1383307.2765925226,10225.629011194213,9217.780495397717,1122.3072057804297,9.111256667093674,8.21324183603353,0.0374168207483394,0.0374168207483394,2.4210526315789473,3.3684210526315788
2.4210526315789473,3.8421052631578947,2772072.6895198133,1382303.1130278395,10253.442886142891,9243.486655591047,1124.8244228223716,9.115594112381821,8.217715110059222,0.037388263165388756,0.037388263165388756,2.4210526315789473,3.8421052631578947
2.4210526315789473,4.315789473684211,2775750.6837898926,1381315.4600988587,10281.005206094569,9268.78373106021,1127.4924534443555,9.118469196567409,8.220705781883662,0.037360178676663185,0.037360178676663185,2.4210526315789473,4.315789473684211
2.4210526315789473,4.789473684210526,2779820.0460201018,1380348.1584767075,10308.291751981224,9293.572605817406,1130.3846417955024,9.11927796153311,8.221601977054023,0.03733267629878605,0.03733267629878605,2.4210526315789473,4.789473684210526
2.4210526315789473,5.263157894736842,2784199.177972036,1379397.97224277,10335.333870379342,9317.935459813554,1133.451493218491,9.118461559419412,8.220850663273486,0.03730566383300248,0.03730566383300248,2.4210526315789473,5.263157894736842
2.4210526315789473,5.7368421052631575,2789053.3383290353,1378470.0673787443,10362.097734442475,9341.739076025762,1136.790288427779,9.115223660798177,8.217645040709941,0.0372792879399293,0.0372792879399293,2.4210526315789473,5.7368421052631575
2.4210526315789473,6.2105263157894735,2794335.4371212767,1377562.376238299,10388.605452777496,9365.03569205107,1140.3717348544633,9.109841234449144,8.21226570759074,0.037253489633714186,0.037253489633714186,2.4210526315789473,6.2105263157894735
2.4210526315789473,6.684210526315789,2800275.4037922095,1376682.086328624,10414.809180790884,9387.639951237868,1144.330408650954,9.10122557441155,8.203609622071404,0.03722847296444936,0.03722847296444936,2.4210526315789473,6.684210526315789
2.4210526315789473,7.157894736842105,2806887.0171158887,1375829.0664265528,10440.716980317402,9409.554209122603,1148.6721162562865,9.089379669409436,8.191679832701002,0.037204233943021615,0.037204233943021615,2.4210526315789473,7.157894736842105
2.4210526315789473,7.63157894736842,2814297.95002265,1375006.9243349037,10466.309375046123,9430.6848304575,1153.4693893404183,9.073764307721259,8.175929866548252,0.03718087481937814,0.03718087481937814,2.4210526315789473,7.63157894736842
2.4210526315789473,8.105263157894736,2822740.171379549,1374222.539463732,10491.5436600987,9450.85375302468,1158.8549501417315,9.053370880294857,8.155337949644872,0.03715859075042277,0.03715859075042277,2.4210526315789473,8.105263157894736
2.4210526315789473,8.578947368421051,2832173.107784912,1373473.8174396588,10516.443034907283,9470.113695120022,1164.8000018125458,9.028539679380701,8.13024869538425,0.03713732192378955,0.03713732192378955,2.4210526315789473,8.578947368421051
2.4210526315789473,9.052631578947368,2843123.7902396144,1372776.8818422672,10540.900359468504,9488.048507449746,1171.607048035763,8.996958815791235,8.098319759476324,0.0371175260072896,0.0371175260072896,2.4210526315789473,9.052631578947368
2.4210526315789473,9.526315789473683,2855682.8903096346,1372133.5146033836,10564.912598302817,9504.610822112945,1179.3196518185894,8.958480919071448,8.05940171306075,0.03709925321770431,0.03709925321770431,2.4210526315789473,9.526315789473683
2.4210526315789473,10.0,2870185.641121739,1371553.134952279,10588.422805675495,9519.556595046042,1188.1210704262612,8.911905587093658,8.012278236620043,0.037082770673540544,0.037082770673540544,2.4210526315789473,10.0
2.894736842105263,1.0,2752718.234700039,1387792.68449795,10070.596330819068,9064.453606249886,1112.9913682090619,9.04822500737259,8.144226330196695,0.037403375790961924,0.037403375790961924,2.894736842105263,1.0
2.894736842105263,1.4736842105263157,2755134.4803396217,1386722.223210002,10099.610937344545,9091.946752668538,1113.4996978875022,9.070151484104773,8.165199119422757,0.03737307651568536,0.03737307651568536,2.894736842105263,1.4736842105263157
2.894736842105263,1.9473684210526314,2757703.108633197,1385666.0827823153,10128.363280147396,9119.087954398516,1114.7573605918776,9.085711059821813,8.180334372994638,0.03734318644102479,0.03734318644102479,2.894736842105263,1.9473684210526314
2.894736842105263,2.4210526315789473,2760850.196783488,1385579.2933292491,10162.786411983725,9151.570661282643,1116.7042550927874,9.10069641593628,8.195160553518475,0.03734073036233577,0.03734073036233577,2.894736842105263,2.4210526315789473
2.894736842105263,2.894736842105263,2763776.220587197,1384546.4809876862,10191.017102522073,9177.978683494985,1118.8942340995452,9.108114772549095,8.202722298306565,0.03731150904673357,0.03731150904673357,2.894736842105263,2.894736842105263
2.894736842105263,3.3684210526315788,2767027.080557377,1383532.9531432057,10218.963645129894,9203.907886631861,1121.3253004608343,9.113290889744642,8.20806226600729,0.037282833102896644,0.037282833102896644,2.894736842105263,3.3684210526315788
2.894736842105263,3.8421052631578947,2770432.00876364,1382532.3123302106,10246.683249724165,9229.521276644311,1123.8400319651162,9.117563850975385,8.212486665478378,0.037254525305546723,0.037254525305546723,2.894736842105263,3.8421052631578947
2.894736842105263,4.315789473684211,2774104.7812610557,1381548.1327736494,10274.152927817104,9254.726759048412,1126.5061070426743,9.120370376676439,8.21542528814522,0.03722668661627026,0.03722668661627026,2.894736842105263,4.315789473684211
2.894736842105263,4.789473684210526,2778169.447767673,1380584.245185471,10301.348909502425,9279.425539639991,1129.3968905780841,9.12110613677151,8.216266236478036,0.037199425203238934,0.037199425203238934,2.894736842105263,4.789473684210526
2.894736842105263,5.263157894736842,2782545.5044061835,1379637.4578832742,10328.301942887698,9303.698633113272,1132.4634951192968,9.120207395117568,8.21545124695891,0.037172650608691286,0.037172650608691286,2.894736842105263,5.263157894736842
2.894736842105263,5.7368421052631575,2787398.4601072543,1378712.931280543,10354.978604451213,9327.412987110483,1135.803431057209,9.1168756153631,8.212171870645346,0.037146508571819926,0.037146508571819926,2.894736842105263,5.7368421052631575
2.894736842105263,6.2105263157894735,2792681.049026076,1377808.5964492096,10381.400893806882,9350.620869493803,1139.3872695248372,9.111389227770006,8.206709974382395,0.03712094038582285,0.03712094038582285,2.894736842105263,6.2105263157894735
2.894736842105263,6.684210526315789,2798625.6308766245,1376931.7007521165,10407.521069621014,9373.135423211894,1143.351137277505,9.10264636146943,8.197949971459138,0.0370961507296182,0.0370961507296182,2.894736842105263,6.684210526315789
2.894736842105263,7.157894736842105,2805246.3910606196,1376082.1259493812,10433.34712879218,9394.958683405028,1147.7010676368068,9.090648621835944,8.185893477253511,0.037072136008450794,0.037072136008450794,2.894736842105263,7.157894736842105
2.894736842105263,7.63157894736842,2812672.091204887,1375263.4957502605,10458.859684068906,9415.996551974475,1152.5102776267834,9.07485155412713,8.169989226789047,0.037048998392984894,0.037048998392984894,2.894736842105263,7.63157894736842
2.894736842105263,8.105263157894736,2821142.3301769216,1374482.9210619447,10484.015021432877,9436.065121322006,1157.916050630927,9.054209945289498,8.14917896351853,0.037026938568164615,0.037026938568164615,2.894736842105263,8.105263157894736
2.894736842105263,8.578947368421051,2830702.779879354,1373741.072875266,10508.816719888635,9455.145895772765,1163.940186021488,9.028657010124597,8.123395007171107,0.03700597518120021,0.03700597518120021,2.894736842105263,8.578947368421051
2.894736842105263,9.052631578947368,2841628.460000114,1373045.9173078802,10533.21660610336,9473.032673786149,1170.7374421055938,8.997078445837666,8.091509106216606,0.03698633300831046,0.03698633300831046,2.894736842105263,9.052631578947368
2.894736842105263,9.526315789473683,2854253.6377387345,1372407.0553367275,10557.156348193123,9489.476928348045,1178.4940903475788,8.958175042761098,8.052205781998678,0.03696828295669364,0.03696828295669364,2.894736842105263,9.526315789473683
2.894736842105263,10.0,2868854.2589080664,1371831.950235915,10580.59374145299,9504.284960616087,1187.358567524175,8.911034990479038,8.0045617394533,0.03695203548618326,0.03695203548618326,2.894736842105263,10.0
3.3684210526315788,1.0,2750983.2857252536,1387639.7685367605,10062.316153848202,9049.064782498861,1109.834328129367,9.066502899408691,8.153527560956887,0.03726001950927994,0.03726001950927994,3.3684210526315788,1.0
3.3684210526315788,1.4736842105263157,2753392.2505444707,1386573.4936797773,10091.221413383595,9076.452198352572,1111.7622805542187,9.076779802560916,8.164022432770356,0.037229997709904865,0.037229997709904865,3.3684210526315788,1.4736842105263157
3.3684210526315788,1.9473684210526314,2755953.6007455103,1385521.466254466,10119.866133522164,9103.489394281958,1113.7717033062504,9.086122500222594,8.1735685753715,0.03720038080388907,0.03720038080388907,3.3684210526315788,1.9473684210526314
3.3684210526315788,2.4210526315789473,2758684.611532077,1384483.9061170674,10148.25434551567,9130.170098029812,1115.9009912383779,9.094224689462443,8.181881878156188,0.03717117480996139,0.03717117480996139,3.3684210526315788,2.4210526315789473
3.3684210526315788,2.894736842105263,2761604.173065618,1383461.0878827195,10176.389594378426,9156.486630720152,1118.137795058972,9.101194539123608,8.189050286272836,0.0371423873823266,0.0371423873823266,3.3684210526315788,2.894736842105263
3.3684210526315788,3.3684210526315788,2764848.4098328934,1382457.323534534,10204.243269270459,9182.327345751686,1120.5610926534252,9.106369421686226,8.194401363702942,0.037114139685214334,0.037114139685214334,3.3684210526315788,3.3684210526315788
3.3684210526315788,3.8421052631578947,2768247.95739158,1381466.3502217864,10231.871317026322,9207.85275516682,1123.0689241485122,9.110635239759587,8.198831395987582,0.03708625531054356,0.03708625531054356,3.3684210526315788,3.8421052631578947
3.3684210526315788,4.315789473684211,2771916.1372903977,1380491.699064965,10259.251178073917,9232.971370131343,1125.728720483192,9.113431141447984,8.201772951274007,0.03705883347390358,0.03705883347390358,3.3684210526315788,4.315789473684211
3.3684210526315788,4.789473684210526,2775977.3670932488,1379537.1734783489,10286.359227142073,9257.58440878452,1128.614098657872,9.114150921359593,8.202612761787643,0.0370319810057303,0.0370319810057303,3.3684210526315788,4.789473684210526
3.3684210526315788,5.263157894736842,2780351.6520092012,1378599.6316687695,10313.225842898359,9281.772143316215,1131.6764475009863,9.113228313333233,8.201789622654601,0.03700560934292411,0.03700560934292411,3.3684210526315788,5.263157894736842
3.3684210526315788,5.7368421052631575,2785205.9019996254,1377684.2322349735,10339.81766574775,9305.400719264537,1135.0141490891629,9.109857946744848,8.198488738428525,0.03697986340400995,0.03697986340400995,3.3684210526315788,5.7368421052631575
3.3684210526315788,6.2105263157894735,2790491.357313684,1376788.8766174945,10366.15685638705,9328.52349256945,1138.5968636959626,9.10432584781395,8.192999462767208,0.036954683970322706,0.036954683970322706,3.3684210526315788,6.2105263157894735
3.3684210526315788,6.684210526315789,2796444.92870889,1375920.8935842665,10392.195134420479,9350.950303841286,1142.5634673931218,9.095507979203433,8.184184573288045,0.03693027692832326,0.03693027692832326,3.3684210526315788,6.684210526315789
3.3684210526315788,7.157894736842105,2803622.5154800783,1376332.108827951,10426.06093415081,9380.475783151423,1146.735524208656,9.091949027519375,8.180156265434213,0.036941839676652086,0.036941839676652086,3.3684210526315788,7.157894736842105
3.3684210526315788,7.63157894736842,2811063.162577248,1375516.955710949,10451.494722682392,9401.421889499208,1151.5567576292963,9.075970119092373,8.164097711391895,0.03691891937093442,0.03691891937093442,3.3684210526315788,7.63157894736842
3.3684210526315788,8.105263157894736,2819039.775630515,1373498.738138207,10468.448859599455,9413.590632063635,1157.1681130343231,9.046610204414566,8.135024225113966,0.03686218131983608,0.03686218131983608,3.3684210526315788,8.105263157894736
3.3684210526315788,8.578947368421051,2828644.5604990544,1372765.6269111824,10493.173233661382,9432.566518054082,1163.216672234596,9.020824309114728,8.10903655630525,0.036841574848821654,0.036841574848821654,3.3684210526315788,8.578947368421051
3.3684210526315788,9.052631578947368,2839727.996822579,1372082.3433758784,10517.474722327584,9450.259614642287,1170.1047666265633,8.988489768014265,8.076421773656717,0.03682237060264627,0.03682237060264627,3.3684210526315788,9.052631578947368
3.3684210526315788,9.526315789473683,2852454.440705411,1371452.989554693,10541.334028672254,9466.562175051748,1177.9191683341646,8.949114941036239,8.036682337413303,0.03680468350936943,0.03680468350936943,3.3684210526315788,9.526315789473683
3.3684210526315788,10.0,2867110.8286157297,1370885.341126174,10564.706463969773,9481.271192756321,1186.8150300870407,8.901729583922577,7.988836467685253,0.036788731721606786,0.036788731721606786,3.3684210526315788,10.0
3.8421052631578947,1.0,2749263.325781513,1387482.7561262161,10054.096902774138,9033.763881335584,1108.8895170045942,9.06681571842516,8.146676240332928,0.03711851879836117,0.03711851879836117,3.8421052631578947,1.0
3.8421052631578947,1.4736842105263157,2751665.0928278663,1386420.618389144,10082.894038142294,9061.046839528659,1110.8383410173703,9.076832934041324,8.156944629071791,0.03708876845577749,0.03708876845577749,3.8421052631578947,1.4736842105263157
3.8421052631578947,1.9473684210526314,2754219.2441797955,1385372.6605093004,10111.43231949082,9087.981175951281,1112.8711797371534,9.085896466362815,8.166247218386724,0.037059418930208345,0.037059418930208345,3.8421052631578947,1.9473684210526314
3.8421052631578947,2.4210526315789473,2756943.1435551303,1384339.1024661204,10139.715829375486,9114.560614506256,1114.9983072868456,9.093929347793111,8.174506234619273,0.03703047623848479,0.03703047623848479,3.8421052631578947,2.4210526315789473
3.8421052631578947,2.894736842105263,2759855.77292972,1383320.2239543947,10167.748047697638,9140.777345400913,1117.2308969587768,9.100847528810156,8.181636732642371,0.03700194808294148,0.03700194808294148,3.8421052631578947,2.894736842105263
3.8421052631578947,3.3684210526315788,2763092.8008865593,1382320.3053568965,10195.500923779295,9166.520521462036,1119.6499912740128,9.105971511845564,8.186951808959293,0.03697395414317825,0.03697395414317825,3.8421052631578947,3.3684210526315788
3.8421052631578947,3.8421052631578947,2766486.2634927705,1381333.1579805305,10223.029408870407,9191.94881727386,1122.1543959747314,9.11018077863557,8.191340559058723,0.03694632100157333,0.03694632100157333,3.8421052631578947,3.8421052631578947
3.8421052631578947,4.315789473684211,2770149.016139629,1380362.2811415286,10250.31140197197,9216.971499036916,1124.811309995379,9.112916371737125,8.194237928737383,0.03691914647222298,0.03691914647222298,3.8421052631578947,4.315789473684211
